layer,crop,cv,model,metric,point,ci_lo,ci_hi,boot_mean,boot_sd,method,n,n_boot,seed
A,bugday,Spatiotemporal,elastic_net,rmse_kg_da,68.2421,64.096,72.449,68.1743,2.1306,iid,589,5000,12345
A,bugday,Spatiotemporal,elastic_net,mae_kg_da,53.654,50.291,57.1186,53.6303,1.7381,iid,589,5000,12345
A,bugday,Spatiotemporal,elastic_net,mape_pct,15.2025,14.0287,16.4602,15.1932,0.6173,iid,589,5000,12345
A,bugday,Spatiotemporal,elastic_net,bias_kg_da,-0.1534,-5.5429,5.475,-0.154,2.8007,iid,589,5000,12345
A,bugday,Spatiotemporal,gpr,r2,0.3206,0.2456,0.3874,0.3181,0.036,iid,589,5000,12345
A,bugday,Spatiotemporal,gpr,rmse_kg_da,57.3547,53.2949,61.3717,57.3235,2.0534,iid,589,5000,12345
A,bugday,Spatiotemporal,gpr,mae_kg_da,43.8737,40.8638,46.8317,43.8768,1.521,iid,589,5000,12345
A,bugday,Spatiotemporal,gpr,mape_pct,12.3869,11.3724,13.4458,12.385,0.5299,iid,589,5000,12345
A,bugday,Spatiotemporal,gpr,bias_kg_da,0.0928,-4.491,4.7638,0.0794,2.3565,iid,589,5000,12345
A,bugday,Spatiotemporal,pls,r2,-0.0129,-0.0717,0.0402,-0.0153,0.0283,iid,589,5000,12345
A,bugday,Spatiotemporal,pls,rmse_kg_da,70.0289,65.8177,74.2567,69.9695,2.1335,iid,589,5000,12345
A,bugday,Spatiotemporal,pls,mae_kg_da,55.3858,51.9795,58.9214,55.3653,1.761,iid,589,5000,12345
A,bugday,Spatiotemporal,pls,mape_pct,15.5968,14.4235,16.8568,15.5885,0.6085,iid,589,5000,12345
A,bugday,Spatiotemporal,pls,bias_kg_da,-0.5021,-6.0297,5.2127,-0.5028,2.8775,iid,589,5000,12345
A,bugday,Spatiotemporal,random_forest,r2,0.2255,0.1631,0.2809,0.2235,0.0299,iid,589,5000,12345
A,bugday,Spatiotemporal,random_forest,rmse_kg_da,61.2377,57.2684,65.1906,61.1835,1.9765,iid,589,5000,12345
A,bugday,Spatiotemporal,random_forest,mae_kg_da,47.6649,44.5351,50.8181,47.6488,1.5779,iid,589,5000,12345
A,bugday,Spatiotemporal,random_forest,mape_pct,13.433,12.3734,14.5468,13.4255,0.5437,iid,589,5000,12345
A,bugday,Spatiotemporal,random_forest,bias_kg_da,-1.361,-6.1785,3.7041,-1.3723,2.5264,iid,589,5000,12345
A,bugday,Spatiotemporal,xgboost,r2,0.2751,0.1878,0.3499,0.2718,0.041,iid,589,5000,12345
A,bugday,Spatiotemporal,xgboost,rmse_kg_da,59.2433,55.3929,63.1256,59.2248,1.9689,iid,589,5000,12345
A,bugday,Spatiotemporal,xgboost,mae_kg_da,45.9338,42.886,48.9797,45.9502,1.5524,iid,589,5000,12345
A,bugday,Spatiotemporal,xgboost,mape_pct,12.9141,11.9231,13.9546,12.9161,0.5254,iid,589,5000,12345
A,bugday,Spatiotemporal,xgboost,bias_kg_da,-1.5359,-6.3116,3.4105,-1.537,2.4409,iid,589,5000,12345
B,aycicegi,LOILO,elastic_net,r2,0.2489,0.1168,0.3543,0.2426,0.0615,iid,209,5000,12345
B,aycicegi,LOILO,elastic_net,rmse_kg_da,46.7737,42.17,51.3097,46.7261,2.3626,iid,209,5000,12345
B,aycicegi,LOILO,elastic_net,mae_kg_da,36.9577,33.0091,41.003,36.9647,2.0535,iid,209,5000,12345
B,aycicegi,LOILO,elastic_net,mape_pct,19.2075,16.4879,22.2806,19.2316,1.4676,iid,209,5000,12345
B,aycicegi,LOILO,elastic_net,bias_kg_da,1.3017,-5.1171,7.7838,1.368,3.2916,iid,209,5000,12345
B,aycicegi,LOILO,elastic_net,r2,0.2489,0.0167,0.4177,0.242,0.1034,cluster,209,5000,12345
B,aycicegi,LOILO,elastic_net,rmse_kg_da,46.7737,39.3592,54.3309,46.6565,3.8304,cluster,209,5000,12345
B,aycicegi,LOILO,elastic_net,mae_kg_da,36.9577,30.8688,43.9445,36.9889,3.3541,cluster,209,5000,12345
B,aycicegi,LOILO,elastic_net,mape_pct,19.2075,15.6169,23.8433,19.2535,2.1083,cluster,209,5000,12345
B,aycicegi,LOILO,elastic_net,bias_kg_da,1.3017,-10.201,14.1659,1.4719,6.2034,cluster,209,5000,12345
B,aycicegi,LOILO,gpr,r2,0.4496,0.3279,0.5522,0.4446,0.0577,iid,209,5000,12345
B,aycicegi,LOILO,gpr,rmse_kg_da,40.0388,35.7386,44.2529,39.98,2.2056,iid,209,5000,12345
B,aycicegi,LOILO,gpr,mae_kg_da,30.6362,27.1874,34.2439,30.6456,1.8162,iid,209,5000,12345
B,aycicegi,LOILO,gpr,mape_pct,15.6085,13.3571,18.0514,15.6285,1.2006,iid,209,5000,12345
B,aycicegi,LOILO,gpr,bias_kg_da,0.3988,-4.9835,5.8488,0.4497,2.8068,iid,209,5000,12345
B,aycicegi,LOILO,gpr,r2,0.4496,0.2716,0.5989,0.444,0.0838,cluster,209,5000,12345
B,aycicegi,LOILO,gpr,rmse_kg_da,40.0388,33.2662,47.189,39.935,3.5695,cluster,209,5000,12345
B,aycicegi,LOILO,gpr,mae_kg_da,30.6362,25.1613,36.9467,30.674,3.0148,cluster,209,5000,12345
B,aycicegi,LOILO,gpr,mape_pct,15.6085,12.4737,19.9907,15.654,1.9041,cluster,209,5000,12345
B,aycicegi,LOILO,gpr,bias_kg_da,0.3988,-9.0216,10.91,0.5849,5.126,cluster,209,5000,12345
B,aycicegi,LOILO,pls,r2,0.1767,-0.0135,0.3253,0.1684,0.0881,iid,209,5000,12345
B,aycicegi,LOILO,pls,rmse_kg_da,48.9684,43.7922,54.0265,48.9127,2.5825,iid,209,5000,12345
B,aycicegi,LOILO,pls,mae_kg_da,38.0153,33.8176,42.4735,38.021,2.2163,iid,209,5000,12345
B,aycicegi,LOILO,pls,mape_pct,19.3164,16.6128,22.312,19.3403,1.4463,iid,209,5000,12345
B,aycicegi,LOILO,pls,bias_kg_da,1.5895,-5.0404,8.3822,1.6591,3.4338,iid,209,5000,12345
B,aycicegi,LOILO,pls,r2,0.1767,-0.185,0.4216,0.1677,0.1564,cluster,209,5000,12345
B,aycicegi,LOILO,pls,rmse_kg_da,48.9684,39.5618,58.85,48.778,4.9366,cluster,209,5000,12345
B,aycicegi,LOILO,pls,mae_kg_da,38.0153,30.4628,46.8506,38.0671,4.1245,cluster,209,5000,12345
B,aycicegi,LOILO,pls,mape_pct,19.3164,15.0221,24.7869,19.3713,2.4853,cluster,209,5000,12345
B,aycicegi,LOILO,pls,bias_kg_da,1.5895,-11.3518,16.3523,1.7663,7.0945,cluster,209,5000,12345
B,aycicegi,LOILO,random_forest,r2,0.4055,0.2567,0.5248,0.3997,0.0683,iid,209,5000,12345
B,aycicegi,LOILO,random_forest,rmse_kg_da,41.6113,37.0568,46.1573,41.547,2.3398,iid,209,5000,12345
B,aycicegi,LOILO,random_forest,mae_kg_da,31.1602,27.5784,35.1109,31.1769,1.9361,iid,209,5000,12345
B,aycicegi,LOILO,random_forest,mape_pct,15.8397,13.6236,18.2779,15.8612,1.1954,iid,209,5000,12345
B,aycicegi,LOILO,random_forest,bias_kg_da,0.8586,-4.9677,6.5507,0.9304,2.9342,iid,209,5000,12345
B,aycicegi,LOILO,random_forest,r2,0.4055,0.2061,0.5764,0.3988,0.096,cluster,209,5000,12345
B,aycicegi,LOILO,random_forest,rmse_kg_da,41.6113,34.2075,48.7978,41.5036,3.7892,cluster,209,5000,12345
B,aycicegi,LOILO,random_forest,mae_kg_da,31.1602,25.1155,37.9878,31.2173,3.3025,cluster,209,5000,12345
B,aycicegi,LOILO,random_forest,mape_pct,15.8397,12.4627,20.3162,15.8934,1.9955,cluster,209,5000,12345
B,aycicegi,LOILO,random_forest,bias_kg_da,0.8586,-9.2355,11.5807,1.0264,5.3108,cluster,209,5000,12345
B,aycicegi,LOILO,xgboost,r2,0.3291,0.1485,0.4701,0.3206,0.0827,iid,209,5000,12345
B,aycicegi,LOILO,xgboost,rmse_kg_da,44.2045,39.4372,48.7643,44.1737,2.3996,iid,209,5000,12345
B,aycicegi,LOILO,xgboost,mae_kg_da,33.7299,29.856,37.6656,33.7573,1.9913,iid,209,5000,12345
B,aycicegi,LOILO,xgboost,mape_pct,16.7619,14.4628,19.2025,16.791,1.2204,iid,209,5000,12345
B,aycicegi,LOILO,xgboost,bias_kg_da,-0.1999,-6.1829,5.9113,-0.1192,3.1054,iid,209,5000,12345
B,aycicegi,LOILO,xgboost,r2,0.3291,0.1011,0.5242,0.3216,0.1092,cluster,209,5000,12345
B,aycicegi,LOILO,xgboost,rmse_kg_da,44.2045,36.3409,52.0798,44.0862,4.0406,cluster,209,5000,12345
B,aycicegi,LOILO,xgboost,mae_kg_da,33.7299,27.5467,40.8832,33.7792,3.4523,cluster,209,5000,12345
B,aycicegi,LOILO,xgboost,mape_pct,16.7619,13.1621,21.5699,16.8161,2.1551,cluster,209,5000,12345
B,aycicegi,LOILO,xgboost,bias_kg_da,-0.1999,-10.673,11.2639,-0.0095,5.638,cluster,209,5000,12345
B,aycicegi,LOYO,elastic_net,r2,-0.0265,-0.1452,0.0679,-0.0349,0.0544,iid,209,5000,12345
B,aycicegi,LOYO,elastic_net,rmse_kg_da,54.6801,49.9707,59.3246,54.6561,2.4023,iid,209,5000,12345
B,aycicegi,LOYO,elastic_net,mae_kg_da,44.7104,40.5075,49.0445,44.7163,2.2059,iid,209,5000,12345
B,aycicegi,LOYO,elastic_net,mape_pct,24.1161,20.8192,27.7882,24.144,1.797,iid,209,5000,12345
B,aycicegi,LOYO,elastic_net,bias_kg_da,4.2712,-3.1943,11.82,4.3549,3.8558,iid,209,5000,12345
B,aycicegi,LOYO,elastic_net,r2,-0.0265,-0.7958,0.0453,-0.1295,0.2053,cluster,209,5000,12345
B,aycicegi,LOYO,elastic_net,rmse_kg_da,54.6801,44.7048,63.7831,54.413,4.9332,cluster,209,5000,12345
B,aycicegi,LOYO,elastic_net,mae_kg_da,44.7104,36.1614,53.8744,44.6588,4.589,cluster,209,5000,12345
B,aycicegi,LOYO,elastic_net,mape_pct,24.1161,15.4358,34.9837,24.033,5.0101,cluster,209,5000,12345
B,aycicegi,LOYO,elastic_net,bias_kg_da,4.2712,-21.8014,30.0569,3.937,13.4232,cluster,209,5000,12345
B,aycicegi,LOYO,gpr,r2,0.2139,0.128,0.2855,0.2084,0.0406,iid,209,5000,12345
B,aycicegi,LOYO,gpr,rmse_kg_da,47.8508,43.3557,52.258,47.8117,2.2933,iid,209,5000,12345
B,aycicegi,LOYO,gpr,mae_kg_da,38.5065,34.6981,42.4163,38.515,1.9871,iid,209,5000,12345
B,aycicegi,LOYO,gpr,mape_pct,20.6509,17.7015,23.8986,20.6759,1.5941,iid,209,5000,12345
B,aycicegi,LOYO,gpr,bias_kg_da,2.091,-4.3695,8.7985,2.1658,3.4047,iid,209,5000,12345
B,aycicegi,LOYO,gpr,r2,0.2139,-0.3644,0.3349,0.1393,0.1667,cluster,209,5000,12345
B,aycicegi,LOYO,gpr,rmse_kg_da,47.8508,37.6733,57.7471,47.5333,5.1664,cluster,209,5000,12345
B,aycicegi,LOYO,gpr,mae_kg_da,38.5065,30.2041,48.4265,38.4656,4.6885,cluster,209,5000,12345
B,aycicegi,LOYO,gpr,mape_pct,20.6509,13.2505,30.8115,20.5859,4.6265,cluster,209,5000,12345
B,aycicegi,LOYO,gpr,bias_kg_da,2.091,-18.5585,22.8255,1.8809,10.6554,cluster,209,5000,12345
B,aycicegi,LOYO,pls,r2,-0.1223,-0.2928,0.0085,-0.133,0.0766,iid,209,5000,12345
B,aycicegi,LOYO,pls,rmse_kg_da,57.1748,52.6046,61.7091,57.1543,2.3432,iid,209,5000,12345
B,aycicegi,LOYO,pls,mae_kg_da,47.7699,43.5295,52.1212,47.7835,2.1975,iid,209,5000,12345
B,aycicegi,LOYO,pls,mape_pct,25.241,22.0654,28.7682,25.2726,1.7358,iid,209,5000,12345
B,aycicegi,LOYO,pls,bias_kg_da,3.8214,-3.8702,11.796,3.9113,4.0327,iid,209,5000,12345
B,aycicegi,LOYO,pls,r2,-0.1223,-1.1084,0.0128,-0.2518,0.2771,cluster,209,5000,12345
B,aycicegi,LOYO,pls,rmse_kg_da,57.1748,49.3304,64.4,56.987,3.8763,cluster,209,5000,12345
B,aycicegi,LOYO,pls,mae_kg_da,47.7699,40.6021,55.2169,47.705,3.7444,cluster,209,5000,12345
B,aycicegi,LOYO,pls,mape_pct,25.241,17.3344,34.8759,25.1482,4.5058,cluster,209,5000,12345
B,aycicegi,LOYO,pls,bias_kg_da,3.8214,-24.4734,30.2397,3.3748,14.0873,cluster,209,5000,12345
B,aycicegi,LOYO,random_forest,r2,0.2374,0.1165,0.336,0.232,0.056,iid,209,5000,12345
B,aycicegi,LOYO,random_forest,rmse_kg_da,47.1308,42.5069,51.5975,47.0652,2.3205,iid,209,5000,12345
B,aycicegi,LOYO,random_forest,mae_kg_da,36.4781,32.4672,40.5923,36.4755,2.0845,iid,209,5000,12345
B,aycicegi,LOYO,random_forest,mape_pct,19.6955,16.7203,22.9943,19.7078,1.5997,iid,209,5000,12345
B,aycicegi,LOYO,random_forest,bias_kg_da,3.2491,-3.0814,9.8125,3.3203,3.3513,iid,209,5000,12345
B,aycicegi,LOYO,random_forest,r2,0.2374,-0.2565,0.3012,0.1691,0.1302,cluster,209,5000,12345
B,aycicegi,LOYO,random_forest,rmse_kg_da,47.1308,37.036,57.0213,46.8341,5.1445,cluster,209,5000,12345
B,aycicegi,LOYO,random_forest,mae_kg_da,36.4781,28.7019,46.1106,36.4585,4.5024,cluster,209,5000,12345
B,aycicegi,LOYO,random_forest,mape_pct,19.6955,12.0939,29.3727,19.6428,4.4817,cluster,209,5000,12345
B,aycicegi,LOYO,random_forest,bias_kg_da,3.2491,-15.8276,22.7247,3.0636,9.925,cluster,209,5000,12345
B,aycicegi,LOYO,xgboost,r2,-0.1119,-0.2846,0.0194,-0.1199,0.0782,iid,209,5000,12345
B,aycicegi,LOYO,xgboost,rmse_kg_da,56.9086,51.4431,62.0585,56.8356,2.6896,iid,209,5000,12345
B,aycicegi,LOYO,xgboost,mae_kg_da,45.4778,40.7844,50.2332,45.467,2.3746,iid,209,5000,12345
B,aycicegi,LOYO,xgboost,mape_pct,24.9249,21.3418,28.9264,24.937,1.9424,iid,209,5000,12345
B,aycicegi,LOYO,xgboost,bias_kg_da,7.4984,-0.0763,15.5546,7.5792,4.0123,iid,209,5000,12345
B,aycicegi,LOYO,xgboost,r2,-0.1119,-0.6495,-0.0539,-0.1991,0.1491,cluster,209,5000,12345
B,aycicegi,LOYO,xgboost,rmse_kg_da,56.9086,42.9413,69.73,56.4332,6.7974,cluster,209,5000,12345
B,aycicegi,LOYO,xgboost,mae_kg_da,45.4778,33.7579,58.3688,45.4091,6.3494,cluster,209,5000,12345
B,aycicegi,LOYO,xgboost,mape_pct,24.9249,14.3192,37.8203,24.8348,6.0469,cluster,209,5000,12345
B,aycicegi,LOYO,xgboost,bias_kg_da,7.4984,-19.7266,35.3886,7.1935,14.0569,cluster,209,5000,12345
B,aycicegi,Spatiotemporal,elastic_net,r2,0.2711,0.1731,0.351,0.2657,0.0455,iid,209,5000,12345
B,aycicegi,Spatiotemporal,elastic_net,rmse_kg_da,46.0766,41.6913,50.2783,46.0346,2.2068,iid,209,5000,12345
B,aycicegi,Spatiotemporal,elastic_net,mae_kg_da,36.6423,32.8241,40.5332,36.6492,1.9853,iid,209,5000,12345
B,aycicegi,Spatiotemporal,elastic_net,mape_pct,19.3899,16.5633,22.5151,19.4141,1.5107,iid,209,5000,12345
B,aycicegi,Spatiotemporal,elastic_net,bias_kg_da,0.8719,-5.5004,7.198,0.9415,3.2516,iid,209,5000,12345
B,aycicegi,Spatiotemporal,gpr,r2,0.4336,0.328,0.518,0.429,0.0487,iid,209,5000,12345
B,aycicegi,Spatiotemporal,gpr,rmse_kg_da,40.619,36.4896,44.7231,40.5692,2.1145,iid,209,5000,12345
B,aycicegi,Spatiotemporal,gpr,mae_kg_da,31.7434,28.3094,35.3908,31.7616,1.7829,iid,209,5000,12345
B,aycicegi,Spatiotemporal,gpr,mape_pct,16.7254,14.2997,19.3478,16.7497,1.2972,iid,209,5000,12345
B,aycicegi,Spatiotemporal,gpr,bias_kg_da,1.3895,-4.1219,7.0137,1.4407,2.8632,iid,209,5000,12345
B,aycicegi,Spatiotemporal,pls,r2,0.2555,0.1245,0.3607,0.2488,0.0611,iid,209,5000,12345
B,aycicegi,Spatiotemporal,pls,rmse_kg_da,46.5682,42.238,50.7663,46.5277,2.1955,iid,209,5000,12345
B,aycicegi,Spatiotemporal,pls,mae_kg_da,36.7273,32.825,40.7572,36.7384,2.0484,iid,209,5000,12345
B,aycicegi,Spatiotemporal,pls,mape_pct,19.1266,16.3926,22.1134,19.1531,1.448,iid,209,5000,12345
B,aycicegi,Spatiotemporal,pls,bias_kg_da,0.7773,-5.5902,7.1867,0.8505,3.2825,iid,209,5000,12345
B,aycicegi,Spatiotemporal,random_forest,r2,0.3378,0.1991,0.4524,0.3323,0.0651,iid,209,5000,12345
B,aycicegi,Spatiotemporal,random_forest,rmse_kg_da,43.9193,39.2081,48.7783,43.8525,2.4712,iid,209,5000,12345
B,aycicegi,Spatiotemporal,random_forest,mae_kg_da,33.1246,29.3485,37.1999,33.1505,2.0259,iid,209,5000,12345
B,aycicegi,Spatiotemporal,random_forest,mape_pct,17.639,14.9959,20.5985,17.6652,1.4512,iid,209,5000,12345
B,aycicegi,Spatiotemporal,random_forest,bias_kg_da,2.2033,-3.7467,8.2697,2.2689,3.114,iid,209,5000,12345
B,aycicegi,Spatiotemporal,xgboost,r2,0.2425,0.0669,0.385,0.2351,0.0814,iid,209,5000,12345
B,aycicegi,Spatiotemporal,xgboost,rmse_kg_da,46.9714,41.8967,52.0963,46.9154,2.6048,iid,209,5000,12345
B,aycicegi,Spatiotemporal,xgboost,mae_kg_da,36.1506,32.2212,40.3233,36.1736,2.104,iid,209,5000,12345
B,aycicegi,Spatiotemporal,xgboost,mape_pct,18.8239,16.0627,21.846,18.8486,1.482,iid,209,5000,12345
B,aycicegi,Spatiotemporal,xgboost,bias_kg_da,3.0337,-3.3534,9.6387,3.0978,3.3218,iid,209,5000,12345
B,bugday,LOILO,elastic_net,r2,0.0656,-0.022,0.1458,0.0615,0.0432,iid,213,5000,12345
B,bugday,LOILO,elastic_net,rmse_kg_da,68.106,60.7447,75.5053,67.9643,3.7665,iid,213,5000,12345
B,bugday,LOILO,elastic_net,mae_kg_da,52.8351,47.3135,58.8091,52.8136,2.9246,iid,213,5000,12345
B,bugday,LOILO,elastic_net,mape_pct,13.75,12.1081,15.5892,13.7411,0.8794,iid,213,5000,12345
B,bugday,LOILO,elastic_net,bias_kg_da,0.9409,-8.178,9.8238,0.9386,4.6728,iid,213,5000,12345
B,bugday,LOILO,elastic_net,r2,0.0656,-0.0399,0.1437,0.0564,0.0463,cluster,213,5000,12345
B,bugday,LOILO,elastic_net,rmse_kg_da,68.106,59.4244,76.7477,68.0557,4.4534,cluster,213,5000,12345
B,bugday,LOILO,elastic_net,mae_kg_da,52.8351,45.9517,60.5973,52.9177,3.7711,cluster,213,5000,12345
B,bugday,LOILO,elastic_net,mape_pct,13.75,11.294,16.9744,13.791,1.4861,cluster,213,5000,12345
B,bugday,LOILO,elastic_net,bias_kg_da,0.9409,-12.8323,16.4615,1.1877,7.4275,cluster,213,5000,12345
B,bugday,LOILO,gpr,r2,0.4293,0.318,0.5197,0.4242,0.052,iid,213,5000,12345
B,bugday,LOILO,gpr,rmse_kg_da,53.2263,47.2135,59.0833,53.1613,3.0507,iid,213,5000,12345
B,bugday,LOILO,gpr,mae_kg_da,40.6657,36.2157,45.3617,40.6984,2.336,iid,213,5000,12345
B,bugday,LOILO,gpr,mape_pct,10.7698,9.364,12.2824,10.7763,0.7438,iid,213,5000,12345
B,bugday,LOILO,gpr,bias_kg_da,1.9266,-5.0332,9.2266,1.9375,3.6452,iid,213,5000,12345
B,bugday,LOILO,gpr,r2,0.4293,0.3079,0.5372,0.423,0.0589,cluster,213,5000,12345
B,bugday,LOILO,gpr,rmse_kg_da,53.2263,45.0594,62.1817,53.1814,4.4288,cluster,213,5000,12345
B,bugday,LOILO,gpr,mae_kg_da,40.6657,35.0932,47.4335,40.758,3.1808,cluster,213,5000,12345
B,bugday,LOILO,gpr,mape_pct,10.7698,8.7105,13.6,10.8097,1.2528,cluster,213,5000,12345
B,bugday,LOILO,gpr,bias_kg_da,1.9266,-8.6684,14.0912,2.1603,5.7993,cluster,213,5000,12345
B,bugday,LOILO,pls,r2,0.0761,-0.0575,0.2011,0.0717,0.0659,iid,213,5000,12345
B,bugday,LOILO,pls,rmse_kg_da,67.7223,59.9946,75.4566,67.5583,3.9818,iid,213,5000,12345
B,bugday,LOILO,pls,mae_kg_da,51.2147,45.5456,57.3418,51.1898,3.0132,iid,213,5000,12345
B,bugday,LOILO,pls,mape_pct,13.2787,11.6221,15.1517,13.2696,0.8914,iid,213,5000,12345
B,bugday,LOILO,pls,bias_kg_da,1.4481,-7.7565,10.394,1.4463,4.6527,iid,213,5000,12345
B,bugday,LOILO,pls,r2,0.0761,-0.074,0.2021,0.0668,0.0696,cluster,213,5000,12345
B,bugday,LOILO,pls,rmse_kg_da,67.7223,58.4976,77.042,67.6514,4.7766,cluster,213,5000,12345
B,bugday,LOILO,pls,mae_kg_da,51.2147,43.9901,59.3885,51.2849,3.942,cluster,213,5000,12345
B,bugday,LOILO,pls,mape_pct,13.2787,10.8044,16.3862,13.3161,1.4638,cluster,213,5000,12345
B,bugday,LOILO,pls,bias_kg_da,1.4481,-12.702,16.8762,1.6837,7.4804,cluster,213,5000,12345
B,bugday,LOILO,random_forest,r2,0.4164,0.3034,0.5047,0.4129,0.0514,iid,213,5000,12345
B,bugday,LOILO,random_forest,rmse_kg_da,53.8219,47.5498,60.0259,53.6954,3.2095,iid,213,5000,12345
B,bugday,LOILO,random_forest,mae_kg_da,40.9658,36.4411,45.8512,40.9425,2.3989,iid,213,5000,12345
B,bugday,LOILO,random_forest,mape_pct,10.8762,9.3937,12.5153,10.8681,0.7926,iid,213,5000,12345
B,bugday,LOILO,random_forest,bias_kg_da,0.9952,-6.0585,8.1056,0.996,3.6672,iid,213,5000,12345
B,bugday,LOILO,random_forest,r2,0.4164,0.2899,0.5173,0.4112,0.0581,cluster,213,5000,12345
B,bugday,LOILO,random_forest,rmse_kg_da,53.8219,45.194,63.0202,53.7446,4.6043,cluster,213,5000,12345
B,bugday,LOILO,random_forest,mae_kg_da,40.9658,35.0353,48.0565,41.0249,3.3103,cluster,213,5000,12345
B,bugday,LOILO,random_forest,mape_pct,10.8762,8.7262,13.7087,10.908,1.2844,cluster,213,5000,12345
B,bugday,LOILO,random_forest,bias_kg_da,0.9952,-11.349,15.1056,1.2244,6.6173,cluster,213,5000,12345
B,bugday,LOILO,xgboost,r2,0.395,0.2258,0.5199,0.3885,0.0749,iid,213,5000,12345
B,bugday,LOILO,xgboost,rmse_kg_da,54.7997,47.6442,62.3162,54.7318,3.7492,iid,213,5000,12345
B,bugday,LOILO,xgboost,mae_kg_da,40.5357,35.7381,45.7288,40.5612,2.5575,iid,213,5000,12345
B,bugday,LOILO,xgboost,mape_pct,10.791,9.3113,12.4221,10.7961,0.7923,iid,213,5000,12345
B,bugday,LOILO,xgboost,bias_kg_da,0.0981,-7.3578,7.4941,0.0962,3.7274,iid,213,5000,12345
B,bugday,LOILO,xgboost,r2,0.395,0.2162,0.5446,0.3885,0.0838,cluster,213,5000,12345
B,bugday,LOILO,xgboost,rmse_kg_da,54.7997,44.4109,64.9262,54.6962,5.214,cluster,213,5000,12345
B,bugday,LOILO,xgboost,mae_kg_da,40.5357,33.4311,48.4859,40.6188,3.8872,cluster,213,5000,12345
B,bugday,LOILO,xgboost,mape_pct,10.791,8.429,13.6738,10.8296,1.3674,cluster,213,5000,12345
B,bugday,LOILO,xgboost,bias_kg_da,0.0981,-11.9457,13.4941,0.3799,6.4577,cluster,213,5000,12345
B,bugday,LOYO,elastic_net,r2,-0.966,-1.214,-0.7648,-0.9784,0.1149,iid,213,5000,12345
B,bugday,LOYO,elastic_net,rmse_kg_da,98.7896,89.0211,108.6102,98.6244,5.0096,iid,213,5000,12345
B,bugday,LOYO,elastic_net,mae_kg_da,78.2711,70.3981,86.4112,78.2444,4.1079,iid,213,5000,12345
B,bugday,LOYO,elastic_net,mape_pct,20.1355,18.0328,22.3566,20.1257,1.1065,iid,213,5000,12345
B,bugday,LOYO,elastic_net,bias_kg_da,3.3815,-9.7924,16.1603,3.3796,6.6966,iid,213,5000,12345
B,bugday,LOYO,elastic_net,r2,-0.966,-1.9453,-0.4362,-1.0533,0.3703,cluster,213,5000,12345
B,bugday,LOYO,elastic_net,rmse_kg_da,98.7896,72.3451,122.7715,98.2139,12.9499,cluster,213,5000,12345
B,bugday,LOYO,elastic_net,mae_kg_da,78.2711,55.6654,102.7493,78.6513,12.0463,cluster,213,5000,12345
B,bugday,LOYO,elastic_net,mape_pct,20.1355,14.8368,26.4144,20.2552,3.012,cluster,213,5000,12345
B,bugday,LOYO,elastic_net,bias_kg_da,3.3815,-53.8741,58.1025,3.8839,28.3568,cluster,213,5000,12345
B,bugday,LOYO,gpr,r2,-0.5355,-0.729,-0.3717,-0.5448,0.0913,iid,213,5000,12345
B,bugday,LOYO,gpr,rmse_kg_da,87.3066,78.396,96.205,87.1529,4.5411,iid,213,5000,12345
B,bugday,LOYO,gpr,mae_kg_da,68.2054,61.0256,75.6177,68.1886,3.7314,iid,213,5000,12345
B,bugday,LOYO,gpr,mape_pct,17.3581,15.5346,19.3376,17.3512,0.9753,iid,213,5000,12345
B,bugday,LOYO,gpr,bias_kg_da,0.4193,-11.2694,11.9822,0.4104,5.9219,iid,213,5000,12345
B,bugday,LOYO,gpr,r2,-0.5355,-1.0727,-0.1582,-0.5946,0.2315,cluster,213,5000,12345
B,bugday,LOYO,gpr,rmse_kg_da,87.3066,64.4534,107.1885,86.7254,11.2682,cluster,213,5000,12345
B,bugday,LOYO,gpr,mae_kg_da,68.2054,49.9003,87.8037,68.4568,9.883,cluster,213,5000,12345
B,bugday,LOYO,gpr,mape_pct,17.3581,13.3859,21.7031,17.4363,2.1708,cluster,213,5000,12345
B,bugday,LOYO,gpr,bias_kg_da,0.4193,-48.8772,46.2417,0.6938,24.1394,cluster,213,5000,12345
B,bugday,LOYO,pls,r2,-2.0438,-2.5534,-1.6282,-2.0687,0.2373,iid,213,5000,12345
B,bugday,LOYO,pls,rmse_kg_da,122.9211,111.5088,134.2428,122.7325,5.8797,iid,213,5000,12345
B,bugday,LOYO,pls,mae_kg_da,99.4871,90.0167,109.5254,99.4457,4.9435,iid,213,5000,12345
B,bugday,LOYO,pls,mape_pct,25.6822,23.1874,28.2658,25.6692,1.3132,iid,213,5000,12345
B,bugday,LOYO,pls,bias_kg_da,9.9082,-6.5521,25.8356,9.9146,8.2809,iid,213,5000,12345
B,bugday,LOYO,pls,r2,-2.0438,-3.9489,-0.9345,-2.1934,0.7729,cluster,213,5000,12345
B,bugday,LOYO,pls,rmse_kg_da,122.9211,86.6691,154.3646,121.8851,17.6192,cluster,213,5000,12345
B,bugday,LOYO,pls,mae_kg_da,99.4871,66.2346,133.1601,99.8536,17.1652,cluster,213,5000,12345
B,bugday,LOYO,pls,mape_pct,25.6822,17.3999,34.3086,25.8016,4.3344,cluster,213,5000,12345
B,bugday,LOYO,pls,bias_kg_da,9.9082,-67.7955,83.3662,10.4677,38.1612,cluster,213,5000,12345
