layer,crop,cv,model,metric,point,ci_lo,ci_hi,boot_mean,boot_sd,method,n,n_boot,seed
B,bugday,LOYO,random_forest,r2,-0.7394,-0.9818,-0.5553,-0.7547,0.1096,iid,213,5000,12345
B,bugday,LOYO,random_forest,rmse_kg_da,92.9226,85.0301,100.6474,92.8366,4.0561,iid,213,5000,12345
B,bugday,LOYO,random_forest,mae_kg_da,73.7797,66.4544,81.5025,73.7818,3.8849,iid,213,5000,12345
B,bugday,LOYO,random_forest,mape_pct,19.1237,17.043,21.3654,19.1207,1.113,iid,213,5000,12345
B,bugday,LOYO,random_forest,bias_kg_da,6.6349,-5.7406,18.8552,6.6284,6.2783,iid,213,5000,12345
B,bugday,LOYO,random_forest,r2,-0.7394,-1.9893,-0.2456,-0.8484,0.4456,cluster,213,5000,12345
B,bugday,LOYO,random_forest,rmse_kg_da,92.9226,68.587,114.7474,92.6609,11.7205,cluster,213,5000,12345
B,bugday,LOYO,random_forest,mae_kg_da,73.7797,51.811,99.2533,74.3557,12.223,cluster,213,5000,12345
B,bugday,LOYO,random_forest,mape_pct,19.1237,13.358,26.6025,19.2925,3.441,cluster,213,5000,12345
B,bugday,LOYO,random_forest,bias_kg_da,6.6349,-43.4573,59.1905,7.1325,26.3066,cluster,213,5000,12345
B,bugday,LOYO,xgboost,r2,-0.6368,-0.8765,-0.4437,-0.651,0.112,iid,213,5000,12345
B,bugday,LOYO,xgboost,rmse_kg_da,90.1381,82.1039,97.9038,90.0423,4.0786,iid,213,5000,12345
B,bugday,LOYO,xgboost,mae_kg_da,71.3569,63.9655,78.7909,71.3596,3.784,iid,213,5000,12345
B,bugday,LOYO,xgboost,mape_pct,18.4662,16.4335,20.6382,18.4624,1.0667,iid,213,5000,12345
B,bugday,LOYO,xgboost,bias_kg_da,5.4273,-6.8474,17.3027,5.3871,6.0561,iid,213,5000,12345
B,bugday,LOYO,xgboost,r2,-0.6368,-1.6882,-0.2235,-0.7425,0.3746,cluster,213,5000,12345
B,bugday,LOYO,xgboost,rmse_kg_da,90.1381,69.4216,108.3528,90.0039,9.8595,cluster,213,5000,12345
B,bugday,LOYO,xgboost,mae_kg_da,71.3569,51.6703,92.7611,71.8551,10.5843,cluster,213,5000,12345
B,bugday,LOYO,xgboost,mape_pct,18.4662,13.3578,24.5684,18.6148,2.9384,cluster,213,5000,12345
B,bugday,LOYO,xgboost,bias_kg_da,5.4273,-42.075,54.2271,5.9243,24.7929,cluster,213,5000,12345
B,bugday,Spatiotemporal,elastic_net,r2,-0.0577,-0.1646,0.0364,-0.0622,0.051,iid,213,5000,12345
B,bugday,Spatiotemporal,elastic_net,rmse_kg_da,72.4589,64.3655,80.4291,72.3063,4.0902,iid,213,5000,12345
B,bugday,Spatiotemporal,elastic_net,mae_kg_da,56.0223,50.015,62.4131,55.9986,3.1335,iid,213,5000,12345
B,bugday,Spatiotemporal,elastic_net,mape_pct,14.4867,12.8213,16.3122,14.4768,0.8882,iid,213,5000,12345
B,bugday,Spatiotemporal,elastic_net,bias_kg_da,0.9999,-8.7461,10.409,0.9935,4.9722,iid,213,5000,12345
B,bugday,Spatiotemporal,gpr,r2,0.2503,0.115,0.3636,0.2444,0.0634,iid,213,5000,12345
B,bugday,Spatiotemporal,gpr,rmse_kg_da,61.0048,54.2425,67.5465,60.9073,3.3687,iid,213,5000,12345
B,bugday,Spatiotemporal,gpr,mae_kg_da,46.4208,41.1775,51.8456,46.4244,2.6777,iid,213,5000,12345
B,bugday,Spatiotemporal,gpr,mape_pct,12.0838,10.5954,13.6411,12.0832,0.7805,iid,213,5000,12345
B,bugday,Spatiotemporal,gpr,bias_kg_da,0.3207,-7.9116,8.5672,0.3173,4.1944,iid,213,5000,12345
B,bugday,Spatiotemporal,pls,r2,-0.0483,-0.2063,0.0984,-0.0526,0.0778,iid,213,5000,12345
B,bugday,Spatiotemporal,pls,rmse_kg_da,72.1374,63.2629,80.9009,71.948,4.4839,iid,213,5000,12345
B,bugday,Spatiotemporal,pls,mae_kg_da,53.9738,47.8515,60.7197,53.9462,3.2682,iid,213,5000,12345
B,bugday,Spatiotemporal,pls,mape_pct,13.8912,12.1865,15.7607,13.8804,0.9124,iid,213,5000,12345
B,bugday,Spatiotemporal,pls,bias_kg_da,1.3424,-8.4171,10.7969,1.3382,4.9526,iid,213,5000,12345
B,bugday,Spatiotemporal,random_forest,r2,0.2728,0.1537,0.3682,0.2691,0.0554,iid,213,5000,12345
B,bugday,Spatiotemporal,random_forest,rmse_kg_da,60.0835,53.5196,66.2884,59.92,3.2561,iid,213,5000,12345
B,bugday,Spatiotemporal,random_forest,mae_kg_da,46.494,41.449,51.6704,46.4395,2.6004,iid,213,5000,12345
B,bugday,Spatiotemporal,random_forest,mape_pct,12.1555,10.6445,13.8017,12.1402,0.8072,iid,213,5000,12345
B,bugday,Spatiotemporal,random_forest,bias_kg_da,0.7687,-7.2087,8.6599,0.7752,4.1182,iid,213,5000,12345
B,bugday,Spatiotemporal,xgboost,r2,0.3137,0.1691,0.4229,0.3078,0.0649,iid,213,5000,12345
B,bugday,Spatiotemporal,xgboost,rmse_kg_da,58.3693,52.0118,64.6964,58.2736,3.2445,iid,213,5000,12345
B,bugday,Spatiotemporal,xgboost,mae_kg_da,46.2249,41.5199,50.9634,46.2121,2.4296,iid,213,5000,12345
B,bugday,Spatiotemporal,xgboost,mape_pct,12.0586,10.6717,13.5474,12.0526,0.7359,iid,213,5000,12345
B,bugday,Spatiotemporal,xgboost,bias_kg_da,-0.963,-8.9406,6.728,-1.0124,4.0004,iid,213,5000,12345
C,aycicegi,LOILO,elastic_net,r2,0.3917,0.2614,0.4897,0.3854,0.0577,iid,209,5000,12345
C,aycicegi,LOILO,elastic_net,rmse_kg_da,42.0925,37.9027,46.2335,42.0694,2.1392,iid,209,5000,12345
C,aycicegi,LOILO,elastic_net,mae_kg_da,32.9957,29.4936,36.6653,33.0214,1.84,iid,209,5000,12345
C,aycicegi,LOILO,elastic_net,mape_pct,16.9647,14.6622,19.6716,16.9938,1.2859,iid,209,5000,12345
C,aycicegi,LOILO,elastic_net,bias_kg_da,1.0722,-4.6768,7.0423,1.1171,2.9782,iid,209,5000,12345
C,aycicegi,LOILO,elastic_net,r2,0.3917,0.2082,0.5265,0.3863,0.0821,cluster,209,5000,12345
C,aycicegi,LOILO,elastic_net,rmse_kg_da,42.0925,35.6998,48.1307,41.9667,3.1926,cluster,209,5000,12345
C,aycicegi,LOILO,elastic_net,mae_kg_da,32.9957,27.6487,38.5533,32.9999,2.8133,cluster,209,5000,12345
C,aycicegi,LOILO,elastic_net,mape_pct,16.9647,13.873,20.4816,16.9838,1.7075,cluster,209,5000,12345
C,aycicegi,LOILO,elastic_net,bias_kg_da,1.0722,-7.7868,11.3853,1.1078,4.9333,cluster,209,5000,12345
C,aycicegi,LOILO,gpr,r2,0.582,0.4792,0.6621,0.5774,0.0469,iid,209,5000,12345
C,aycicegi,LOILO,gpr,rmse_kg_da,34.8916,31.3394,38.5668,34.8592,1.8451,iid,209,5000,12345
C,aycicegi,LOILO,gpr,mae_kg_da,26.9425,24.0348,30.1113,26.9648,1.5667,iid,209,5000,12345
C,aycicegi,LOILO,gpr,mape_pct,13.4883,11.6433,15.6669,13.509,1.0414,iid,209,5000,12345
C,aycicegi,LOILO,gpr,bias_kg_da,0.5237,-4.3376,5.3278,0.5556,2.4627,iid,209,5000,12345
C,aycicegi,LOILO,gpr,r2,0.582,0.4821,0.6652,0.5778,0.0469,cluster,209,5000,12345
C,aycicegi,LOILO,gpr,rmse_kg_da,34.8916,30.1392,39.344,34.8354,2.371,cluster,209,5000,12345
C,aycicegi,LOILO,gpr,mae_kg_da,26.9425,22.7643,31.4288,26.9758,2.2065,cluster,209,5000,12345
C,aycicegi,LOILO,gpr,mape_pct,13.4883,11.0807,16.277,13.516,1.3308,cluster,209,5000,12345
C,aycicegi,LOILO,gpr,bias_kg_da,0.5237,-6.0424,7.5403,0.551,3.506,cluster,209,5000,12345
C,aycicegi,LOILO,pls,r2,0.3372,0.1488,0.4786,0.3286,0.0834,iid,209,5000,12345
C,aycicegi,LOILO,pls,rmse_kg_da,43.9364,39.1733,48.6933,43.9065,2.4079,iid,209,5000,12345
C,aycicegi,LOILO,pls,mae_kg_da,33.8632,30.1176,37.8287,33.8964,1.9651,iid,209,5000,12345
C,aycicegi,LOILO,pls,mape_pct,16.9664,14.7666,19.5068,16.9976,1.2149,iid,209,5000,12345
C,aycicegi,LOILO,pls,bias_kg_da,1.8983,-4.1513,8.053,1.9363,3.1022,iid,209,5000,12345
C,aycicegi,LOILO,pls,r2,0.3372,0.0446,0.537,0.3298,0.1278,cluster,209,5000,12345
C,aycicegi,LOILO,pls,rmse_kg_da,43.9364,36.0237,52.1429,43.7357,4.1738,cluster,209,5000,12345
C,aycicegi,LOILO,pls,mae_kg_da,33.8632,27.6546,40.7567,33.8719,3.3588,cluster,209,5000,12345
C,aycicegi,LOILO,pls,mape_pct,16.9664,13.5605,20.8856,16.9831,1.9008,cluster,209,5000,12345
C,aycicegi,LOILO,pls,bias_kg_da,1.8983,-8.4017,13.9443,1.8825,5.788,cluster,209,5000,12345
C,aycicegi,LOILO,random_forest,r2,0.49,0.3685,0.588,0.4847,0.0568,iid,209,5000,12345
C,aycicegi,LOILO,random_forest,rmse_kg_da,38.5432,34.6058,42.6618,38.4951,2.081,iid,209,5000,12345
C,aycicegi,LOILO,random_forest,mae_kg_da,29.4112,26.1826,32.9579,29.4338,1.7493,iid,209,5000,12345
C,aycicegi,LOILO,random_forest,mape_pct,14.842,12.8322,17.1002,14.8662,1.1059,iid,209,5000,12345
C,aycicegi,LOILO,random_forest,bias_kg_da,0.5398,-4.8401,5.8012,0.6033,2.7442,iid,209,5000,12345
C,aycicegi,LOILO,random_forest,r2,0.49,0.3411,0.6164,0.4847,0.0697,cluster,209,5000,12345
C,aycicegi,LOILO,random_forest,rmse_kg_da,38.5432,32.5913,44.5713,38.4641,3.1275,cluster,209,5000,12345
C,aycicegi,LOILO,random_forest,mae_kg_da,29.4112,24.4028,35.0244,29.4565,2.73,cluster,209,5000,12345
C,aycicegi,LOILO,random_forest,mape_pct,14.842,12.0151,18.6179,14.8818,1.6799,cluster,209,5000,12345
C,aycicegi,LOILO,random_forest,bias_kg_da,0.5398,-7.7521,9.537,0.6059,4.3725,cluster,209,5000,12345
C,aycicegi,LOILO,xgboost,r2,0.5213,0.3869,0.6209,0.5157,0.0593,iid,209,5000,12345
C,aycicegi,LOILO,xgboost,rmse_kg_da,37.3421,33.4314,41.4959,37.2985,2.0929,iid,209,5000,12345
C,aycicegi,LOILO,xgboost,mae_kg_da,28.9952,25.8822,32.3254,29.0306,1.6433,iid,209,5000,12345
C,aycicegi,LOILO,xgboost,mape_pct,14.2071,12.3075,16.3806,14.2361,1.0349,iid,209,5000,12345
C,aycicegi,LOILO,xgboost,bias_kg_da,0.4817,-4.7292,5.5818,0.5399,2.6317,iid,209,5000,12345
C,aycicegi,LOILO,xgboost,r2,0.5213,0.3847,0.6332,0.5153,0.0636,cluster,209,5000,12345
C,aycicegi,LOILO,xgboost,rmse_kg_da,37.3421,32.0507,42.5225,37.2876,2.6794,cluster,209,5000,12345
C,aycicegi,LOILO,xgboost,mae_kg_da,28.9952,24.6062,33.9431,29.0328,2.3612,cluster,209,5000,12345
C,aycicegi,LOILO,xgboost,mape_pct,14.2071,11.6374,17.695,14.243,1.5424,cluster,209,5000,12345
C,aycicegi,LOILO,xgboost,bias_kg_da,0.4817,-8.0584,9.3393,0.4962,4.4833,cluster,209,5000,12345
C,aycicegi,LOYO,elastic_net,r2,0.1859,0.0655,0.276,0.1781,0.0531,iid,209,5000,12345
C,aycicegi,LOYO,elastic_net,rmse_kg_da,48.6942,44.4773,52.8248,48.6898,2.1108,iid,209,5000,12345
C,aycicegi,LOYO,elastic_net,mae_kg_da,40.4392,36.7579,44.1983,40.4633,1.8731,iid,209,5000,12345
C,aycicegi,LOYO,elastic_net,mape_pct,21.5639,18.7425,24.7688,21.5949,1.5414,iid,209,5000,12345
C,aycicegi,LOYO,elastic_net,bias_kg_da,4.0557,-2.5116,10.7622,4.1177,3.4333,iid,209,5000,12345
C,aycicegi,LOYO,elastic_net,r2,0.1859,-0.4821,0.2691,0.1007,0.1803,cluster,209,5000,12345
C,aycicegi,LOYO,elastic_net,rmse_kg_da,48.6942,40.0568,57.0983,48.4875,4.3977,cluster,209,5000,12345
C,aycicegi,LOYO,elastic_net,mae_kg_da,40.4392,33.2192,48.7791,40.4213,4.0426,cluster,209,5000,12345
C,aycicegi,LOYO,elastic_net,mape_pct,21.5639,14.2562,30.7862,21.5048,4.3683,cluster,209,5000,12345
C,aycicegi,LOYO,elastic_net,bias_kg_da,4.0557,-19.6113,26.9972,3.7701,11.9972,cluster,209,5000,12345
C,aycicegi,LOYO,gpr,r2,0.3865,0.2959,0.4586,0.3814,0.0415,iid,209,5000,12345
C,aycicegi,LOYO,gpr,rmse_kg_da,42.2733,38.3227,46.1273,42.2427,1.9829,iid,209,5000,12345
C,aycicegi,LOYO,gpr,mae_kg_da,33.6797,30.2908,37.1017,33.6953,1.7587,iid,209,5000,12345
C,aycicegi,LOYO,gpr,mape_pct,17.7551,15.2132,20.5481,17.779,1.3633,iid,209,5000,12345
C,aycicegi,LOYO,gpr,bias_kg_da,2.1621,-3.6676,8.0793,2.2322,3.0009,iid,209,5000,12345
C,aycicegi,LOYO,gpr,r2,0.3865,-0.145,0.5059,0.3223,0.1543,cluster,209,5000,12345
C,aycicegi,LOYO,gpr,rmse_kg_da,42.2733,33.6604,50.9235,42.047,4.4428,cluster,209,5000,12345
C,aycicegi,LOYO,gpr,mae_kg_da,33.6797,26.393,42.8318,33.6845,4.2634,cluster,209,5000,12345
C,aycicegi,LOYO,gpr,mape_pct,17.7551,11.6264,26.4119,17.7189,3.9399,cluster,209,5000,12345
C,aycicegi,LOYO,gpr,bias_kg_da,2.1621,-16.3886,19.7959,1.9727,9.3334,cluster,209,5000,12345
C,aycicegi,LOYO,pls,r2,0.1514,-0.0154,0.2765,0.1414,0.0741,iid,209,5000,12345
C,aycicegi,LOYO,pls,rmse_kg_da,49.7168,45.4885,53.8063,49.7221,2.1158,iid,209,5000,12345
C,aycicegi,LOYO,pls,mae_kg_da,40.9642,37.1601,44.7457,41.0019,1.9295,iid,209,5000,12345
C,aycicegi,LOYO,pls,mape_pct,21.4022,18.6941,24.3996,21.4376,1.4566,iid,209,5000,12345
C,aycicegi,LOYO,pls,bias_kg_da,4.584,-2.1207,11.5321,4.6403,3.4981,iid,209,5000,12345
C,aycicegi,LOYO,pls,r2,0.1514,-0.6602,0.2702,0.0501,0.2257,cluster,209,5000,12345
C,aycicegi,LOYO,pls,rmse_kg_da,49.7168,42.9192,56.4015,49.5825,3.4432,cluster,209,5000,12345
C,aycicegi,LOYO,pls,mae_kg_da,40.9642,34.5339,48.1014,40.9436,3.4437,cluster,209,5000,12345
C,aycicegi,LOYO,pls,mape_pct,21.4022,14.848,29.5409,21.3419,3.8145,cluster,209,5000,12345
C,aycicegi,LOYO,pls,bias_kg_da,4.584,-20.0215,26.9742,4.2312,12.0417,cluster,209,5000,12345
C,aycicegi,LOYO,random_forest,r2,0.3575,0.2449,0.4459,0.3527,0.052,iid,209,5000,12345
C,aycicegi,LOYO,random_forest,rmse_kg_da,43.2591,39.0387,47.5347,43.1979,2.183,iid,209,5000,12345
C,aycicegi,LOYO,random_forest,mae_kg_da,33.4246,29.8178,37.1713,33.4272,1.8967,iid,209,5000,12345
C,aycicegi,LOYO,random_forest,mape_pct,17.9818,15.2326,21.0282,17.9956,1.4833,iid,209,5000,12345
C,aycicegi,LOYO,random_forest,bias_kg_da,3.6064,-2.1953,9.7289,3.6659,3.0747,iid,209,5000,12345
C,aycicegi,LOYO,random_forest,r2,0.3575,-0.0649,0.4419,0.3006,0.1165,cluster,209,5000,12345
C,aycicegi,LOYO,random_forest,rmse_kg_da,43.2591,33.8132,53.2147,42.9652,5.0143,cluster,209,5000,12345
C,aycicegi,LOYO,random_forest,mae_kg_da,33.4246,26.0593,43.0037,33.422,4.4175,cluster,209,5000,12345
C,aycicegi,LOYO,random_forest,mape_pct,17.9818,11.0473,27.0392,17.9415,4.2242,cluster,209,5000,12345
C,aycicegi,LOYO,random_forest,bias_kg_da,3.6064,-14.0593,21.9215,3.4311,9.2579,cluster,209,5000,12345
C,aycicegi,LOYO,stacking,r2,0.3434,0.2439,0.4224,0.338,0.045,iid,209,5000,12345
C,aycicegi,LOYO,stacking,rmse_kg_da,43.7335,39.6283,47.7339,43.6981,2.0559,iid,209,5000,12345
C,aycicegi,LOYO,stacking,mae_kg_da,34.8136,31.2971,38.4255,34.8279,1.8224,iid,209,5000,12345
C,aycicegi,LOYO,stacking,mape_pct,18.3111,15.693,21.1906,18.3346,1.395,iid,209,5000,12345
C,aycicegi,LOYO,stacking,bias_kg_da,0.7309,-5.3178,6.9143,0.8035,3.107,iid,209,5000,12345
C,aycicegi,LOYO,stacking,r2,0.3434,-0.2636,0.4692,0.2733,0.1756,cluster,209,5000,12345
C,aycicegi,LOYO,stacking,rmse_kg_da,43.7335,34.5464,52.7248,43.5039,4.667,cluster,209,5000,12345
C,aycicegi,LOYO,stacking,mae_kg_da,34.8136,27.0241,44.0716,34.8245,4.4412,cluster,209,5000,12345
C,aycicegi,LOYO,stacking,mape_pct,18.3111,11.7708,27.1515,18.2759,4.0251,cluster,209,5000,12345
C,aycicegi,LOYO,stacking,bias_kg_da,0.7309,-19.0516,19.7794,0.5255,10.0803,cluster,209,5000,12345
C,aycicegi,LOYO,xgboost,r2,0.1935,0.0426,0.3101,0.1868,0.0678,iid,209,5000,12345
C,aycicegi,LOYO,xgboost,rmse_kg_da,48.4663,43.7503,53.047,48.4109,2.3741,iid,209,5000,12345
C,aycicegi,LOYO,xgboost,mae_kg_da,38.1316,34.1085,42.1838,38.1288,2.066,iid,209,5000,12345
C,aycicegi,LOYO,xgboost,mape_pct,20.5107,17.5012,23.9052,20.5247,1.63,iid,209,5000,12345
C,aycicegi,LOYO,xgboost,bias_kg_da,5.2413,-1.2762,12.0578,5.318,3.4349,iid,209,5000,12345
C,aycicegi,LOYO,xgboost,r2,0.1935,-0.4394,0.3106,0.1174,0.1675,cluster,209,5000,12345
C,aycicegi,LOYO,xgboost,rmse_kg_da,48.4663,38.2381,58.9823,48.1677,5.3869,cluster,209,5000,12345
C,aycicegi,LOYO,xgboost,mae_kg_da,38.1316,29.6969,48.3746,38.1346,4.8844,cluster,209,5000,12345
C,aycicegi,LOYO,xgboost,mape_pct,20.5107,12.7948,30.5608,20.4666,4.6292,cluster,209,5000,12345
C,aycicegi,LOYO,xgboost,bias_kg_da,5.2413,-16.839,26.796,5.0177,11.2304,cluster,209,5000,12345
C,aycicegi,Spatiotemporal,elastic_net,r2,0.4078,0.3047,0.4866,0.4024,0.0457,iid,209,5000,12345
C,aycicegi,Spatiotemporal,elastic_net,rmse_kg_da,41.5338,37.593,45.4749,41.5099,2.0002,iid,209,5000,12345
C,aycicegi,Spatiotemporal,elastic_net,mae_kg_da,32.9657,29.5171,36.5236,32.9868,1.7661,iid,209,5000,12345
C,aycicegi,Spatiotemporal,elastic_net,mape_pct,17.2411,14.8371,20.0264,17.2675,1.3213,iid,209,5000,12345
C,aycicegi,Spatiotemporal,elastic_net,bias_kg_da,0.6375,-5.0901,6.4213,0.6864,2.9326,iid,209,5000,12345
C,aycicegi,Spatiotemporal,gpr,r2,0.5564,0.46,0.6348,0.5523,0.0451,iid,209,5000,12345
C,aycicegi,Spatiotemporal,gpr,rmse_kg_da,35.9468,32.1124,39.8062,35.9016,1.9687,iid,209,5000,12345
C,aycicegi,Spatiotemporal,gpr,mae_kg_da,28.0461,25.1068,31.2042,28.0625,1.5679,iid,209,5000,12345
C,aycicegi,Spatiotemporal,gpr,mape_pct,14.391,12.3709,16.7516,14.4091,1.1158,iid,209,5000,12345
C,aycicegi,Spatiotemporal,gpr,bias_kg_da,0.5024,-4.369,5.4036,0.5484,2.5267,iid,209,5000,12345
C,aycicegi,Spatiotemporal,pls,r2,0.4127,0.2721,0.5185,0.4059,0.0628,iid,209,5000,12345
C,aycicegi,Spatiotemporal,pls,rmse_kg_da,41.361,37.3511,45.4368,41.3371,2.075,iid,209,5000,12345
C,aycicegi,Spatiotemporal,pls,mae_kg_da,32.4737,29.0406,36.104,32.4993,1.7814,iid,209,5000,12345
C,aycicegi,Spatiotemporal,pls,mape_pct,16.5417,14.3035,19.0121,16.5682,1.1941,iid,209,5000,12345
C,aycicegi,Spatiotemporal,pls,bias_kg_da,0.6506,-5.0202,6.3907,0.6917,2.9158,iid,209,5000,12345
C,aycicegi,Spatiotemporal,random_forest,r2,0.4398,0.3119,0.542,0.4354,0.0584,iid,209,5000,12345
C,aycicegi,Spatiotemporal,random_forest,rmse_kg_da,40.393,35.818,45.0373,40.3192,2.3606,iid,209,5000,12345
C,aycicegi,Spatiotemporal,random_forest,mae_kg_da,30.2513,26.7178,34.0704,30.27,1.878,iid,209,5000,12345
C,aycicegi,Spatiotemporal,random_forest,mape_pct,16.0346,13.5192,18.8321,16.055,1.3671,iid,209,5000,12345
C,aycicegi,Spatiotemporal,random_forest,bias_kg_da,2.0008,-3.5092,7.6029,2.0517,2.8652,iid,209,5000,12345
C,aycicegi,Spatiotemporal,xgboost,r2,0.3553,0.1894,0.4835,0.3494,0.076,iid,209,5000,12345
C,aycicegi,Spatiotemporal,xgboost,rmse_kg_da,43.3326,38.3034,48.2224,43.2534,2.5806,iid,209,5000,12345
C,aycicegi,Spatiotemporal,xgboost,mae_kg_da,33.0067,29.2817,36.9323,33.021,1.9704,iid,209,5000,12345
C,aycicegi,Spatiotemporal,xgboost,mape_pct,17.0653,14.5183,19.9516,17.0826,1.3796,iid,209,5000,12345
C,aycicegi,Spatiotemporal,xgboost,bias_kg_da,1.2112,-4.6882,7.2121,1.2696,3.0529,iid,209,5000,12345
C,bugday,LOILO,elastic_net,r2,0.1804,0.0894,0.263,0.1774,0.0438,iid,213,5000,12345
C,bugday,LOILO,elastic_net,rmse_kg_da,63.7853,56.7469,70.651,63.6208,3.5468,iid,213,5000,12345
C,bugday,LOILO,elastic_net,mae_kg_da,49.8988,44.6206,55.2923,49.8629,2.7149,iid,213,5000,12345
C,bugday,LOILO,elastic_net,mape_pct,12.9413,11.4192,14.5726,12.9276,0.7913,iid,213,5000,12345
C,bugday,LOILO,elastic_net,bias_kg_da,1.2277,-7.0801,9.474,1.2332,4.3387,iid,213,5000,12345
C,bugday,LOILO,elastic_net,r2,0.1804,0.0727,0.2636,0.1712,0.0491,cluster,213,5000,12345
C,bugday,LOILO,elastic_net,rmse_kg_da,63.7853,56.9946,70.6414,63.7224,3.4782,cluster,213,5000,12345
C,bugday,LOILO,elastic_net,mae_kg_da,49.8988,44.6411,55.743,49.9317,2.8505,cluster,213,5000,12345
C,bugday,LOILO,elastic_net,mape_pct,12.9413,11.0219,15.3465,12.9636,1.1321,cluster,213,5000,12345
C,bugday,LOILO,elastic_net,bias_kg_da,1.2277,-10.8145,14.0209,1.3867,6.2713,cluster,213,5000,12345
C,bugday,LOILO,gpr,r2,0.3416,0.2253,0.4331,0.3374,0.053,iid,213,5000,12345
C,bugday,LOILO,gpr,rmse_kg_da,57.1692,51.0881,63.0114,57.0403,3.0399,iid,213,5000,12345
C,bugday,LOILO,gpr,mae_kg_da,44.1828,39.4036,49.1068,44.1772,2.4584,iid,213,5000,12345
C,bugday,LOILO,gpr,mape_pct,11.7526,10.2623,13.4112,11.7483,0.8011,iid,213,5000,12345
C,bugday,LOILO,gpr,bias_kg_da,4.0341,-3.3939,11.7263,4.0471,3.8928,iid,213,5000,12345
C,bugday,LOILO,gpr,r2,0.3416,0.2217,0.4457,0.3342,0.0572,cluster,213,5000,12345
C,bugday,LOILO,gpr,rmse_kg_da,57.1692,49.7613,64.9799,57.1059,3.8914,cluster,213,5000,12345
C,bugday,LOILO,gpr,mae_kg_da,44.1828,38.7676,50.4299,44.2334,2.9987,cluster,213,5000,12345
C,bugday,LOILO,gpr,mape_pct,11.7526,9.6576,14.5234,11.7814,1.254,cluster,213,5000,12345
C,bugday,LOILO,gpr,bias_kg_da,4.0341,-7.79,17.3449,4.2405,6.4556,cluster,213,5000,12345
C,bugday,LOILO,pls,r2,0.2097,0.0704,0.3385,0.2065,0.0684,iid,213,5000,12345
C,bugday,LOILO,pls,rmse_kg_da,62.6334,55.2257,70.0352,62.425,3.7337,iid,213,5000,12345
C,bugday,LOILO,pls,mae_kg_da,48.2648,43.0021,53.7171,48.208,2.7186,iid,213,5000,12345
C,bugday,LOILO,pls,mape_pct,12.4152,10.9622,13.9461,12.396,0.7537,iid,213,5000,12345
C,bugday,LOILO,pls,bias_kg_da,1.2014,-7.0174,9.4626,1.2088,4.2504,iid,213,5000,12345
C,bugday,LOILO,pls,r2,0.2097,0.0321,0.3521,0.1991,0.0827,cluster,213,5000,12345
C,bugday,LOILO,pls,rmse_kg_da,62.6334,55.5285,69.6056,62.5358,3.5626,cluster,213,5000,12345
C,bugday,LOILO,pls,mae_kg_da,48.2648,42.6984,54.0725,48.2801,2.9183,cluster,213,5000,12345
C,bugday,LOILO,pls,mape_pct,12.4152,10.6306,14.4658,12.4297,0.9896,cluster,213,5000,12345
C,bugday,LOILO,pls,bias_kg_da,1.2014,-11.6953,13.4969,1.3053,6.4593,cluster,213,5000,12345
C,bugday,LOILO,random_forest,r2,0.3922,0.2726,0.4859,0.3892,0.0538,iid,213,5000,12345
C,bugday,LOILO,random_forest,rmse_kg_da,54.9292,48.7095,61.0668,54.7584,3.1368,iid,213,5000,12345
C,bugday,LOILO,random_forest,mae_kg_da,43.2253,38.7278,47.9377,43.172,2.3356,iid,213,5000,12345
C,bugday,LOILO,random_forest,mape_pct,11.458,10.0014,13.079,11.4407,0.7781,iid,213,5000,12345
C,bugday,LOILO,random_forest,bias_kg_da,2.2039,-4.7544,9.3809,2.211,3.7277,iid,213,5000,12345
C,bugday,LOILO,random_forest,r2,0.3922,0.2621,0.4914,0.3864,0.0584,cluster,213,5000,12345
C,bugday,LOILO,random_forest,rmse_kg_da,54.9292,46.4026,63.7559,54.8533,4.4636,cluster,213,5000,12345
C,bugday,LOILO,random_forest,mae_kg_da,43.2253,37.1151,50.4223,43.2978,3.3976,cluster,213,5000,12345
C,bugday,LOILO,random_forest,mape_pct,11.458,9.2335,14.3772,11.4906,1.3289,cluster,213,5000,12345
C,bugday,LOILO,random_forest,bias_kg_da,2.2039,-11.1917,17.0829,2.3697,7.1229,cluster,213,5000,12345
C,bugday,LOILO,xgboost,r2,0.4268,0.2664,0.5495,0.423,0.0717,iid,213,5000,12345
C,bugday,LOILO,xgboost,rmse_kg_da,53.3424,46.217,60.4226,53.1608,3.6661,iid,213,5000,12345
C,bugday,LOILO,xgboost,mae_kg_da,39.6981,34.9928,44.7301,39.6503,2.4486,iid,213,5000,12345
C,bugday,LOILO,xgboost,mape_pct,10.5611,9.1039,12.1425,10.5457,0.7753,iid,213,5000,12345
C,bugday,LOILO,xgboost,bias_kg_da,3.2168,-3.7841,10.1136,3.2416,3.6081,iid,213,5000,12345
C,bugday,LOILO,xgboost,r2,0.4268,0.2442,0.5714,0.419,0.0834,cluster,213,5000,12345
C,bugday,LOILO,xgboost,rmse_kg_da,53.3424,43.6298,62.6657,53.2735,4.9108,cluster,213,5000,12345
C,bugday,LOILO,xgboost,mae_kg_da,39.6981,32.8934,47.1445,39.8068,3.6632,cluster,213,5000,12345
C,bugday,LOILO,xgboost,mape_pct,10.5611,8.3716,13.325,10.6016,1.2959,cluster,213,5000,12345
