crop,tier,model,cv,fold_id,ilce_id,year,n_test,y_true,model_pred,baseline_pred
aycicegi,A,pls,LOILO,ilce=1307,1307,2014,22,270.0,230.56409872935316,201.33333333333334
aycicegi,A,pls,LOILO,ilce=1307,1307,2015,22,227.0,231.5795213781428,203.38095238095238
aycicegi,A,pls,LOILO,ilce=1307,1307,2016,22,266.0,184.73182185622372,201.52380952380952
aycicegi,A,pls,LOILO,ilce=1307,1307,2017,22,256.0,209.9905170807834,202.0
aycicegi,A,pls,LOILO,ilce=1307,1307,2018,22,276.0,213.6824657402472,201.04761904761904
aycicegi,A,pls,LOILO,ilce=1307,1307,2019,22,282.0,220.3142771173713,200.76190476190476
aycicegi,A,pls,LOILO,ilce=1307,1307,2020,22,292.0,224.81193071322485,200.28571428571428
aycicegi,A,pls,LOILO,ilce=1307,1307,2021,22,202.0,215.6345050170505,204.57142857142858
aycicegi,A,pls,LOILO,ilce=1307,1307,2022,22,195.0,192.4926703193087,204.9047619047619
aycicegi,A,pls,LOILO,ilce=1307,1307,2023,22,157.0,161.9864102579444,206.71428571428572
aycicegi,A,pls,LOILO,ilce=1307,1307,2024,22,130.0,200.9839076044109,208.0
aycicegi,A,pls,LOILO,ilce=1307,1307,2025,22,121.0,173.58380425403118,208.42857142857142
aycicegi,A,pls,LOILO,ilce=1385,1385,2004,22,172.0,182.87782668149129,212.14285714285714
aycicegi,A,pls,LOILO,ilce=1385,1385,2005,22,186.0,193.46790805045967,211.47619047619048
aycicegi,A,pls,LOILO,ilce=1385,1385,2006,22,170.0,224.77892742610956,212.23809523809524
aycicegi,A,pls,LOILO,ilce=1385,1385,2007,22,178.0,187.3099102954143,211.85714285714286
aycicegi,A,pls,LOILO,ilce=1385,1385,2008,22,171.0,195.01416395635133,212.1904761904762
aycicegi,A,pls,LOILO,ilce=1385,1385,2009,22,172.0,197.98628874727385,212.14285714285714
aycicegi,A,pls,LOILO,ilce=1385,1385,2010,22,227.0,238.50043945491055,209.52380952380952
aycicegi,A,pls,LOILO,ilce=1385,1385,2011,22,192.0,188.75148706812865,211.1904761904762
aycicegi,A,pls,LOILO,ilce=1385,1385,2012,22,205.0,191.6368694077279,210.57142857142858
aycicegi,A,pls,LOILO,ilce=1385,1385,2013,22,244.0,209.47560204815505,208.71428571428572
aycicegi,A,pls,LOILO,ilce=1385,1385,2014,22,308.0,265.9154943088409,205.66666666666666
aycicegi,A,pls,LOILO,ilce=1385,1385,2015,22,251.0,205.40695704057225,208.38095238095238
aycicegi,A,pls,LOILO,ilce=1385,1385,2016,22,228.0,200.83719238777175,209.47619047619048
aycicegi,A,pls,LOILO,ilce=1385,1385,2017,22,259.0,228.24898884167996,208.0
aycicegi,A,pls,LOILO,ilce=1385,1385,2018,22,233.0,250.3838187960404,209.23809523809524
aycicegi,A,pls,LOILO,ilce=1385,1385,2019,22,212.0,214.83626166909383,210.23809523809524
aycicegi,A,pls,LOILO,ilce=1385,1385,2020,22,224.0,223.16202672180123,209.66666666666666
aycicegi,A,pls,LOILO,ilce=1385,1385,2021,22,250.0,185.71719664815265,208.42857142857142
aycicegi,A,pls,LOILO,ilce=1385,1385,2022,22,241.0,198.42878733791477,208.85714285714286
aycicegi,A,pls,LOILO,ilce=1385,1385,2023,22,231.0,173.6893692816191,209.33333333333334
aycicegi,A,pls,LOILO,ilce=1385,1385,2024,22,132.0,195.57950121499368,214.04761904761904
aycicegi,A,pls,LOILO,ilce=1385,1385,2025,22,141.0,163.01521248761588,213.61904761904762
aycicegi,A,pls,LOILO,ilce=1388,1388,2004,22,167.0,174.90823446431807,199.42857142857142
aycicegi,A,pls,LOILO,ilce=1388,1388,2005,22,201.0,180.9828250297276,197.8095238095238
aycicegi,A,pls,LOILO,ilce=1388,1388,2006,22,229.0,217.06408972947293,196.47619047619048
aycicegi,A,pls,LOILO,ilce=1388,1388,2007,22,119.0,191.51311720406107,201.71428571428572
aycicegi,A,pls,LOILO,ilce=1388,1388,2008,22,186.0,184.76415077412685,198.52380952380952
aycicegi,A,pls,LOILO,ilce=1388,1388,2009,22,187.0,194.87002024851765,198.47619047619048
aycicegi,A,pls,LOILO,ilce=1388,1388,2010,22,194.0,224.0214671851491,198.14285714285714
aycicegi,A,pls,LOILO,ilce=1388,1388,2011,22,182.0,206.87467694842107,198.71428571428572
aycicegi,A,pls,LOILO,ilce=1388,1388,2012,22,175.0,191.2099113978579,199.04761904761904
aycicegi,A,pls,LOILO,ilce=1388,1388,2013,22,241.0,195.54861635558504,195.9047619047619
aycicegi,A,pls,LOILO,ilce=1388,1388,2014,22,231.0,240.69473045458156,196.38095238095238
aycicegi,A,pls,LOILO,ilce=1388,1388,2015,22,194.0,219.1987565598511,198.14285714285714
aycicegi,A,pls,LOILO,ilce=1388,1388,2016,22,208.0,190.12445349890385,197.47619047619048
aycicegi,A,pls,LOILO,ilce=1388,1388,2017,22,239.0,211.51203421088863,196.0
aycicegi,A,pls,LOILO,ilce=1388,1388,2018,22,250.0,232.50923474082916,195.47619047619048
aycicegi,A,pls,LOILO,ilce=1388,1388,2019,22,270.0,209.82537460607864,194.52380952380952
aycicegi,A,pls,LOILO,ilce=1388,1388,2020,22,233.0,220.68881453985165,196.28571428571428
aycicegi,A,pls,LOILO,ilce=1388,1388,2021,22,230.0,192.82606556879333,196.42857142857142
aycicegi,A,pls,LOILO,ilce=1388,1388,2022,22,193.0,192.03560657333796,198.1904761904762
aycicegi,A,pls,LOILO,ilce=1388,1388,2023,22,113.0,170.15124292091437,202.0
aycicegi,A,pls,LOILO,ilce=1388,1388,2024,22,181.0,192.4762058561221,198.76190476190476
aycicegi,A,pls,LOILO,ilce=1388,1388,2025,22,132.0,167.32763125752334,201.0952380952381
aycicegi,A,pls,LOILO,ilce=1412,1412,2004,22,154.0,195.3909294311516,211.14285714285714
aycicegi,A,pls,LOILO,ilce=1412,1412,2005,22,186.0,228.10295822687868,209.61904761904762
aycicegi,A,pls,LOILO,ilce=1412,1412,2006,22,212.0,256.3782816969059,208.38095238095238
aycicegi,A,pls,LOILO,ilce=1412,1412,2007,22,187.0,227.7248794052469,209.57142857142858
aycicegi,A,pls,LOILO,ilce=1412,1412,2008,22,186.0,217.83525355843796,209.61904761904762
aycicegi,A,pls,LOILO,ilce=1412,1412,2009,22,187.0,204.30873746049872,209.57142857142858
aycicegi,A,pls,LOILO,ilce=1412,1412,2010,22,300.0,261.59198196787366,204.1904761904762
aycicegi,A,pls,LOILO,ilce=1412,1412,2011,22,206.0,193.82034102791044,208.66666666666666
aycicegi,A,pls,LOILO,ilce=1412,1412,2012,22,169.0,216.93077685443123,210.42857142857142
aycicegi,A,pls,LOILO,ilce=1412,1412,2013,22,214.0,228.77732070418728,208.28571428571428
aycicegi,A,pls,LOILO,ilce=1412,1412,2014,22,285.0,252.1530484103748,204.9047619047619
aycicegi,A,pls,LOILO,ilce=1412,1412,2015,22,222.0,239.8679329972902,207.9047619047619
aycicegi,A,pls,LOILO,ilce=1412,1412,2016,22,184.0,220.16678006667365,209.71428571428572
aycicegi,A,pls,LOILO,ilce=1412,1412,2017,22,217.0,238.9339637887676,208.14285714285714
aycicegi,A,pls,LOILO,ilce=1412,1412,2018,22,266.0,256.5860566058809,205.8095238095238
aycicegi,A,pls,LOILO,ilce=1412,1412,2019,22,267.0,238.4895225596243,205.76190476190476
aycicegi,A,pls,LOILO,ilce=1412,1412,2020,22,247.0,244.25208897516657,206.71428571428572
aycicegi,A,pls,LOILO,ilce=1412,1412,2021,22,214.0,228.8064335307808,208.28571428571428
aycicegi,A,pls,LOILO,ilce=1412,1412,2022,22,252.0,208.50409932124407,206.47619047619048
aycicegi,A,pls,LOILO,ilce=1412,1412,2023,22,147.0,184.15889500994876,211.47619047619048
aycicegi,A,pls,LOILO,ilce=1412,1412,2024,22,142.0,218.15510478836532,211.71428571428572
aycicegi,A,pls,LOILO,ilce=1412,1412,2025,22,144.0,192.28665536670968,211.61904761904762
aycicegi,A,pls,LOILO,ilce=1464,1464,2004,22,171.0,189.1885073092211,231.33333333333334
aycicegi,A,pls,LOILO,ilce=1464,1464,2005,22,186.0,204.4611549357995,230.61904761904762
aycicegi,A,pls,LOILO,ilce=1464,1464,2006,22,212.0,231.66351599673567,229.38095238095238
aycicegi,A,pls,LOILO,ilce=1464,1464,2007,22,233.0,201.5497328686464,228.38095238095238
aycicegi,A,pls,LOILO,ilce=1464,1464,2008,22,224.0,198.1051749413492,228.8095238095238
aycicegi,A,pls,LOILO,ilce=1464,1464,2009,22,225.0,203.1538440875448,228.76190476190476
aycicegi,A,pls,LOILO,ilce=1464,1464,2010,22,245.0,243.88715167745312,227.8095238095238
aycicegi,A,pls,LOILO,ilce=1464,1464,2011,22,223.0,219.41867657052003,228.85714285714286
aycicegi,A,pls,LOILO,ilce=1464,1464,2012,22,226.0,200.4289542028401,228.71428571428572
aycicegi,A,pls,LOILO,ilce=1464,1464,2013,22,235.0,211.5407426155602,228.28571428571428
aycicegi,A,pls,LOILO,ilce=1464,1464,2014,22,287.0,255.2125871549889,225.8095238095238
aycicegi,A,pls,LOILO,ilce=1464,1464,2015,22,251.0,229.90017360253228,227.52380952380952
aycicegi,A,pls,LOILO,ilce=1464,1464,2016,22,243.0,208.08123424606725,227.9047619047619
aycicegi,A,pls,LOILO,ilce=1464,1464,2017,22,255.0,223.54098940621552,227.33333333333334
aycicegi,A,pls,LOILO,ilce=1464,1464,2018,22,260.0,245.04748099429008,227.0952380952381
aycicegi,A,pls,LOILO,ilce=1464,1464,2019,22,257.0,228.2448572079566,227.23809523809524
aycicegi,A,pls,LOILO,ilce=1464,1464,2020,22,249.0,231.23421127263657,227.61904761904762
aycicegi,A,pls,LOILO,ilce=1464,1464,2021,22,279.0,217.81150350497643,226.1904761904762
aycicegi,A,pls,LOILO,ilce=1464,1464,2022,22,268.0,202.93638161287592,226.71428571428572
aycicegi,A,pls,LOILO,ilce=1464,1464,2023,22,189.0,177.3772619462338,230.47619047619048
aycicegi,A,pls,LOILO,ilce=1464,1464,2024,22,156.0,206.10725242132253,232.04761904761904
aycicegi,A,pls,LOILO,ilce=1464,1464,2025,22,155.0,182.2384278445085,232.0952380952381
aycicegi,A,pls,LOILO,ilce=1471,1471,2004,22,154.0,175.23257211067755,207.71428571428572
aycicegi,A,pls,LOILO,ilce=1471,1471,2005,22,149.0,177.79763799890765,207.95238095238096
aycicegi,A,pls,LOILO,ilce=1471,1471,2006,22,161.0,218.9678871385821,207.38095238095238
aycicegi,A,pls,LOILO,ilce=1471,1471,2007,22,153.0,181.21461762454948,207.76190476190476
aycicegi,A,pls,LOILO,ilce=1471,1471,2008,22,149.0,194.82624841459105,207.95238095238096
aycicegi,A,pls,LOILO,ilce=1471,1471,2009,22,150.0,190.363088310952,207.9047619047619
aycicegi,A,pls,LOILO,ilce=1471,1471,2010,22,143.0,231.7436058423401,208.23809523809524
aycicegi,A,pls,LOILO,ilce=1471,1471,2011,22,161.0,188.263740228412,207.38095238095238
aycicegi,A,pls,LOILO,ilce=1471,1471,2012,22,230.0,191.6003186395199,204.0952380952381
aycicegi,A,pls,LOILO,ilce=1471,1471,2013,22,251.0,195.55332084864853,203.0952380952381
aycicegi,A,pls,LOILO,ilce=1471,1471,2014,22,248.0,260.04114107930724,203.23809523809524
aycicegi,A,pls,LOILO,ilce=1471,1471,2015,22,241.0,196.6923687440331,203.57142857142858
aycicegi,A,pls,LOILO,ilce=1471,1471,2016,22,191.0,188.46029463651644,205.95238095238096
aycicegi,A,pls,LOILO,ilce=1471,1471,2017,22,275.0,227.21872620023976,201.95238095238096
aycicegi,A,pls,LOILO,ilce=1471,1471,2018,22,243.0,242.4133410099767,203.47619047619048
aycicegi,A,pls,LOILO,ilce=1471,1471,2019,22,265.0,200.95021772423047,202.42857142857142
aycicegi,A,pls,LOILO,ilce=1471,1471,2020,22,289.0,218.0093581789442,201.28571428571428
aycicegi,A,pls,LOILO,ilce=1471,1471,2021,22,253.0,171.91691125065114,203.0
aycicegi,A,pls,LOILO,ilce=1471,1471,2022,22,248.0,200.88715665776363,203.23809523809524
aycicegi,A,pls,LOILO,ilce=1471,1471,2023,22,222.0,172.45580701713084,204.47619047619048
aycicegi,A,pls,LOILO,ilce=1471,1471,2024,22,206.0,193.653521087656,205.23809523809524
aycicegi,A,pls,LOILO,ilce=1471,1471,2025,22,134.0,160.59396035898246,208.66666666666666
aycicegi,A,pls,LOILO,ilce=1480,1480,2004,22,68.0,214.2455733786649,148.71428571428572
aycicegi,A,pls,LOILO,ilce=1480,1480,2005,22,52.0,223.14773948857783,149.47619047619048
aycicegi,A,pls,LOILO,ilce=1480,1480,2006,22,127.0,243.5133573288086,145.9047619047619
aycicegi,A,pls,LOILO,ilce=1480,1480,2007,22,127.0,191.5005823582194,145.9047619047619
aycicegi,A,pls,LOILO,ilce=1480,1480,2008,22,149.0,222.33179953426173,144.85714285714286
aycicegi,A,pls,LOILO,ilce=1480,1480,2009,22,112.0,205.2552709932639,146.61904761904762
aycicegi,A,pls,LOILO,ilce=1480,1480,2010,22,146.0,260.84248480562763,145.0
aycicegi,A,pls,LOILO,ilce=1480,1480,2011,22,165.0,182.7551396684328,144.0952380952381
aycicegi,A,pls,LOILO,ilce=1480,1480,2012,22,196.0,200.6608911447904,142.61904761904762
aycicegi,A,pls,LOILO,ilce=1480,1480,2013,22,230.0,217.9250229118128,141.0
aycicegi,A,pls,LOILO,ilce=1480,1480,2014,22,186.0,292.65672806088014,143.0952380952381
aycicegi,A,pls,LOILO,ilce=1480,1480,2015,22,181.0,212.2020019072936,143.33333333333334
aycicegi,A,pls,LOILO,ilce=1480,1480,2016,22,164.0,209.7547289011065,144.14285714285714
aycicegi,A,pls,LOILO,ilce=1480,1480,2017,22,159.0,244.96320777615813,144.38095238095238
aycicegi,A,pls,LOILO,ilce=1480,1480,2018,22,163.0,241.51779084846183,144.1904761904762
aycicegi,A,pls,LOILO,ilce=1480,1480,2019,22,164.0,233.3578364541591,144.14285714285714
aycicegi,A,pls,LOILO,ilce=1480,1480,2020,22,187.0,230.4406929260165,143.04761904761904
aycicegi,A,pls,LOILO,ilce=1480,1480,2021,22,167.0,181.3474585536714,144.0
aycicegi,A,pls,LOILO,ilce=1480,1480,2022,22,128.0,214.0942290450312,145.85714285714286
aycicegi,A,pls,LOILO,ilce=1480,1480,2023,22,122.0,184.28319157300888,146.14285714285714
aycicegi,A,pls,LOILO,ilce=1480,1480,2024,22,128.0,207.98471460692227,145.85714285714286
aycicegi,A,pls,LOILO,ilce=1480,1480,2025,22,70.0,165.47174243013637,148.61904761904762
aycicegi,A,pls,LOILO,ilce=1502,1502,2004,22,145.0,197.01900409132983,179.23809523809524
aycicegi,A,pls,LOILO,ilce=1502,1502,2005,22,149.0,206.64216717113155,179.04761904761904
aycicegi,A,pls,LOILO,ilce=1502,1502,2006,22,127.0,228.56101608451348,180.0952380952381
aycicegi,A,pls,LOILO,ilce=1502,1502,2007,22,127.0,181.08909288643505,180.0952380952381
aycicegi,A,pls,LOILO,ilce=1502,1502,2008,22,134.0,209.49856443292956,179.76190476190476
aycicegi,A,pls,LOILO,ilce=1502,1502,2009,22,165.0,190.2728240178033,178.28571428571428
aycicegi,A,pls,LOILO,ilce=1502,1502,2010,22,250.0,250.15612703711395,174.23809523809524
aycicegi,A,pls,LOILO,ilce=1502,1502,2011,22,206.0,169.1357699943679,176.33333333333334
aycicegi,A,pls,LOILO,ilce=1502,1502,2012,22,167.0,197.383441929601,178.1904761904762
aycicegi,A,pls,LOILO,ilce=1502,1502,2013,22,191.0,214.48774996136407,177.04761904761904
aycicegi,A,pls,LOILO,ilce=1502,1502,2014,22,232.0,288.8130472476673,175.0952380952381
aycicegi,A,pls,LOILO,ilce=1502,1502,2015,22,205.0,200.74886955896704,176.38095238095238
aycicegi,A,pls,LOILO,ilce=1502,1502,2016,22,183.0,202.1644713777185,177.42857142857142
aycicegi,A,pls,LOILO,ilce=1502,1502,2017,22,197.0,231.37032372116,176.76190476190476
aycicegi,A,pls,LOILO,ilce=1502,1502,2018,22,201.0,236.87864403138937,176.57142857142858
aycicegi,A,pls,LOILO,ilce=1502,1502,2019,22,201.0,227.3962472535324,176.57142857142858
aycicegi,A,pls,LOILO,ilce=1502,1502,2020,22,204.0,219.40903493289625,176.42857142857142
aycicegi,A,pls,LOILO,ilce=1502,1502,2021,22,202.0,178.2662765257649,176.52380952380952
aycicegi,A,pls,LOILO,ilce=1502,1502,2022,22,214.0,207.3843429190318,175.95238095238096
aycicegi,A,pls,LOILO,ilce=1502,1502,2023,22,261.0,172.7464027088267,173.71428571428572
aycicegi,A,pls,LOILO,ilce=1502,1502,2024,22,78.0,202.58688592375296,182.42857142857142
aycicegi,A,pls,LOILO,ilce=1502,1502,2025,22,70.0,159.13842743097945,182.8095238095238
aycicegi,A,pls,LOILO,ilce=1505,1505,2004,22,188.0,173.122368916837,220.38095238095238
aycicegi,A,pls,LOILO,ilce=1505,1505,2005,22,186.0,175.90870333020322,220.47619047619048
aycicegi,A,pls,LOILO,ilce=1505,1505,2006,22,212.0,215.2311293899293,219.23809523809524
aycicegi,A,pls,LOILO,ilce=1505,1505,2007,22,212.0,180.1991665538216,219.23809523809524
aycicegi,A,pls,LOILO,ilce=1505,1505,2008,22,186.0,192.28204771159056,220.47619047619048
aycicegi,A,pls,LOILO,ilce=1505,1505,2009,22,187.0,188.1143041194929,220.42857142857142
aycicegi,A,pls,LOILO,ilce=1505,1505,2010,22,209.0,228.75206741008904,219.38095238095238
aycicegi,A,pls,LOILO,ilce=1505,1505,2011,22,190.0,186.9029499990208,220.28571428571428
aycicegi,A,pls,LOILO,ilce=1505,1505,2012,22,237.0,191.39937795745783,218.04761904761904
aycicegi,A,pls,LOILO,ilce=1505,1505,2013,22,228.0,192.13211606175028,218.47619047619048
aycicegi,A,pls,LOILO,ilce=1505,1505,2014,22,282.0,259.6271277963591,215.9047619047619
aycicegi,A,pls,LOILO,ilce=1505,1505,2015,22,274.0,195.02391151230603,216.28571428571428
aycicegi,A,pls,LOILO,ilce=1505,1505,2016,22,249.0,186.74804245793493,217.47619047619048
aycicegi,A,pls,LOILO,ilce=1505,1505,2017,22,245.0,224.91484745212037,217.66666666666666
aycicegi,A,pls,LOILO,ilce=1505,1505,2018,22,249.0,240.21813033951867,217.47619047619048
aycicegi,A,pls,LOILO,ilce=1505,1505,2019,22,319.0,198.3737818661304,214.14285714285714
aycicegi,A,pls,LOILO,ilce=1505,1505,2020,22,277.0,215.9063395947557,216.14285714285714
aycicegi,A,pls,LOILO,ilce=1505,1505,2021,22,230.0,171.11260135686263,218.38095238095238
aycicegi,A,pls,LOILO,ilce=1505,1505,2022,22,195.0,199.8669209184777,220.04761904761904
aycicegi,A,pls,LOILO,ilce=1505,1505,2023,22,188.0,172.56796193085592,220.38095238095238
aycicegi,A,pls,LOILO,ilce=1505,1505,2024,22,181.0,193.6711252545404,220.71428571428572
aycicegi,A,pls,LOILO,ilce=1505,1505,2025,22,92.0,161.25385519644524,224.95238095238096
aycicegi,A,pls,LOILO,ilce=1511,1511,2004,22,188.0,196.0036403918275,199.14285714285714
aycicegi,A,pls,LOILO,ilce=1511,1511,2005,22,194.0,209.5021365007202,198.85714285714286
aycicegi,A,pls,LOILO,ilce=1511,1511,2006,22,220.0,236.53988295045684,197.61904761904762
aycicegi,A,pls,LOILO,ilce=1511,1511,2007,22,136.0,210.41126047264947,201.61904761904762
aycicegi,A,pls,LOILO,ilce=1511,1511,2008,22,186.0,203.61331659956272,199.23809523809524
aycicegi,A,pls,LOILO,ilce=1511,1511,2009,22,172.0,210.4472962441031,199.9047619047619
aycicegi,A,pls,LOILO,ilce=1511,1511,2010,22,193.0,246.9398220225206,198.9047619047619
aycicegi,A,pls,LOILO,ilce=1511,1511,2011,22,198.0,226.47782000225183,198.66666666666666
aycicegi,A,pls,LOILO,ilce=1511,1511,2012,22,180.0,207.5225015084942,199.52380952380952
aycicegi,A,pls,LOILO,ilce=1511,1511,2013,22,240.0,216.847044918365,196.66666666666666
aycicegi,A,pls,LOILO,ilce=1511,1511,2014,22,226.0,262.5477202377489,197.33333333333334
aycicegi,A,pls,LOILO,ilce=1511,1511,2015,22,185.0,236.8660122518638,199.28571428571428
aycicegi,A,pls,LOILO,ilce=1511,1511,2016,22,177.0,213.6339944088377,199.66666666666666
aycicegi,A,pls,LOILO,ilce=1511,1511,2017,22,225.0,230.537933592448,197.38095238095238
aycicegi,A,pls,LOILO,ilce=1511,1511,2018,22,241.0,249.56781678915308,196.61904761904762
aycicegi,A,pls,LOILO,ilce=1511,1511,2019,22,250.0,234.64543529119905,196.1904761904762
aycicegi,A,pls,LOILO,ilce=1511,1511,2020,22,246.0,239.35834245304005,196.38095238095238
aycicegi,A,pls,LOILO,ilce=1511,1511,2021,22,240.0,224.7893476679483,196.66666666666666
aycicegi,A,pls,LOILO,ilce=1511,1511,2022,22,193.0,212.08443343872813,198.9047619047619
aycicegi,A,pls,LOILO,ilce=1511,1511,2023,22,149.0,178.258285828752,201.0
aycicegi,A,pls,LOILO,ilce=1511,1511,2024,22,180.0,208.99948167042564,199.52380952380952
aycicegi,A,pls,LOILO,ilce=1511,1511,2025,22,151.0,189.3740147308224,200.9047619047619
aycicegi,A,pls,LOILO,ilce=1523,1523,2004,22,145.0,171.2220529394326,233.85714285714286
aycicegi,A,pls,LOILO,ilce=1523,1523,2005,22,127.0,195.87196000108744,234.71428571428572
aycicegi,A,pls,LOILO,ilce=1523,1523,2006,22,211.0,230.26004268966545,230.71428571428572
aycicegi,A,pls,LOILO,ilce=1523,1523,2007,22,170.0,203.41095710425836,232.66666666666666
aycicegi,A,pls,LOILO,ilce=1523,1523,2008,22,186.0,191.24517020130256,231.9047619047619
aycicegi,A,pls,LOILO,ilce=1523,1523,2009,22,255.0,183.2761170738991,228.61904761904762
aycicegi,A,pls,LOILO,ilce=1523,1523,2010,22,330.0,232.15278864860952,225.04761904761904
aycicegi,A,pls,LOILO,ilce=1523,1523,2011,22,198.0,167.82732736171636,231.33333333333334
aycicegi,A,pls,LOILO,ilce=1523,1523,2012,22,189.0,192.81410639973203,231.76190476190476
aycicegi,A,pls,LOILO,ilce=1523,1523,2013,22,239.0,204.57034801263637,229.38095238095238
aycicegi,A,pls,LOILO,ilce=1523,1523,2014,22,253.0,226.715903791203,228.71428571428572
aycicegi,A,pls,LOILO,ilce=1523,1523,2015,22,220.0,214.72810050277783,230.28571428571428
aycicegi,A,pls,LOILO,ilce=1523,1523,2016,22,205.0,188.5517397161942,231.0
aycicegi,A,pls,LOILO,ilce=1523,1523,2017,22,219.0,213.03009796549676,230.33333333333334
aycicegi,A,pls,LOILO,ilce=1523,1523,2018,22,209.0,236.44019946395295,230.8095238095238
aycicegi,A,pls,LOILO,ilce=1523,1523,2019,22,314.0,210.3372060755778,225.8095238095238
aycicegi,A,pls,LOILO,ilce=1523,1523,2020,22,286.0,216.3656266166569,227.14285714285714
aycicegi,A,pls,LOILO,ilce=1523,1523,2021,22,313.0,195.73638826382492,225.85714285714286
aycicegi,A,pls,LOILO,ilce=1523,1523,2022,22,352.0,183.4800790446473,224.0
aycicegi,A,pls,LOILO,ilce=1523,1523,2023,22,239.0,162.55992734933002,229.38095238095238
aycicegi,A,pls,LOILO,ilce=1523,1523,2024,22,199.0,185.628763972341,231.28571428571428
aycicegi,A,pls,LOILO,ilce=1523,1523,2025,22,197.0,163.16215776596815,231.38095238095238
aycicegi,A,pls,LOILO,ilce=1538,1538,2004,22,205.0,171.0865648445826,206.33333333333334
aycicegi,A,pls,LOILO,ilce=1538,1538,2005,22,186.0,170.0570746694642,207.23809523809524
aycicegi,A,pls,LOILO,ilce=1538,1538,2006,22,212.0,209.01803102593428,206.0
aycicegi,A,pls,LOILO,ilce=1538,1538,2007,22,136.0,190.35645662639544,209.61904761904762
aycicegi,A,pls,LOILO,ilce=1538,1538,2008,22,201.0,182.19621726065887,206.52380952380952
aycicegi,A,pls,LOILO,ilce=1538,1538,2009,22,187.0,188.574597390202,207.1904761904762
aycicegi,A,pls,LOILO,ilce=1538,1538,2010,22,189.0,223.41848501860983,207.0952380952381
aycicegi,A,pls,LOILO,ilce=1538,1538,2011,22,198.0,211.51033076463452,206.66666666666666
aycicegi,A,pls,LOILO,ilce=1538,1538,2012,22,182.0,203.55458621313005,207.42857142857142
aycicegi,A,pls,LOILO,ilce=1538,1538,2013,22,231.0,187.01003971957743,205.0952380952381
aycicegi,A,pls,LOILO,ilce=1538,1538,2014,22,232.0,249.71988709437608,205.04761904761904
aycicegi,A,pls,LOILO,ilce=1538,1538,2015,22,243.0,214.3873410516371,204.52380952380952
aycicegi,A,pls,LOILO,ilce=1538,1538,2016,22,235.0,186.2213019587922,204.9047619047619
aycicegi,A,pls,LOILO,ilce=1538,1538,2017,22,263.0,215.17686233841792,203.57142857142858
aycicegi,A,pls,LOILO,ilce=1538,1538,2018,22,241.0,233.8768938655685,204.61904761904762
aycicegi,A,pls,LOILO,ilce=1538,1538,2019,22,251.0,193.80702594258796,204.14285714285714
aycicegi,A,pls,LOILO,ilce=1538,1538,2020,22,288.0,221.67813732641508,202.38095238095238
aycicegi,A,pls,LOILO,ilce=1538,1538,2021,22,250.0,184.429287535088,204.1904761904762
aycicegi,A,pls,LOILO,ilce=1538,1538,2022,22,242.0,195.21779709643687,204.57142857142858
aycicegi,A,pls,LOILO,ilce=1538,1538,2023,22,85.0,178.35482750735247,212.04761904761904
aycicegi,A,pls,LOILO,ilce=1538,1538,2024,22,170.0,197.15204757501505,208.0
aycicegi,A,pls,LOILO,ilce=1538,1538,2025,22,111.0,172.77773765452787,210.8095238095238
aycicegi,A,pls,LOILO,ilce=1572,1572,2004,22,128.0,185.42643513108104,226.04761904761904
aycicegi,A,pls,LOILO,ilce=1572,1572,2005,22,164.0,194.28492805761456,224.33333333333334
aycicegi,A,pls,LOILO,ilce=1572,1572,2006,22,195.0,228.47683754281985,222.85714285714286
aycicegi,A,pls,LOILO,ilce=1572,1572,2007,22,170.0,188.20654263193535,224.04761904761904
aycicegi,A,pls,LOILO,ilce=1572,1572,2008,22,186.0,198.13306576376755,223.28571428571428
aycicegi,A,pls,LOILO,ilce=1572,1572,2009,22,187.0,202.0700758621788,223.23809523809524
aycicegi,A,pls,LOILO,ilce=1572,1572,2010,22,175.0,240.84430850057208,223.8095238095238
aycicegi,A,pls,LOILO,ilce=1572,1572,2011,22,207.0,190.4536293722917,222.28571428571428
aycicegi,A,pls,LOILO,ilce=1572,1572,2012,22,276.0,191.31352831544115,219.0
aycicegi,A,pls,LOILO,ilce=1572,1572,2013,22,240.0,207.7078187812405,220.71428571428572
aycicegi,A,pls,LOILO,ilce=1572,1572,2014,22,279.0,262.84417130146704,218.85714285714286
aycicegi,A,pls,LOILO,ilce=1572,1572,2015,22,282.0,207.6152646397842,218.71428571428572
aycicegi,A,pls,LOILO,ilce=1572,1572,2016,22,192.0,202.0769015797731,223.0
aycicegi,A,pls,LOILO,ilce=1572,1572,2017,22,239.0,231.25043323920795,220.76190476190476
aycicegi,A,pls,LOILO,ilce=1572,1572,2018,22,307.0,248.4376688545181,217.52380952380952
aycicegi,A,pls,LOILO,ilce=1572,1572,2019,22,258.0,212.95806185909905,219.85714285714286
aycicegi,A,pls,LOILO,ilce=1572,1572,2020,22,325.0,226.21481860478528,216.66666666666666
aycicegi,A,pls,LOILO,ilce=1572,1572,2021,22,306.0,181.13866833995723,217.57142857142858
aycicegi,A,pls,LOILO,ilce=1572,1572,2022,22,296.0,196.65200258780703,218.04761904761904
aycicegi,A,pls,LOILO,ilce=1572,1572,2023,22,158.0,177.44211375330462,224.61904761904762
aycicegi,A,pls,LOILO,ilce=1572,1572,2024,22,177.0,198.15836928209424,223.71428571428572
