stage,n,R2,MAE,RMSE,bias,MAPE_pct,year,actual_source
pre_season,26,-3.9936407971507704,0.1459231587756139,0.16008607776505054,0.1459231587756139,231.9401723422874,2025,raw_s2
emergence,23,-14.576719912664288,0.09480062282163168,0.09959388948433785,0.09480062282163168,55.14603478923858,2025,raw_s2
vegetative,32,0.5426048147280979,0.0762334845298901,0.10056276458482538,0.0007218132689596002,28.468086822439176,2025,raw_s2
flowering,30,-0.4612442110102295,0.057426560038924226,0.06864883078665285,-0.020780219013889566,9.103043297463483,2025,raw_s2
grain_fill,36,0.6429957200675127,0.043332807056523086,0.05103045017122172,0.04272638900321399,14.619103792355334,2025,raw_s2
maturity,26,-9.365212676875672,0.04473779966521726,0.046542622159242895,0.04473779966521726,24.500028848543653,2025,raw_s2
post_harvest,37,0.7954508567351327,0.13162758705406577,0.15144708311014035,-0.03284964814041107,39.36729621811271,2025,raw_s2
