ilce_id,ilce,il,year,crop,urun_tr,ekilen_alan_da,hasat_alan_da,verim_kg_da,uretim_ton
1250,Çerkezköy,Tekirdağ,2011,aycicegi_yaglik,Ayçiçeği (Yağlık),41307.0,41307.0,198.0,8194.0
1250,Çerkezköy,Tekirdağ,2011,bugday,Buğday,76796.0,76796.0,318.0,24422.0
1250,Çerkezköy,Tekirdağ,2012,aycicegi_yaglik,Ayçiçeği (Yağlık),30193.0,30193.0,160.0,4831.0
1250,Çerkezköy,Tekirdağ,2012,bugday,Buğday,80468.0,80468.0,470.0,37820.0
1250,Çerkezköy,Tekirdağ,2013,aycicegi_yaglik,Ayçiçeği (Yağlık),29700.0,29700.0,210.0,6237.0
1250,Çerkezköy,Tekirdağ,2013,bugday,Buğday,73999.0,73999.0,350.0,25900.0
1250,Çerkezköy,Tekirdağ,2014,aycicegi_yaglik,Ayçiçeği (Yağlık),8429.0,8429.0,175.0,1479.0
1250,Çerkezköy,Tekirdağ,2014,bugday,Buğday,22898.0,22898.0,374.0,8558.0
1250,Çerkezköy,Tekirdağ,2015,aycicegi_yaglik,Ayçiçeği (Yağlık),15245.0,15245.0,195.0,2967.0
1250,Çerkezköy,Tekirdağ,2015,bugday,Buğday,29847.0,29847.0,379.0,11311.0
1250,Çerkezköy,Tekirdağ,2016,aycicegi_yaglik,Ayçiçeği (Yağlık),16030.0,16030.0,181.0,2900.0
1250,Çerkezköy,Tekirdağ,2016,bugday,Buğday,30000.0,30000.0,374.0,11233.0
1250,Çerkezköy,Tekirdağ,2017,aycicegi_yaglik,Ayçiçeği (Yağlık),15941.0,15941.0,244.0,3893.0
1250,Çerkezköy,Tekirdağ,2017,bugday,Buğday,30000.0,30000.0,420.0,12598.0
1250,Çerkezköy,Tekirdağ,2018,aycicegi_yaglik,Ayçiçeği (Yağlık),16470.0,16470.0,210.0,3459.0
1250,Çerkezköy,Tekirdağ,2018,bugday,Buğday,28591.0,28591.0,343.0,9812.0
1250,Çerkezköy,Tekirdağ,2019,aycicegi_yaglik,Ayçiçeği (Yağlık),15043.0,15043.0,250.0,3755.0
1250,Çerkezköy,Tekirdağ,2019,bugday,Buğday,28476.0,28476.0,380.0,10824.0
1250,Çerkezköy,Tekirdağ,2020,aycicegi_yaglik,Ayçiçeği (Yağlık),15683.0,15683.0,245.0,3847.0
1250,Çerkezköy,Tekirdağ,2020,bugday,Buğday,28528.0,28528.0,430.0,12272.0
1250,Çerkezköy,Tekirdağ,2021,aycicegi_yaglik,Ayçiçeği (Yağlık),18500.0,18500.0,220.0,4070.0
1250,Çerkezköy,Tekirdağ,2021,bugday,Buğday,27455.0,27455.0,527.0,14481.0
1250,Çerkezköy,Tekirdağ,2022,aycicegi_yaglik,Ayçiçeği (Yağlık),18960.0,18960.0,163.0,3092.0
1250,Çerkezköy,Tekirdağ,2022,bugday,Buğday,27285.0,27285.0,382.0,10419.0
1250,Çerkezköy,Tekirdağ,2023,aycicegi_yaglik,Ayçiçeği (Yağlık),19465.0,19465.0,105.0,2035.0
1250,Çerkezköy,Tekirdağ,2023,bugday,Buğday,26591.0,26591.0,351.0,9333.0
1250,Çerkezköy,Tekirdağ,2024,aycicegi_yaglik,Ayçiçeği (Yağlık),19209.0,19209.0,140.0,2682.0
1250,Çerkezköy,Tekirdağ,2024,bugday,Buğday,26308.0,26308.0,334.0,8792.0
1250,Çerkezköy,Tekirdağ,2025,aycicegi_yaglik,Ayçiçeği (Yağlık),19242.0,19242.0,130.0,2498.0
1250,Çerkezköy,Tekirdağ,2025,bugday,Buğday,26247.0,26247.0,339.0,8888.0
1258,Çorlu,Tekirdağ,2004,aycicegi_yaglik,Ayçiçeği (Yağlık),196410.0,196410.0,188.0,36896.0
1258,Çorlu,Tekirdağ,2004,bugday,Buğday,368540.0,368540.0,444.0,163508.0
1258,Çorlu,Tekirdağ,2005,aycicegi_yaglik,Ayçiçeği (Yağlık),206040.0,206040.0,186.0,38367.0
1258,Çorlu,Tekirdağ,2005,bugday,Buğday,349650.0,349650.0,428.0,149753.0
1258,Çorlu,Tekirdağ,2006,aycicegi_yaglik,Ayçiçeği (Yağlık),208767.0,208767.0,203.0,42473.0
1258,Çorlu,Tekirdağ,2006,bugday,Buğday,326746.0,326746.0,356.0,116377.0
1258,Çorlu,Tekirdağ,2007,aycicegi_yaglik,Ayçiçeği (Yağlık),196744.0,196744.0,93.0,18360.0
1258,Çorlu,Tekirdağ,2007,bugday,Buğday,292287.0,292287.0,444.0,129736.0
1258,Çorlu,Tekirdağ,2008,aycicegi_yaglik,Ayçiçeği (Yağlık),192742.0,192742.0,194.0,37361.0
1258,Çorlu,Tekirdağ,2008,bugday,Buğday,283008.0,283008.0,477.0,135010.0
1258,Çorlu,Tekirdağ,2009,aycicegi_yaglik,Ayçiçeği (Yağlık),185621.0,185621.0,191.0,35437.0
1258,Çorlu,Tekirdağ,2009,bugday,Buğday,278899.0,278899.0,385.0,107249.0
1258,Çorlu,Tekirdağ,2010,aycicegi_yaglik,Ayçiçeği (Yağlık),210000.0,210000.0,196.0,41220.0
1258,Çorlu,Tekirdağ,2010,bugday,Buğday,286404.0,286404.0,336.0,96193.0
1258,Çorlu,Tekirdağ,2011,aycicegi_yaglik,Ayçiçeği (Yağlık),207090.0,207090.0,190.0,39367.0
1258,Çorlu,Tekirdağ,2011,bugday,Buğday,305335.0,305335.0,353.0,107887.0
1258,Çorlu,Tekirdağ,2012,aycicegi_yaglik,Ayçiçeği (Yağlık),150965.0,150965.0,180.0,27174.0
1258,Çorlu,Tekirdağ,2012,bugday,Buğday,274768.0,274768.0,470.0,129141.0
1258,Çorlu,Tekirdağ,2013,aycicegi_yaglik,Ayçiçeği (Yağlık),132000.0,132000.0,196.0,25872.0
1258,Çorlu,Tekirdağ,2013,bugday,Buğday,284775.0,284775.0,350.0,99671.0
1258,Çorlu,Tekirdağ,2014,aycicegi_yaglik,Ayçiçeği (Yağlık),63720.0,63720.0,249.0,15880.0
1258,Çorlu,Tekirdağ,2014,bugday,Buğday,101422.0,101422.0,428.0,43435.0
1258,Çorlu,Tekirdağ,2015,aycicegi_yaglik,Ayçiçeği (Yağlık),80885.0,80885.0,165.0,13379.0
1258,Çorlu,Tekirdağ,2015,bugday,Buğday,112358.0,112358.0,413.0,46411.0
1258,Çorlu,Tekirdağ,2016,aycicegi_yaglik,Ayçiçeği (Yağlık),98997.0,98997.0,181.0,17915.0
1258,Çorlu,Tekirdağ,2016,bugday,Buğday,147500.0,147500.0,412.0,60751.0
1258,Çorlu,Tekirdağ,2017,aycicegi_yaglik,Ayçiçeği (Yağlık),117000.0,117000.0,234.0,27415.0
1258,Çorlu,Tekirdağ,2017,bugday,Buğday,140000.0,140000.0,443.0,61998.0
1258,Çorlu,Tekirdağ,2018,aycicegi_yaglik,Ayçiçeği (Yağlık),103736.0,103736.0,220.0,22822.0
1258,Çorlu,Tekirdağ,2018,bugday,Buğday,131062.0,131062.0,324.0,42480.0
1258,Çorlu,Tekirdağ,2019,aycicegi_yaglik,Ayçiçeği (Yağlık),91092.0,91092.0,235.0,21407.0
1258,Çorlu,Tekirdağ,2019,bugday,Buğday,140000.0,140000.0,418.0,58538.0
1258,Çorlu,Tekirdağ,2020,aycicegi_yaglik,Ayçiçeği (Yağlık),97415.0,97415.0,267.0,25963.0
1258,Çorlu,Tekirdağ,2020,bugday,Buğday,147321.0,147321.0,391.0,57611.0
1258,Çorlu,Tekirdağ,2021,aycicegi_yaglik,Ayçiçeği (Yağlık),114393.0,114393.0,250.0,28568.0
1258,Çorlu,Tekirdağ,2021,bugday,Buğday,145008.0,145008.0,527.0,76483.0
1258,Çorlu,Tekirdağ,2022,aycicegi_yaglik,Ayçiçeği (Yağlık),126191.0,126191.0,174.0,21929.0
1258,Çorlu,Tekirdağ,2022,bugday,Buğday,145008.0,145008.0,382.0,55372.0
1258,Çorlu,Tekirdağ,2023,aycicegi_yaglik,Ayçiçeği (Yağlık),126108.0,126108.0,88.0,11147.0
1258,Çorlu,Tekirdağ,2023,bugday,Buğday,146273.0,146273.0,351.0,51340.0
1258,Çorlu,Tekirdağ,2024,aycicegi_yaglik,Ayçiçeği (Yağlık),122320.0,122320.0,160.0,19588.0
1258,Çorlu,Tekirdağ,2024,bugday,Buğday,140075.0,140075.0,431.0,60339.0
1258,Çorlu,Tekirdağ,2025,aycicegi_yaglik,Ayçiçeği (Yağlık),118000.0,118000.0,141.0,16594.0
1258,Çorlu,Tekirdağ,2025,bugday,Buğday,135744.0,135744.0,361.0,49029.0
1652,Şarköy,Tekirdağ,2004,aycicegi_yaglik,Ayçiçeği (Yağlık),23570.0,23570.0,171.0,4025.0
1652,Şarköy,Tekirdağ,2004,bugday,Buğday,42380.0,42380.0,323.0,13675.0
1652,Şarköy,Tekirdağ,2005,aycicegi_yaglik,Ayçiçeği (Yağlık),27960.0,27960.0,186.0,5207.0
1652,Şarköy,Tekirdağ,2005,bugday,Buğday,44190.0,44190.0,257.0,11345.0
1652,Şarköy,Tekirdağ,2006,aycicegi_yaglik,Ayçiçeği (Yağlık),28558.0,28558.0,212.0,6052.0
1652,Şarköy,Tekirdağ,2006,bugday,Buğday,40843.0,40843.0,317.0,12931.0
1652,Şarköy,Tekirdağ,2007,aycicegi_yaglik,Ayçiçeği (Yağlık),26355.0,26355.0,119.0,3130.0
1652,Şarköy,Tekirdağ,2007,bugday,Buğday,39414.0,39414.0,444.0,17495.0
1652,Şarköy,Tekirdağ,2008,aycicegi_yaglik,Ayçiçeği (Yağlık),24727.0,24727.0,149.0,3687.0
1652,Şarköy,Tekirdağ,2008,bugday,Buğday,40430.0,40430.0,437.0,17680.0
1652,Şarköy,Tekirdağ,2009,aycicegi_yaglik,Ayçiçeği (Yağlık),24374.0,24374.0,165.0,4015.0
1652,Şarköy,Tekirdağ,2009,bugday,Buğday,35416.0,35416.0,385.0,13619.0
1652,Şarköy,Tekirdağ,2010,aycicegi_yaglik,Ayçiçeği (Yağlık),25945.0,25945.0,193.0,5002.0
1652,Şarköy,Tekirdağ,2010,bugday,Buğday,35867.0,35867.0,315.0,11293.0
1652,Şarköy,Tekirdağ,2011,aycicegi_yaglik,Ayçiçeği (Yağlık),26430.0,26430.0,207.0,5461.0
1652,Şarköy,Tekirdağ,2011,bugday,Buğday,39046.0,39046.0,318.0,12417.0
1652,Şarköy,Tekirdağ,2012,aycicegi_yaglik,Ayçiçeği (Yağlık),18926.0,18926.0,169.0,3195.0
1652,Şarköy,Tekirdağ,2012,bugday,Buğday,29734.0,29734.0,480.0,14272.0
1652,Şarköy,Tekirdağ,2013,aycicegi_yaglik,Ayçiçeği (Yağlık),14771.0,14771.0,224.0,3304.0
1652,Şarköy,Tekirdağ,2013,bugday,Buğday,30376.0,30376.0,388.0,11786.0
1652,Şarköy,Tekirdağ,2014,aycicegi_yaglik,Ayçiçeği (Yağlık),17426.0,17426.0,232.0,4048.0
1652,Şarköy,Tekirdağ,2014,bugday,Buğday,30542.0,30542.0,389.0,11892.0
1652,Şarköy,Tekirdağ,2015,aycicegi_yaglik,Ayçiçeği (Yağlık),17387.0,17387.0,198.0,3434.0
1652,Şarköy,Tekirdağ,2015,bugday,Buğday,31595.0,31595.0,417.0,13170.0
1652,Şarköy,Tekirdağ,2016,aycicegi_yaglik,Ayçiçeği (Yağlık),25774.0,25774.0,218.0,5627.0
1652,Şarköy,Tekirdağ,2016,bugday,Buğday,41000.0,41000.0,412.0,16887.0
1652,Şarköy,Tekirdağ,2017,aycicegi_yaglik,Ayçiçeği (Yağlık),26140.0,26140.0,205.0,5359.0
1652,Şarköy,Tekirdağ,2017,bugday,Buğday,41800.0,41800.0,420.0,17554.0
1652,Şarköy,Tekirdağ,2018,aycicegi_yaglik,Ayçiçeği (Yağlık),22772.0,22772.0,260.0,5912.0
1652,Şarköy,Tekirdağ,2018,bugday,Buğday,38475.0,38466.0,351.0,13494.0
1652,Şarköy,Tekirdağ,2018,bugday_hasil,Buğday (Hasıl/Yeşilot),1000.0,1000.0,2500.0,2500.0
1652,Şarköy,Tekirdağ,2019,aycicegi_yaglik,Ayçiçeği (Yağlık),21122.0,21122.0,230.0,4855.0
1652,Şarköy,Tekirdağ,2019,bugday,Buğday,37500.0,37500.0,380.0,14254.0
1652,Şarköy,Tekirdağ,2019,bugday_hasil,Buğday (Hasıl/Yeşilot),1000.0,1000.0,2500.0,2500.0
1652,Şarköy,Tekirdağ,2020,aycicegi_yaglik,Ayçiçeği (Yağlık),22317.0,22317.0,245.0,5470.0
1652,Şarköy,Tekirdağ,2020,bugday,Buğday,39693.0,39693.0,352.0,13980.0
1652,Şarköy,Tekirdağ,2020,bugday_hasil,Buğday (Hasıl/Yeşilot),1000.0,1000.0,2000.0,2000.0
1652,Şarköy,Tekirdağ,2021,aycicegi_yaglik,Ayçiçeği (Yağlık),26387.0,26387.0,250.0,6597.0
1652,Şarköy,Tekirdağ,2021,bugday,Buğday,38177.0,38177.0,527.0,20127.0
1652,Şarköy,Tekirdağ,2021,bugday_hasil,Buğday (Hasıl/Yeşilot),750.0,750.0,2500.0,1875.0
1652,Şarköy,Tekirdağ,2022,aycicegi_yaglik,Ayçiçeği (Yağlık),26880.0,26880.0,193.0,5177.0
1652,Şarköy,Tekirdağ,2022,bugday,Buğday,37952.0,37952.0,398.0,15104.0
1652,Şarköy,Tekirdağ,2022,bugday_hasil,Buğday (Hasıl/Yeşilot),450.0,450.0,2500.0,1125.0
1652,Şarköy,Tekirdağ,2023,aycicegi_yaglik,Ayçiçeği (Yağlık),27181.0,27181.0,107.0,2896.0
1652,Şarköy,Tekirdağ,2023,bugday,Buğday,37278.0,37278.0,355.0,13224.0
1652,Şarköy,Tekirdağ,2023,bugday_hasil,Buğday (Hasıl/Yeşilot),150.0,150.0,2253.0,338.0
1652,Şarköy,Tekirdağ,2024,aycicegi_yaglik,Ayçiçeği (Yağlık),28393.0,28393.0,150.0,4256.0
1652,Şarköy,Tekirdağ,2024,bugday,Buğday,36131.0,36131.0,446.0,16101.0
1652,Şarköy,Tekirdağ,2024,bugday_hasil,Buğday (Hasıl/Yeşilot),275.0,275.0,2251.0,619.0
1652,Şarköy,Tekirdağ,2025,aycicegi_yaglik,Ayçiçeği (Yağlık),28435.0,28435.0,151.0,4282.0
1652,Şarköy,Tekirdağ,2025,bugday,Buğday,34776.0,34776.0,414.0,14400.0
1652,Şarköy,Tekirdağ,2025,bugday_hasil,Buğday (Hasıl/Yeşilot),300.0,300.0,2000.0,600.0
2048,Arnavutköy,İstanbul,2009,aycicegi_yaglik,Ayçiçeği (Yağlık),32812.0,32812.0,195.0,6387.0
2048,Arnavutköy,İstanbul,2009,bugday,Buğday,35416.0,35416.0,433.0,15352.0
2048,Arnavutköy,İstanbul,2010,aycicegi_yaglik,Ayçiçeği (Yağlık),32000.0,32000.0,210.0,6730.0
2048,Arnavutköy,İstanbul,2010,bugday,Buğday,30843.0,30843.0,350.0,10791.0
2048,Arnavutköy,İstanbul,2011,aycicegi_yaglik,Ayçiçeği (Yağlık),28896.0,28896.0,219.0,6329.0
2048,Arnavutköy,İstanbul,2011,bugday,Buğday,44375.0,44375.0,353.0,15680.0
2048,Arnavutköy,İstanbul,2012,aycicegi_yaglik,Ayçiçeği (Yağlık),23565.0,23565.0,191.0,4501.0
2048,Arnavutköy,İstanbul,2012,bugday,Buğday,40626.0,40626.0,432.0,17550.0
2048,Arnavutköy,İstanbul,2013,aycicegi_yaglik,Ayçiçeği (Yağlık),19470.0,19470.0,220.0,4283.0
2048,Arnavutköy,İstanbul,2013,bugday,Buğday,41767.0,41767.0,412.0,17208.0
2048,Arnavutköy,İstanbul,2014,aycicegi_yaglik,Ayçiçeği (Yağlık),12760.0,12760.0,254.0,3239.0
2048,Arnavutköy,İstanbul,2014,bugday,Buğday,25747.0,25747.0,467.0,12030.0
2048,Arnavutköy,İstanbul,2015,aycicegi_yaglik,Ayçiçeği (Yağlık),13859.0,13859.0,243.0,3371.0
2048,Arnavutköy,İstanbul,2015,bugday,Buğday,24683.0,24683.0,455.0,11225.0
2048,Arnavutköy,İstanbul,2016,aycicegi_yaglik,Ayçiçeği (Yağlık),15479.0,15479.0,249.0,3852.0
2048,Arnavutköy,İstanbul,2016,bugday,Buğday,25620.0,25620.0,468.0,11991.0
2048,Arnavutköy,İstanbul,2017,aycicegi_yaglik,Ayçiçeği (Yağlık),14850.0,14850.0,322.0,4784.0
2048,Arnavutköy,İstanbul,2017,bugday,Buğday,26215.0,26215.0,496.0,13010.0
2048,Arnavutköy,İstanbul,2018,aycicegi_yaglik,Ayçiçeği (Yağlık),15924.0,15924.0,270.0,4300.0
2048,Arnavutköy,İstanbul,2018,bugday,Buğday,27887.0,27887.0,458.0,12760.0
2048,Arnavutköy,İstanbul,2019,aycicegi_yaglik,Ayçiçeği (Yağlık),14506.0,14506.0,320.0,4642.0
2048,Arnavutköy,İstanbul,2019,bugday,Buğday,28500.0,28500.0,494.0,14083.0
2048,Arnavutköy,İstanbul,2020,aycicegi_yaglik,Ayçiçeği (Yağlık),15343.0,15343.0,341.0,5237.0
2048,Arnavutköy,İstanbul,2020,bugday,Buğday,32519.0,32519.0,508.0,16532.0
2048,Arnavutköy,İstanbul,2020,bugday_hasil,Buğday (Hasıl/Yeşilot),20.0,20.0,1250.0,25.0
2048,Arnavutköy,İstanbul,2021,aycicegi_yaglik,Ayçiçeği (Yağlık),19000.0,19000.0,320.0,6080.0
2048,Arnavutköy,İstanbul,2021,bugday,Buğday,30000.0,30000.0,571.0,17142.0
2048,Arnavutköy,İstanbul,2021,bugday_hasil,Buğday (Hasıl/Yeşilot),15.0,15.0,1267.0,19.0
2048,Arnavutköy,İstanbul,2022,aycicegi_yaglik,Ayçiçeği (Yağlık),18500.0,18500.0,280.0,5186.0
2048,Arnavutköy,İstanbul,2022,bugday,Buğday,30500.0,30500.0,501.0,15286.0
2048,Arnavutköy,İstanbul,2023,aycicegi_yaglik,Ayçiçeği (Yağlık),20000.0,20000.0,229.0,4580.0
2048,Arnavutköy,İstanbul,2023,bugday,Buğday,28300.0,28300.0,453.0,12809.0
2048,Arnavutköy,İstanbul,2024,aycicegi_yaglik,Ayçiçeği (Yağlık),23600.0,23600.0,210.0,4956.0
2048,Arnavutköy,İstanbul,2024,bugday,Buğday,29050.0,29050.0,442.0,12838.0
2048,Arnavutköy,İstanbul,2025,aycicegi_yaglik,Ayçiçeği (Yağlık),22500.0,22500.0,211.0,4748.0
2048,Arnavutköy,İstanbul,2025,bugday,Buğday,28500.0,28000.0,474.0,13274.0
1325,Eyüp,İstanbul,2005,bugday,Buğday,145690.0,145690.0,389.0,56725.0
1336,Gaziosmanpaşa,İstanbul,2004,aycicegi_yaglik,Ayçiçeği (Yağlık),2310.0,2310.0,154.0,355.0
1336,Gaziosmanpaşa,İstanbul,2004,durum_bugdayi,Durum Buğdayı,6220.0,6220.0,402.0,2501.0
1336,Gaziosmanpaşa,İstanbul,2005,aycicegi_yaglik,Ayçiçeği (Yağlık),1960.0,1960.0,186.0,365.0
1336,Gaziosmanpaşa,İstanbul,2005,durum_bugdayi,Durum Buğdayı,6120.0,6120.0,358.0,2194.0
1336,Gaziosmanpaşa,İstanbul,2006,durum_bugdayi,Durum Buğdayı,3143.0,3143.0,338.0,1063.0
1336,Gaziosmanpaşa,İstanbul,2007,aycicegi_yaglik,Ayçiçeği (Yağlık),2288.0,2288.0,170.0,388.0
1336,Gaziosmanpaşa,İstanbul,2007,durum_bugdayi,Durum Buğdayı,3224.0,3224.0,358.0,1155.0
1336,Gaziosmanpaşa,İstanbul,2008,aycicegi_yaglik,Ayçiçeği (Yağlık),1249.0,1249.0,201.0,251.0
1336,Gaziosmanpaşa,İstanbul,2008,bugday,Buğday,2460.0,2460.0,493.0,1213.0
1622,Silivri,İstanbul,2004,aycicegi_yaglik,Ayçiçeği (Yağlık),86010.0,73150.0,201.0,14669.0
1622,Silivri,İstanbul,2004,bugday,Buğday,247310.0,247310.0,476.0,117643.0
1622,Silivri,İstanbul,2005,aycicegi_yaglik,Ayçiçeği (Yağlık),112830.0,112830.0,197.0,22271.0
1622,Silivri,İstanbul,2005,bugday,Buğday,242810.0,242810.0,409.0,99344.0
1622,Silivri,İstanbul,2006,aycicegi_yaglik,Ayçiçeği (Yağlık),113246.0,113246.0,233.0,26399.0
1622,Silivri,İstanbul,2006,bugday,Buğday,232064.0,232064.0,396.0,91838.0
1622,Silivri,İstanbul,2007,aycicegi_yaglik,Ayçiçeği (Yağlık),103314.0,103314.0,165.0,17092.0
1622,Silivri,İstanbul,2007,bugday,Buğday,217001.0,217001.0,383.0,83185.0
1622,Silivri,İstanbul,2008,aycicegi_yaglik,Ayçiçeği (Yağlık),75216.0,75216.0,224.0,16823.0
1622,Silivri,İstanbul,2008,bugday,Buğday,220526.0,220526.0,457.0,100819.0
1622,Silivri,İstanbul,2009,aycicegi_yaglik,Ayçiçeği (Yağlık),74998.0,74998.0,225.0,16845.0
1622,Silivri,İstanbul,2009,bugday,Buğday,212494.0,212494.0,371.0,78742.0
1622,Silivri,İstanbul,2010,aycicegi_yaglik,Ayçiçeği (Yağlık),113000.0,113000.0,224.0,25349.0
1622,Silivri,İstanbul,2010,bugday,Buğday,194754.0,194754.0,332.0,64730.0
1622,Silivri,İstanbul,2011,aycicegi_yaglik,Ayçiçeği (Yağlık),101137.0,101137.0,248.0,25077.0
1622,Silivri,İstanbul,2011,bugday,Buğday,202631.0,202631.0,389.0,78758.0
1622,Silivri,İstanbul,2012,aycicegi_yaglik,Ayçiçeği (Yağlık),77323.0,77323.0,213.0,16470.0
1622,Silivri,İstanbul,2012,bugday,Buğday,185076.0,185076.0,432.0,79953.0
1622,Silivri,İstanbul,2013,aycicegi_yaglik,Ayçiçeği (Yağlık),69300.0,69300.0,180.0,12474.0
1622,Silivri,İstanbul,2013,bugday,Buğday,204089.0,204089.0,388.0,79187.0
1622,Silivri,İstanbul,2014,aycicegi_yaglik,Ayçiçeği (Yağlık),82362.0,82362.0,231.0,19006.0
1622,Silivri,İstanbul,2014,bugday,Buğday,213983.0,213983.0,428.0,91641.0
1622,Silivri,İstanbul,2015,aycicegi_yaglik,Ayçiçeği (Yağlık),92392.0,92392.0,224.0,20676.0
1622,Silivri,İstanbul,2015,bugday,Buğday,202403.0,202403.0,455.0,92041.0
1622,Silivri,İstanbul,2016,aycicegi_yaglik,Ayçiçeği (Yağlık),98997.0,98997.0,226.0,22394.0
1622,Silivri,İstanbul,2016,bugday,Buğday,205326.0,205326.0,449.0,92256.0
1622,Silivri,İstanbul,2017,aycicegi_yaglik,Ayçiçeği (Yağlık),101700.0,101475.0,264.0,26750.0
1622,Silivri,İstanbul,2017,bugday,Buğday,212500.0,211500.0,473.0,100122.0
1622,Silivri,İstanbul,2018,aycicegi_yaglik,Ayçiçeği (Yağlık),101006.0,101006.0,250.0,25252.0
1622,Silivri,İstanbul,2018,bugday,Buğday,209030.0,209030.0,458.0,95647.0
1622,Silivri,İstanbul,2019,aycicegi_yaglik,Ayçiçeği (Yağlık),94719.0,94719.0,210.0,19891.0
1622,Silivri,İstanbul,2019,bugday,Buğday,212000.0,212000.0,494.0,104759.0
1622,Silivri,İstanbul,2020,aycicegi_yaglik,Ayçiçeği (Yağlık),97750.0,97750.0,245.0,23982.0
1622,Silivri,İstanbul,2020,bugday,Buğday,232124.0,232124.0,430.0,99851.0
1622,Silivri,İstanbul,2021,aycicegi_yaglik,Ayçiçeği (Yağlık),106985.0,106985.0,250.0,26746.0
1622,Silivri,İstanbul,2021,bugday,Buğday,218200.0,218200.0,527.0,115088.0
1622,Silivri,İstanbul,2022,aycicegi_yaglik,Ayçiçeği (Yağlık),110585.0,110585.0,242.0,26724.0
1622,Silivri,İstanbul,2022,bugday,Buğday,207640.0,207640.0,438.0,90852.0
1622,Silivri,İstanbul,2023,aycicegi_yaglik,Ayçiçeği (Yağlık),115701.0,115701.0,187.0,21679.0
1622,Silivri,İstanbul,2023,bugday,Buğday,208513.0,208513.0,418.0,87116.0
1622,Silivri,İstanbul,2024,aycicegi_yaglik,Ayçiçeği (Yağlık),123000.0,123000.0,170.0,20910.0
1622,Silivri,İstanbul,2024,bugday,Buğday,179660.0,179450.0,446.0,79966.0
1622,Silivri,İstanbul,2025,aycicegi_yaglik,Ayçiçeği (Yağlık),113000.0,112997.0,181.0,20439.0
1622,Silivri,İstanbul,2025,bugday,Buğday,176000.0,175900.0,451.0,79416.0
1237,Çatalca,İstanbul,2004,aycicegi_yaglik,Ayçiçeği (Yağlık),53030.0,53030.0,222.0,11773.0
1237,Çatalca,İstanbul,2004,bugday,Buğday,146450.0,146450.0,428.0,62610.0
1237,Çatalca,İstanbul,2005,aycicegi_yaglik,Ayçiçeği (Yağlık),53960.0,53960.0,223.0,12058.0
1237,Çatalca,İstanbul,2005,bugday,Buğday,5050.0,5050.0,350.0,1770.0
1237,Çatalca,İstanbul,2006,aycicegi_yaglik,Ayçiçeği (Yağlık),53177.0,53177.0,220.0,11720.0
1237,Çatalca,İstanbul,2006,bugday,Buğday,131812.0,131812.0,360.0,47469.0
1237,Çatalca,İstanbul,2007,aycicegi_yaglik,Ayçiçeği (Yağlık),50330.0,50330.0,187.0,9394.0
1237,Çatalca,İstanbul,2007,bugday,Buğday,125772.0,125772.0,412.0,51766.0
1237,Çatalca,İstanbul,2008,aycicegi_yaglik,Ayçiçeği (Yağlık),54532.0,54532.0,201.0,10977.0
1237,Çatalca,İstanbul,2008,bugday,Buğday,128640.0,128640.0,493.0,63414.0
1237,Çatalca,İstanbul,2009,aycicegi_yaglik,Ayçiçeği (Yağlık),28124.0,28124.0,195.0,5474.0
1237,Çatalca,İstanbul,2009,bugday,Buğday,61978.0,61978.0,433.0,26866.0
1237,Çatalca,İstanbul,2010,aycicegi_yaglik,Ayçiçeği (Yağlık),40000.0,40000.0,245.0,9814.0
1237,Çatalca,İstanbul,2010,bugday,Buğday,52875.0,52875.0,385.0,20349.0
1237,Çatalca,İstanbul,2011,aycicegi_yaglik,Ayçiçeği (Yağlık),38528.0,38528.0,215.0,8279.0
1237,Çatalca,İstanbul,2011,bugday,Buğday,74020.0,74020.0,389.0,28770.0
1237,Çatalca,İstanbul,2012,aycicegi_yaglik,Ayçiçeği (Yağlık),33139.0,33139.0,180.0,5965.0
1237,Çatalca,İstanbul,2012,bugday,Buğday,66808.0,66808.0,432.0,28861.0
1237,Çatalca,İstanbul,2013,aycicegi_yaglik,Ayçiçeği (Yağlık),21872.0,21872.0,200.0,4374.0
1237,Çatalca,İstanbul,2013,bugday,Buğday,63418.0,63418.0,357.0,22640.0
1237,Çatalca,İstanbul,2014,aycicegi_yaglik,Ayçiçeği (Yağlık),47319.0,47319.0,203.0,9609.0
1237,Çatalca,İstanbul,2014,bugday,Buğday,65187.0,65187.0,333.0,21725.0
1237,Çatalca,İstanbul,2015,aycicegi_yaglik,Ayçiçeği (Yağlık),43944.0,43944.0,198.0,8683.0
1237,Çatalca,İstanbul,2015,bugday,Buğday,71272.0,71272.0,379.0,27009.0
1237,Çatalca,İstanbul,2016,aycicegi_yaglik,Ayçiçeği (Yağlık),47108.0,47108.0,183.0,8611.0
1237,Çatalca,İstanbul,2016,bugday,Buğday,72187.0,72187.0,374.0,27029.0
1237,Çatalca,İstanbul,2017,aycicegi_yaglik,Ayçiçeği (Yağlık),47227.0,47227.0,197.0,9314.0
1237,Çatalca,İstanbul,2017,bugday,Buğday,72187.0,72187.0,458.0,33070.0
1237,Çatalca,İstanbul,2018,aycicegi_yaglik,Ayçiçeği (Yağlık),47750.0,47750.0,202.0,9645.0
1237,Çatalca,İstanbul,2018,bugday,Buğday,71008.0,71008.0,458.0,32492.0
