date,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,GWETROOT,WS10M,RH2M
2004-02-21,-0.14,-6.84,-4.36,0.03,14.03,0.8,4.96,68.82
2004-02-22,3.09,-7.38,-2.38,0.0,6.69,0.8,2.92,79.31
2004-02-23,4.62,-0.93,2.19,0.38,3.98,0.8,3.92,93.26
2004-02-24,12.19,3.54,7.42,2.74,4.96,0.8,3.6,97.11
2004-02-25,15.57,4.04,9.62,0.08,5.36,0.8,5.27,92.21
2004-02-26,16.7,3.62,10.95,0.23,10.26,0.8,6.53,86.63
2004-02-27,18.5,9.89,13.86,4.26,8.03,0.8,9.82,88.07
2004-02-28,19.35,9.27,13.34,0.61,13.67,0.8,5.76,83.68
2004-02-29,17.09,5.75,11.46,0.0,12.77,0.8,5.91,80.66
2004-03-01,15.94,2.77,8.56,0.0,15.81,0.8,2.6,73.54
2004-03-02,14.92,1.69,7.89,0.0,14.24,0.79,3.72,82.12
2004-03-03,7.96,1.7,4.26,0.52,8.07,0.79,3.83,82.06
2004-03-04,4.67,0.91,2.34,6.5,2.33,0.8,5.16,83.67
2004-03-05,4.54,-4.59,-0.23,0.08,12.17,0.8,5.16,73.86
2004-03-06,2.57,-5.48,-1.44,0.33,10.94,0.8,2.01,78.53
2004-03-07,5.76,-6.02,-1.25,0.0,17.98,0.8,2.65,73.55
2004-03-08,10.05,-4.23,2.49,0.96,18.01,0.79,3.6,72.11
2004-03-09,13.17,2.1,7.91,14.89,2.3,0.81,5.86,89.09
2004-03-10,10.1,0.53,5.8,1.72,6.76,0.82,4.85,81.52
2004-03-11,9.24,-1.95,2.92,0.01,7.03,0.81,3.85,80.64
2004-03-12,9.91,-1.06,3.33,0.07,7.22,0.81,4.11,81.48
2004-03-13,9.57,-0.31,3.72,0.24,9.96,0.81,4.56,83.54
2004-03-14,11.52,-1.48,3.72,0.0,16.82,0.8,3.51,78.15
2004-03-15,12.39,-1.83,5.42,0.0,16.12,0.8,1.27,73.03
2004-03-16,14.61,0.88,6.85,0.0,16.07,0.8,2.89,79.73
2004-03-17,14.89,1.19,7.73,0.0,15.27,0.8,1.43,80.54
2004-03-18,15.79,4.74,9.55,0.01,8.63,0.79,3.83,84.13
2004-03-19,17.75,4.54,9.95,0.0,18.47,0.79,1.53,82.31
2004-03-20,20.32,5.32,11.52,0.0,18.6,0.79,4.73,81.38
2004-03-21,20.52,7.14,12.84,0.0,17.94,0.79,5.99,83.99
2004-03-22,19.31,9.08,13.07,0.0,17.16,0.78,7.25,83.62
2004-03-23,17.51,9.37,12.76,0.0,13.59,0.78,6.34,83.77
2004-03-24,18.58,7.91,11.9,1.82,13.21,0.78,6.95,79.33
2004-03-25,15.83,7.05,11.01,0.07,18.65,0.78,7.42,77.38
2004-03-26,16.82,6.7,11.7,0.37,6.77,0.77,4.81,85.78
2004-03-27,20.57,10.35,14.53,1.07,12.86,0.77,5.11,85.02
2004-03-28,11.57,7.36,9.06,3.94,5.04,0.77,3.42,84.79
2004-03-29,14.71,3.24,8.79,3.06,12.87,0.78,4.5,73.03
2004-03-30,14.06,1.81,6.99,0.0,18.94,0.78,3.75,73.61
2004-03-31,14.17,-0.18,6.42,0.0,19.85,0.77,3.92,75.24
2004-04-01,13.48,1.06,6.67,0.25,12.23,0.77,3.04,78.96
2004-04-02,13.01,-1.07,5.46,0.05,16.42,0.77,5.3,74.84
2004-04-03,11.71,-3.24,3.51,0.0,23.77,0.76,4.26,66.87
2004-04-04,11.96,-3.59,3.95,0.0,23.06,0.76,2.55,70.16
2004-04-05,16.42,-1.51,7.51,0.0,22.93,0.76,3.19,72.83
2004-04-06,18.03,4.8,11.18,0.01,19.59,0.75,4.97,84.28
2004-04-07,19.04,8.36,13.17,0.0,17.71,0.75,6.78,79.13
2004-04-08,20.82,10.05,14.8,0.31,19.29,0.75,7.04,79.96
2004-04-09,21.56,9.07,14.69,0.1,19.52,0.74,4.06,77.59
2004-04-10,23.82,8.8,15.51,0.0,18.57,0.74,5.7,70.32
2004-04-11,22.91,11.22,15.91,0.01,13.43,0.73,4.63,67.87
2004-04-12,22.33,9.74,15.18,0.05,8.2,0.73,3.75,80.32
2004-04-13,23.61,11.56,16.43,0.12,12.11,0.73,4.11,76.82
2004-04-14,18.02,8.79,13.25,5.62,11.28,0.73,3.12,76.62
2004-04-15,13.22,1.83,7.87,1.91,15.37,0.73,5.84,66.0
2004-04-16,17.05,0.52,9.0,0.0,26.04,0.73,2.48,59.26
2004-04-17,16.98,5.86,10.74,0.66,14.14,0.73,2.65,63.45
2004-04-18,16.91,5.96,11.81,2.97,14.63,0.72,3.53,78.72
2004-04-19,17.13,5.41,10.99,0.6,12.11,0.73,4.1,75.94
2004-04-20,17.88,4.33,11.21,0.09,20.88,0.72,2.63,79.18
2004-04-21,13.6,7.72,10.1,3.88,10.29,0.73,5.46,83.18
2004-04-22,18.85,4.95,11.41,0.01,21.12,0.72,5.53,69.37
2004-04-23,21.13,3.36,12.84,0.0,25.18,0.72,2.8,62.6
2004-04-24,20.05,8.08,13.97,0.26,20.58,0.71,2.68,72.54
2004-04-25,19.04,6.05,11.94,0.0,22.64,0.71,3.76,71.06
2004-04-26,19.1,6.68,12.01,0.13,16.96,0.71,4.21,71.52
2004-04-27,16.09,8.61,11.2,1.59,10.52,0.7,7.31,75.05
2004-04-28,18.32,5.67,12.23,0.58,12.61,0.7,3.33,73.02
2004-04-29,20.77,7.02,13.67,0.0,24.35,0.7,1.79,71.44
2004-04-30,22.42,7.5,14.21,0.0,27.34,0.69,2.48,57.62
2004-05-01,21.65,5.61,13.58,0.0,24.6,0.69,3.46,68.19
2004-05-02,21.95,8.07,14.5,0.0,16.61,0.68,3.25,70.01
2004-05-03,24.36,7.31,15.25,0.0,21.09,0.68,2.42,70.47
2004-05-04,25.31,7.87,16.53,0.04,24.02,0.68,3.04,70.35
2004-05-05,22.05,11.9,17.31,6.93,10.58,0.68,6.71,78.82
2004-05-06,23.93,13.07,18.39,0.17,21.55,0.68,7.16,72.82
2004-05-07,23.99,11.66,17.68,0.01,26.5,0.68,7.24,63.97
2004-05-08,24.98,10.06,16.77,0.0,25.99,0.67,3.95,61.47
2004-05-09,27.44,9.59,18.48,0.61,26.62,0.67,3.31,68.03
2004-05-10,22.49,13.72,18.16,10.14,18.97,0.67,1.68,73.57
2004-05-11,22.22,9.96,16.16,0.88,23.21,0.68,4.34,67.52
2004-05-12,24.68,9.23,17.23,0.0,26.42,0.68,2.92,59.16
2004-05-13,25.49,11.11,18.64,0.0,22.88,0.67,3.48,55.23
2004-05-14,21.27,11.21,16.12,3.04,12.22,0.67,2.3,73.89
2004-05-15,19.37,8.01,13.77,0.45,15.56,0.67,4.31,72.08
2004-05-16,19.98,5.76,13.66,0.4,24.22,0.67,2.35,66.6
2004-05-17,19.66,7.17,13.3,3.25,24.6,0.66,3.21,69.65
2004-05-18,19.5,8.37,13.84,0.79,18.54,0.67,3.47,67.93
2004-05-19,21.93,7.09,15.27,0.0,23.08,0.66,2.03,63.24
2004-05-20,24.76,9.9,18.51,0.0,23.36,0.66,2.07,56.9
2004-05-21,27.66,12.66,20.31,0.0,26.6,0.65,2.19,53.76
2004-05-22,27.92,13.57,20.36,0.0,28.51,0.65,3.7,52.44
2004-05-23,27.46,13.39,20.46,0.03,23.37,0.65,3.18,63.76
2004-05-24,18.73,6.73,14.02,8.4,7.21,0.65,4.73,78.42
2004-05-25,20.92,3.74,12.73,0.0,27.6,0.66,2.68,60.23
2004-05-26,22.94,5.5,14.22,0.0,31.1,0.65,3.85,58.59
2004-05-27,23.35,6.05,14.86,0.0,30.45,0.65,4.01,62.18
2004-05-28,23.5,7.89,14.97,0.0,30.32,0.65,4.61,63.28
2004-05-29,22.98,8.8,16.36,0.0,20.31,0.64,5.25,68.04
2004-05-30,25.38,11.49,18.41,1.42,24.05,0.64,3.87,60.6
2004-05-31,19.63,13.74,16.04,7.98,8.7,0.65,4.58,83.59
2004-06-01,24.74,12.8,19.18,8.31,22.08,0.66,2.66,69.74
2004-06-02,22.41,14.46,18.69,0.76,19.72,0.66,2.47,74.14
2004-06-03,22.39,12.99,17.65,0.63,20.73,0.66,4.32,72.74
2004-06-04,23.91,12.74,17.98,0.02,23.87,0.66,5.1,68.89
2004-06-05,21.94,14.03,18.04,6.19,9.43,0.66,4.27,82.59
2004-06-06,24.76,14.74,19.67,4.8,22.89,0.66,3.2,71.59
2004-06-07,23.27,13.24,18.73,2.16,15.43,0.66,1.98,73.92
2004-06-08,25.07,13.22,19.54,2.33,19.7,0.66,3.7,68.93
2004-06-09,28.86,13.76,21.61,0.06,25.76,0.66,3.53,61.92
2004-06-10,24.2,14.77,20.24,5.97,13.65,0.66,3.35,69.25
2004-06-11,28.01,13.2,20.87,0.25,27.74,0.66,1.48,60.5
2004-06-12,32.97,15.52,24.41,0.0,29.2,0.65,2.62,61.37
2004-06-13,34.83,17.45,26.47,0.0,29.85,0.65,2.72,53.64
2004-06-14,29.66,18.44,24.13,1.29,21.49,0.64,2.88,62.4
2004-06-15,30.01,16.11,23.16,0.13,27.14,0.64,2.94,63.62
2004-06-16,31.79,16.36,24.22,0.26,26.63,0.64,2.13,64.06
2004-06-17,31.12,17.48,24.72,0.57,24.0,0.63,3.7,60.37
2004-06-18,29.08,16.69,22.3,4.0,15.54,0.63,4.65,71.8
2004-06-19,25.35,17.41,21.33,26.81,16.05,0.66,2.74,80.57
2004-06-20,28.4,16.07,22.29,0.08,23.22,0.67,2.25,72.24
2004-06-21,29.66,15.95,23.19,8.93,25.08,0.67,2.19,69.7
2004-06-22,28.88,18.27,23.61,4.9,20.69,0.67,2.23,67.69
2004-06-23,22.82,16.08,19.51,5.66,11.24,0.68,3.9,80.09
2004-06-24,28.9,13.94,21.7,0.0,28.83,0.68,2.65,61.87
2004-06-25,31.03,15.96,23.66,0.0,29.48,0.67,1.51,57.2
2004-06-26,31.85,18.71,25.11,0.79,25.87,0.66,2.43,62.12
2004-06-27,28.82,16.5,22.15,1.66,25.79,0.65,3.62,64.36
2004-06-28,29.91,14.65,22.59,0.0,28.37,0.65,2.11,62.28
2004-06-29,33.3,16.82,25.55,2.51,28.05,0.65,1.69,56.65
2004-06-30,29.9,17.16,23.23,1.44,25.26,0.65,4.7,59.81
2004-07-01,29.88,15.29,22.62,0.0,27.28,0.64,2.2,57.94
2004-07-02,31.46,14.99,23.54,0.0,30.37,0.64,2.28,57.1
2004-07-03,34.75,15.7,25.37,0.0,29.18,0.63,2.53,56.87
2004-07-04,31.75,17.9,24.6,0.0,27.25,0.63,4.01,60.58
2004-07-05,30.81,15.33,22.85,0.0,30.87,0.63,5.14,55.81
2004-07-06,31.18,14.73,22.56,0.0,31.2,0.62,5.81,59.62
2004-07-07,31.83,14.28,22.39,0.0,30.97,0.62,5.46,57.94
2004-07-08,32.9,14.53,23.78,0.0,29.83,0.62,5.51,60.16
2004-07-09,34.66,17.64,25.72,0.0,28.79,0.61,3.97,61.53
2004-07-10,36.5,16.56,26.33,0.0,29.32,0.61,2.78,54.35
2004-07-11,36.65,19.15,27.97,0.0,28.95,0.61,1.78,49.7
2004-07-12,33.23,18.46,25.95,1.96,23.54,0.61,2.98,54.13
2004-07-13,30.94,17.77,24.71,2.71,21.68,0.61,4.48,57.53
2004-07-14,28.55,14.46,21.64,0.31,24.91,0.61,3.58,53.53
2004-07-15,27.27,14.7,21.1,2.0,24.18,0.61,3.06,54.85
2004-07-16,25.63,13.89,19.83,0.47,21.25,0.61,4.25,58.69
2004-07-17,28.65,13.21,21.02,0.23,26.62,0.61,3.8,57.87
2004-07-18,31.21,13.67,22.47,0.0,29.62,0.61,4.08,53.29
2004-07-19,32.73,14.59,23.57,0.0,29.73,0.61,4.52,51.59
2004-07-20,32.34,16.47,23.98,0.0,28.97,0.6,5.57,54.42
2004-07-21,32.4,16.25,24.05,0.0,28.83,0.6,4.93,57.6
2004-07-22,34.68,15.04,25.08,0.02,29.22,0.6,3.18,49.23
2004-07-23,35.97,18.83,27.68,0.01,26.46,0.6,3.45,46.69
2004-07-24,34.52,19.7,26.78,3.56,24.9,0.6,2.47,54.4
2004-07-25,32.01,18.49,25.34,0.15,24.7,0.61,2.66,57.47
2004-07-26,33.57,17.75,25.9,0.03,25.69,0.6,2.94,56.39
2004-07-27,35.5,18.89,27.16,0.14,26.52,0.6,3.52,55.53
2004-07-28,32.06,21.78,26.38,8.06,20.84,0.61,2.89,63.19
2004-07-29,29.63,19.37,24.64,1.65,18.77,0.61,2.97,69.42
2004-07-30,28.39,19.15,22.97,7.94,10.77,0.62,4.21,73.95
2004-07-31,30.99,16.23,23.65,0.0,20.29,0.62,2.99,58.74
2004-08-01,31.71,17.08,24.46,0.59,24.21,0.62,2.97,57.32
2004-08-02,31.61,18.79,24.99,0.1,19.5,0.61,2.89,59.37
2004-08-03,32.1,18.06,25.17,0.11,22.08,0.61,2.26,57.91
2004-08-04,31.68,19.3,25.87,0.0,22.49,0.61,2.11,51.98
2004-08-05,33.07,19.63,26.11,0.0,21.31,0.61,2.47,51.15
2004-08-06,32.43,18.68,25.58,0.5,22.48,0.6,2.3,61.26
2004-08-07,26.9,19.91,23.07,7.12,18.29,0.61,3.04,74.64
2004-08-08,31.06,18.15,24.19,2.13,20.6,0.62,2.72,68.33
2004-08-09,32.34,17.66,24.84,2.46,24.5,0.62,1.74,66.01
2004-08-10,28.81,19.49,23.08,3.32,17.33,0.62,2.54,74.24
2004-08-11,30.16,16.92,23.42,0.58,18.91,0.62,3.4,65.03
2004-08-12,32.03,18.49,25.29,0.0,22.72,0.61,1.75,55.45
2004-08-13,34.35,18.61,26.5,0.0,25.83,0.61,2.8,57.71
2004-08-14,37.1,20.0,28.07,1.17,24.65,0.61,4.21,52.82
2004-08-15,25.41,18.02,21.49,4.63,13.57,0.61,5.51,73.22
2004-08-16,27.53,16.55,21.48,0.71,14.26,0.61,6.94,65.79
2004-08-17,24.55,13.48,19.2,4.46,11.94,0.61,4.88,72.78
2004-08-18,30.07,13.26,22.0,0.0,25.09,0.62,2.5,56.68
2004-08-19,33.66,15.91,24.66,0.0,25.01,0.61,2.66,48.98
2004-08-20,34.85,17.65,26.48,0.0,23.56,0.61,1.87,51.4
2004-08-21,37.32,21.82,28.83,0.0,23.65,0.61,1.63,44.88
2004-08-22,38.26,19.19,27.63,0.86,23.19,0.6,4.6,47.89
2004-08-23,28.51,17.64,22.16,6.55,20.09,0.61,4.16,60.27
2004-08-24,29.32,15.17,21.73,0.0,24.22,0.61,3.14,58.77
2004-08-25,31.21,15.26,22.73,0.0,25.35,0.61,1.92,56.69
2004-08-26,35.3,16.2,25.26,0.0,23.82,0.61,2.97,55.08
2004-08-27,36.65,17.44,26.39,0.22,23.32,0.6,4.04,55.7
2004-08-28,27.4,17.04,21.27,7.35,13.76,0.61,5.35,60.71
2004-08-29,28.37,16.99,22.28,0.19,16.43,0.61,4.61,67.87
2004-08-30,29.85,17.03,23.41,0.02,18.49,0.61,3.12,67.91
2004-08-31,31.41,17.22,24.33,0.0,20.76,0.61,2.38,63.93
2004-09-01,32.38,17.0,24.15,0.0,22.22,0.61,2.99,63.15
2004-09-02,32.35,17.57,24.58,0.0,21.86,0.6,4.39,57.04
2004-09-03,31.61,18.2,24.03,0.03,20.35,0.6,5.4,64.49
2004-09-04,30.13,17.26,23.09,0.0,15.82,0.6,4.5,61.49
2004-09-05,27.17,16.15,20.9,0.0,19.45,0.6,6.08,56.53
2004-09-06,24.79,15.26,19.11,0.06,18.11,0.6,8.09,58.32
2004-09-07,24.41,13.73,18.73,0.0,16.36,0.6,6.87,51.42
2004-09-08,26.8,12.73,18.85,0.0,20.33,0.6,3.55,52.72
2004-09-09,23.74,11.52,17.54,0.09,14.9,0.6,4.25,55.47
2004-09-10,21.51,9.32,15.05,0.0,21.27,0.6,4.21,46.88
2004-09-11,22.67,8.49,14.99,0.0,21.68,0.6,4.04,46.36
2004-09-12,25.2,7.45,15.85,0.0,22.6,0.6,2.91,53.1
2004-09-13,28.16,9.68,18.17,0.0,22.81,0.6,2.11,60.03
2004-09-14,29.2,10.84,19.34,0.0,21.84,0.6,3.17,62.37
2004-09-15,29.72,12.07,20.13,0.0,21.18,0.6,2.73,63.62
2004-09-16,30.88,12.47,20.85,0.0,20.96,0.6,2.8,63.23
2004-09-17,28.84,13.9,20.47,0.0,20.28,0.6,4.81,61.74
2004-09-18,24.9,15.01,18.98,0.0,11.84,0.6,5.35,69.93
2004-09-19,28.27,13.72,20.35,0.0,16.34,0.6,4.36,68.16
2004-09-20,30.43,14.4,21.66,0.0,19.1,0.6,3.25,64.22
2004-09-21,32.1,14.28,22.31,0.0,18.83,0.6,2.76,60.08
2004-09-22,32.92,15.32,23.55,0.08,16.96,0.6,3.51,54.44
2004-09-23,28.49,16.14,21.57,0.24,15.68,0.6,3.72,52.83
2004-09-24,29.72,15.81,22.16,0.0,17.59,0.6,6.35,71.78
2004-09-25,28.59,19.13,23.28,0.38,11.25,0.6,7.16,70.89
2004-09-26,29.96,19.9,23.66,2.58,16.88,0.6,4.63,65.78
2004-09-27,29.85,19.28,23.82,0.52,16.52,0.6,3.97,62.71
2004-09-28,31.07,16.99,23.67,0.05,15.13,0.6,2.19,63.4
2004-09-29,29.14,16.43,21.58,1.71,10.2,0.6,3.72,70.71
2004-09-30,25.87,12.69,18.75,0.0,17.85,0.6,3.17,60.64
2004-10-01,27.17,12.94,19.29,0.0,17.84,0.6,2.28,61.23
2004-10-02,26.78,13.08,19.48,0.18,14.27,0.6,2.47,58.44
2004-10-03,22.24,12.91,17.5,0.32,11.6,0.6,3.12,64.98
2004-10-04,22.28,10.97,15.99,0.1,13.29,0.6,4.58,65.71
2004-10-05,21.19,10.85,15.7,0.05,10.52,0.6,5.95,70.66
2004-10-06,20.98,11.36,15.61,0.48,10.08,0.6,6.92,64.15
2004-10-07,19.38,11.12,14.94,1.43,8.92,0.6,5.88,68.78
2004-10-08,22.38,9.41,15.19,0.03,11.62,0.6,2.96,64.23
2004-10-09,24.92,9.41,16.52,0.01,15.83,0.6,2.04,62.27
2004-10-10,27.6,11.54,18.54,0.0,15.18,0.6,4.68,72.84
2004-10-11,23.21,14.19,18.71,2.0,9.6,0.6,5.68,83.61
2004-10-12,15.56,10.28,12.89,9.77,4.71,0.62,8.56,71.93
2004-10-13,16.3,9.13,12.11,0.17,8.32,0.62,8.23,61.35
2004-10-14,15.41,8.58,11.33,0.1,4.17,0.62,4.76,75.84
2004-10-15,18.24,8.46,13.01,0.02,12.38,0.62,1.64,81.29
2004-10-16,23.97,9.05,16.26,0.22,11.16,0.62,3.87,81.57
2004-10-17,26.86,14.22,19.58,0.0,11.8,0.62,5.59,79.84
2004-10-18,25.37,13.8,18.77,0.0,11.11,0.61,2.27,75.42
2004-10-19,26.1,12.92,18.59,0.07,12.83,0.61,2.35,76.65
2004-10-20,24.95,14.64,18.99,0.0,8.91,0.61,3.68,73.85
2004-10-21,23.93,12.25,17.68,0.0,12.47,0.61,2.64,74.3
2004-10-22,21.87,12.42,16.48,0.15,3.41,0.61,2.58,79.74
2004-10-23,22.52,9.88,15.25,0.0,12.56,0.61,2.6,76.43
2004-10-24,24.11,10.87,16.67,0.0,11.37,0.61,1.46,72.33
2004-10-25,24.65,12.2,16.94,0.05,13.54,0.61,1.79,72.27
2004-10-26,25.73,11.01,17.09,0.0,12.51,0.61,1.91,71.86
2004-10-27,22.77,12.28,16.21,0.0,8.98,0.61,1.77,79.65
2004-10-28,25.05,12.0,17.58,0.0,11.42,0.6,2.81,76.19
2004-10-29,25.04,13.28,18.36,0.05,11.49,0.6,1.55,71.16
2004-10-30,25.47,11.37,17.24,0.0,11.56,0.6,2.51,75.03
2004-10-31,25.54,12.02,17.42,0.0,11.21,0.6,2.45,78.68
2004-11-01,25.38,12.03,17.94,0.06,10.31,0.6,1.69,73.55
2004-11-02,23.71,12.76,16.93,0.01,8.22,0.6,3.87,73.98
2004-11-03,19.01,11.36,13.99,0.03,3.04,0.6,5.75,76.07
2004-11-04,17.4,8.11,12.39,0.0,6.23,0.6,6.84,66.73
2004-11-05,19.61,6.79,11.79,0.0,11.94,0.6,5.33,75.56
2004-11-06,18.41,8.34,12.63,0.0,10.2,0.6,2.67,72.9
2004-11-07,17.9,6.3,11.71,0.02,10.63,0.6,2.37,76.36
2004-11-08,19.7,9.02,14.25,0.71,8.16,0.6,4.8,80.03
2004-11-09,22.98,13.41,17.2,1.6,7.44,0.6,4.2,75.13
2004-11-10,20.38,11.98,15.92,6.04,4.83,0.62,1.17,82.18
2004-11-11,21.53,10.96,15.25,0.02,9.52,0.62,3.35,83.08
2004-11-12,21.2,10.58,15.02,0.0,5.94,0.61,3.01,84.79
2004-11-13,21.62,11.38,15.12,0.0,7.84,0.61,2.56,84.25
2004-11-14,23.41,11.17,16.84,0.65,2.97,0.61,5.58,74.1
2004-11-15,21.43,8.4,16.62,1.62,3.35,0.61,5.64,79.19
2004-11-16,10.35,4.93,7.27,7.51,2.73,0.62,5.32,78.27
2004-11-17,11.63,3.15,6.45,0.03,6.61,0.63,4.17,75.5
2004-11-18,13.16,1.23,6.15,0.0,10.11,0.63,3.18,77.61
2004-11-19,17.84,5.27,11.07,0.06,7.08,0.62,6.75,80.32
2004-11-20,14.54,-2.53,6.2,6.76,4.22,0.63,7.21,57.9
2004-11-21,6.73,-5.21,-0.06,0.0,9.99,0.63,3.67,66.0
2004-11-22,6.5,-4.2,-0.29,0.0,8.37,0.63,4.04,68.76
2004-11-23,10.6,-3.4,2.85,0.0,4.27,0.63,3.64,66.66
2004-11-24,8.86,-2.35,4.0,0.49,2.88,0.63,5.13,71.07
2004-11-25,4.47,-4.36,-0.57,0.04,7.66,0.63,4.75,73.91
2004-11-26,6.47,-6.28,-0.48,0.0,7.51,0.63,2.75,64.75
2004-11-27,13.92,-1.71,4.29,0.0,8.8,0.63,3.36,77.5
2004-11-28,12.97,1.91,6.73,0.01,5.79,0.63,2.44,86.72
2004-11-29,15.55,5.46,9.49,0.01,7.12,0.63,4.3,91.2
2004-11-30,17.09,5.59,9.82,0.0,6.58,0.63,3.03,88.4
2004-12-01,13.61,7.38,9.99,0.3,3.42,0.63,3.42,92.49
2004-12-02,18.52,8.53,12.55,0.01,5.15,0.63,4.71,89.94
2004-12-03,20.59,8.67,13.36,0.02,6.46,0.63,4.56,88.02
2004-12-04,18.59,9.86,12.61,0.14,4.07,0.62,2.45,87.7
2004-12-05,12.73,5.57,9.23,1.68,3.67,0.63,3.54,88.76
2004-12-06,12.58,4.44,7.31,0.17,6.66,0.63,2.6,90.29
2004-12-07,10.15,1.01,5.72,6.83,4.97,0.64,3.79,78.64
2004-12-08,10.09,-1.67,3.82,0.0,8.01,0.64,1.88,77.92
2004-12-09,9.29,-1.58,2.87,0.0,6.9,0.64,3.03,81.94
2004-12-10,7.54,-3.06,1.64,0.0,7.33,0.64,3.86,84.15
2004-12-11,6.43,-3.33,0.05,0.0,6.93,0.63,3.51,84.71
2004-12-12,8.35,-2.66,2.14,0.0,8.41,0.63,1.34,76.9
2004-12-13,9.49,-2.35,2.19,0.0,8.13,0.63,2.77,83.41
2004-12-14,5.8,-4.12,-0.2,0.03,4.5,0.63,4.2,81.48
2004-12-15,5.18,-4.62,-1.68,0.0,8.22,0.63,3.63,81.3
2004-12-16,5.8,-3.92,-0.27,0.0,8.34,0.63,1.96,79.36
2004-12-17,6.95,-3.16,2.28,0.01,7.29,0.63,4.07,92.97
