date,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,GWETROOT,WS10M,RH2M
2004-01-01,8.94,5.25,6.53,2.4,4.4,0.79,2.72,97.0
2004-01-02,10.13,4.77,6.5,4.8,1.91,0.8,2.83,96.73
2004-01-03,8.79,3.59,5.69,2.91,3.32,0.8,5.61,91.88
2004-01-04,3.26,-3.76,-0.15,9.52,2.02,0.81,8.25,88.69
2004-01-05,-0.38,-5.42,-3.43,1.1,2.08,0.8,3.31,86.48
2004-01-06,-1.79,-8.55,-4.85,0.18,4.81,0.8,4.41,79.34
2004-01-07,-2.27,-9.49,-6.57,0.01,6.8,0.8,4.46,79.27
2004-01-08,-0.74,-8.14,-5.48,0.01,6.08,0.8,2.71,78.87
2004-01-09,0.71,-10.55,-5.52,0.01,7.64,0.8,2.18,86.98
2004-01-10,3.17,-5.71,-2.04,0.05,4.15,0.8,3.01,89.82
2004-01-11,2.53,-3.48,-1.36,0.12,2.52,0.8,7.68,88.52
2004-01-12,4.16,-5.85,-1.81,0.0,7.85,0.8,3.16,87.67
2004-01-13,4.57,-3.06,0.65,0.06,4.66,0.8,3.48,97.62
2004-01-14,8.93,0.83,4.24,0.04,4.35,0.81,4.23,98.47
2004-01-15,12.74,0.86,6.2,1.31,2.18,0.81,5.04,91.52
2004-01-16,7.9,-1.22,3.05,0.02,7.66,0.81,5.55,79.86
2004-01-17,10.55,-2.67,2.27,0.0,9.58,0.81,3.93,87.04
2004-01-18,13.03,0.74,5.77,0.0,9.33,0.81,4.14,91.09
2004-01-19,14.94,5.0,8.69,0.0,7.21,0.81,3.91,91.75
2004-01-20,14.11,6.43,10.2,1.56,6.72,0.8,7.17,91.6
2004-01-21,10.17,0.3,4.8,5.05,2.85,0.81,5.81,90.03
2004-01-22,-0.05,-5.63,-3.55,5.63,1.33,0.81,12.75,80.5
2004-01-23,-3.51,-5.89,-4.77,0.14,4.08,0.81,8.97,69.43
2004-01-24,-2.6,-6.37,-4.59,0.04,4.08,0.81,2.91,77.39
2004-01-25,0.0,-8.83,-5.05,0.02,4.43,0.81,3.98,83.38
2004-01-26,-0.38,-7.46,-4.77,0.1,5.94,0.81,3.13,89.54
2004-01-27,2.99,-7.46,-2.05,1.5,4.99,0.81,3.97,94.53
2004-01-28,13.07,2.67,9.05,7.35,2.99,0.83,9.24,95.72
2004-01-29,13.6,-0.86,9.39,18.72,2.48,0.84,10.18,89.13
2004-01-30,7.82,-3.51,1.45,0.62,3.36,0.85,5.31,81.91
2004-01-31,4.93,-4.08,-0.83,0.06,10.63,0.84,6.34,77.73
2004-02-01,8.18,-3.55,1.18,0.0,10.92,0.84,2.32,78.84
2004-02-02,12.16,-0.22,4.48,0.0,10.26,0.84,4.3,80.02
2004-02-03,10.46,0.22,4.51,1.88,3.99,0.84,4.62,84.87
2004-02-04,7.41,-1.74,1.84,0.03,8.02,0.84,3.22,82.71
2004-02-05,13.96,-2.5,5.65,0.0,7.97,0.84,3.35,85.58
2004-02-06,18.04,4.95,9.9,0.0,10.31,0.84,4.68,75.36
2004-02-07,17.62,5.57,10.15,0.0,11.96,0.83,4.92,77.57
2004-02-08,15.26,3.43,8.87,0.0,8.76,0.83,2.86,79.15
2004-02-09,14.36,-0.11,6.61,0.04,10.18,0.83,3.89,82.91
2004-02-10,6.16,-4.04,0.77,0.0,12.79,0.83,6.01,66.23
2004-02-11,5.61,-5.29,0.05,0.0,13.15,0.82,4.28,65.95
2004-02-12,1.32,-7.67,-2.03,0.63,5.22,0.82,7.71,71.62
2004-02-13,-5.11,-8.42,-6.9,0.16,8.24,0.82,10.14,54.1
2004-02-14,-2.8,-9.58,-5.84,0.02,8.56,0.82,3.98,69.91
