date,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,GWETROOT,WS10M,RH2M
2004-01-01,10.85,9.33,10.13,7.34,4.21,0.6,4.34,92.89
2004-01-02,13.61,9.06,10.97,4.15,3.79,0.61,4.75,89.46
2004-01-03,11.57,7.39,8.97,4.38,3.99,0.61,8.44,91.17
2004-01-04,8.14,2.39,5.48,13.88,1.6,0.63,11.47,92.72
2004-01-05,4.73,2.06,3.12,3.99,3.6,0.64,5.79,89.57
2004-01-06,2.35,0.17,1.19,0.77,5.43,0.64,7.48,81.34
2004-01-07,1.26,-1.89,-0.42,0.01,7.35,0.63,5.25,74.98
2004-01-08,4.59,0.69,2.6,0.53,4.64,0.63,4.59,76.08
2004-01-09,3.27,0.27,1.87,0.03,7.91,0.63,2.54,67.65
2004-01-10,7.05,3.29,5.15,0.59,3.82,0.63,4.96,75.62
2004-01-11,5.29,2.82,3.93,2.48,2.21,0.63,13.46,86.71
2004-01-12,7.26,2.01,4.53,0.01,5.62,0.63,5.29,84.21
2004-01-13,9.44,5.5,7.62,0.06,3.74,0.63,3.95,87.17
2004-01-14,12.9,9.2,11.22,0.0,4.86,0.63,5.11,89.66
2004-01-15,14.79,8.34,12.02,0.94,4.23,0.63,7.68,91.09
2004-01-16,13.12,6.06,9.64,0.17,8.57,0.63,6.44,65.86
2004-01-17,11.92,5.82,8.88,0.0,10.03,0.63,5.54,77.85
2004-01-18,13.66,9.97,11.33,0.0,8.87,0.63,5.64,86.59
2004-01-19,14.14,10.06,11.83,0.19,8.14,0.63,6.42,92.72
2004-01-20,14.46,11.73,12.92,1.52,7.54,0.63,9.37,89.73
2004-01-21,13.47,4.48,10.04,20.35,4.73,0.64,8.59,91.38
2004-01-22,3.86,-1.96,0.48,49.22,1.27,0.67,17.2,92.89
2004-01-23,0.54,-2.34,-0.88,0.24,3.89,0.66,8.63,84.24
2004-01-24,1.0,-1.21,-0.03,1.07,3.04,0.66,4.81,86.58
2004-01-25,2.41,-0.72,0.66,0.02,5.59,0.66,8.05,92.66
2004-01-26,1.92,-0.44,0.55,0.22,4.57,0.66,5.52,92.93
2004-01-27,8.1,0.56,4.14,1.95,6.62,0.68,5.29,87.15
2004-01-28,14.2,8.46,12.44,8.5,4.95,0.73,12.76,90.44
2004-01-29,15.33,10.05,13.23,16.26,3.14,0.74,11.54,84.02
2004-01-30,9.02,3.71,6.12,2.87,6.44,0.74,9.48,87.11
2004-01-31,7.61,2.28,4.43,1.62,7.88,0.74,12.0,80.72
2004-02-01,7.33,1.86,4.93,0.0,11.55,0.74,2.78,76.67
2004-02-02,12.84,7.49,10.12,0.0,11.82,0.74,2.86,70.8
2004-02-03,11.08,5.87,9.32,5.39,3.25,0.74,5.2,83.23
2004-02-04,8.53,4.02,5.81,0.01,10.1,0.74,7.22,82.46
2004-02-05,11.07,4.46,8.52,0.0,7.13,0.74,3.52,80.36
2004-02-06,15.22,10.76,12.42,0.0,11.34,0.74,2.99,90.84
2004-02-07,15.69,10.46,13.06,0.0,13.01,0.73,5.32,92.41
2004-02-08,14.55,11.29,12.73,0.0,11.85,0.73,4.97,90.16
2004-02-09,14.25,6.48,11.57,0.0,9.73,0.73,5.18,90.22
2004-02-10,8.81,3.3,6.18,0.03,13.81,0.73,6.72,65.47
2004-02-11,9.46,0.99,4.63,0.0,13.83,0.72,4.79,69.26
2004-02-12,9.68,-3.04,3.83,3.63,3.57,0.72,9.89,77.77
2004-02-13,-0.87,-3.97,-2.81,1.42,5.74,0.72,13.08,78.39
2004-02-14,1.64,-2.51,-0.88,0.07,8.63,0.72,3.66,66.82
2004-02-15,8.31,2.05,5.71,0.14,5.83,0.72,5.39,66.68
2004-02-16,6.84,3.66,5.26,0.01,10.43,0.72,3.47,70.74
2004-02-17,6.79,3.06,4.94,0.0,12.38,0.72,7.41,77.74
2004-02-18,6.87,2.58,4.81,0.0,13.73,0.72,4.46,69.54
2004-02-19,10.41,5.64,8.04,0.0,14.08,0.72,3.14,67.13
2004-02-20,10.76,1.32,7.66,2.09,5.72,0.72,5.74,83.91
2004-02-21,2.26,-1.43,0.36,0.03,14.45,0.72,9.38,80.08
2004-02-22,4.28,-0.57,1.99,0.0,6.55,0.72,3.29,74.69
2004-02-23,11.31,4.58,7.89,0.88,2.59,0.72,5.28,88.1
2004-02-24,13.59,11.5,12.45,11.21,4.47,0.73,5.77,94.73
2004-02-25,14.5,12.25,13.24,0.02,8.4,0.73,8.46,90.67
2004-02-26,15.31,12.69,13.78,0.03,9.84,0.73,9.38,85.63
2004-02-27,16.32,13.05,14.37,4.43,6.07,0.73,12.75,87.2
2004-02-28,16.27,12.72,14.13,1.18,13.94,0.73,7.34,86.16
2004-02-29,14.86,11.41,13.16,0.0,16.25,0.72,7.11,82.27
2004-03-01,14.3,10.51,11.96,0.0,16.35,0.72,3.04,76.56
2004-03-02,14.43,9.59,11.91,0.0,14.81,0.72,3.52,79.96
2004-03-03,9.21,5.34,7.53,1.6,7.52,0.72,8.42,86.58
2004-03-04,5.5,3.77,4.57,8.53,3.17,0.73,11.05,90.2
2004-03-05,6.66,1.92,4.23,0.52,15.85,0.73,8.9,74.69
2004-03-06,4.35,1.97,3.21,0.06,13.46,0.72,4.29,71.55
2004-03-07,6.01,1.09,3.53,0.0,18.56,0.72,4.19,72.43
2004-03-08,11.19,3.53,7.76,0.91,17.3,0.72,3.95,63.05
2004-03-09,14.18,10.2,12.15,16.14,6.08,0.73,8.83,85.17
2004-03-10,11.02,4.97,9.15,0.72,7.36,0.74,6.96,73.79
2004-03-11,9.39,3.0,6.16,0.0,15.66,0.73,5.77,78.33
2004-03-12,9.83,3.94,6.49,0.05,10.22,0.73,7.23,81.65
2004-03-13,9.67,4.37,6.52,0.0,12.34,0.73,7.87,83.82
2004-03-14,10.67,3.58,6.75,0.0,18.52,0.72,6.56,77.51
2004-03-15,11.71,4.37,8.04,0.0,17.84,0.72,3.33,72.7
2004-03-16,13.4,6.63,9.73,0.0,17.41,0.72,4.13,77.06
2004-03-17,13.15,5.18,9.19,0.0,17.6,0.72,3.3,80.57
2004-03-18,14.41,8.66,11.31,0.0,12.28,0.71,4.66,83.53
2004-03-19,14.6,8.43,11.36,0.0,19.1,0.71,1.65,77.65
2004-03-20,15.01,9.57,12.27,0.0,19.42,0.71,3.78,78.85
2004-03-21,16.41,11.18,13.46,0.0,18.91,0.7,6.83,89.55
2004-03-22,16.19,12.32,13.76,0.0,20.27,0.7,8.27,86.51
2004-03-23,15.48,12.39,13.46,0.0,14.21,0.7,6.79,84.93
2004-03-24,16.2,11.06,13.2,2.16,11.37,0.7,8.27,81.63
2004-03-25,14.72,11.89,13.24,0.02,20.88,0.69,8.99,78.47
2004-03-26,15.41,12.52,13.77,0.27,9.01,0.69,5.58,87.58
2004-03-27,17.07,13.41,14.84,0.33,13.36,0.69,7.11,85.23
2004-03-28,14.34,10.28,12.17,2.81,7.48,0.69,3.71,91.0
2004-03-29,14.17,7.86,11.03,4.59,15.61,0.69,7.07,76.57
2004-03-30,12.97,6.75,9.42,0.0,20.38,0.69,7.55,76.05
2004-03-31,13.08,6.2,9.27,0.0,21.36,0.68,7.31,74.23
2004-04-01,11.62,6.49,8.81,4.15,7.99,0.68,5.1,82.89
