date,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,GWETROOT,WS10M,RH2M
2004-01-01,10.58,7.44,9.09,0.35,5.33,0.67,2.92,86.54
2004-01-02,11.94,7.29,9.01,0.99,4.46,0.67,3.7,88.17
2004-01-03,9.94,6.11,7.82,3.73,4.0,0.67,6.86,92.06
2004-01-04,7.16,4.62,6.19,12.46,1.75,0.69,10.04,92.87
2004-01-05,4.56,1.93,3.37,4.73,3.02,0.69,5.71,89.89
2004-01-06,1.55,-2.01,-0.25,3.45,6.94,0.69,6.53,82.24
2004-01-07,-1.19,-2.62,-1.87,0.54,5.95,0.69,5.05,76.64
2004-01-08,1.19,-1.76,-0.44,0.09,6.24,0.69,3.91,79.19
2004-01-09,1.11,-1.88,-0.52,0.0,7.82,0.69,1.85,66.42
2004-01-10,4.36,0.39,2.35,0.0,6.19,0.69,3.39,69.41
2004-01-11,5.92,2.71,4.05,2.74,1.8,0.69,10.22,85.74
2004-01-12,6.7,3.61,4.65,0.05,3.51,0.69,4.9,89.22
2004-01-13,6.42,4.23,5.36,0.0,5.9,0.69,4.19,91.27
2004-01-14,9.6,5.54,7.49,0.1,4.92,0.69,5.69,94.23
2004-01-15,12.39,7.12,9.6,2.14,5.49,0.69,5.36,90.65
2004-01-16,12.21,3.51,7.58,4.26,7.27,0.7,6.01,77.43
2004-01-17,8.96,3.54,6.01,0.0,10.3,0.7,3.79,75.33
2004-01-18,11.7,4.97,7.63,0.0,9.25,0.69,6.08,80.88
2004-01-19,12.05,5.93,8.36,0.01,8.15,0.69,5.26,90.2
2004-01-20,13.21,7.79,10.11,1.24,4.01,0.69,7.83,88.1
2004-01-21,10.87,3.88,8.42,24.3,4.03,0.71,7.55,92.68
2004-01-22,4.18,-1.95,1.57,42.88,1.92,0.73,15.46,92.44
2004-01-23,-2.21,-3.57,-2.84,4.06,4.29,0.73,8.7,90.3
2004-01-24,-0.95,-3.43,-2.17,0.3,4.2,0.72,3.37,84.85
2004-01-25,2.32,-2.4,0.19,0.04,6.51,0.72,6.56,87.64
2004-01-26,2.47,-0.89,1.14,1.78,3.57,0.73,5.8,91.38
2004-01-27,4.17,-1.55,1.66,0.25,8.22,0.74,3.32,83.73
2004-01-28,11.6,3.92,7.87,3.48,5.56,0.77,10.29,88.36
2004-01-29,12.66,8.71,10.64,10.47,3.65,0.78,10.26,84.43
2004-01-30,8.34,3.23,5.16,4.5,4.06,0.79,6.61,87.27
2004-01-31,5.41,1.32,3.65,0.54,5.01,0.78,10.16,78.28
2004-02-01,5.34,1.06,3.48,0.0,11.22,0.77,2.48,74.64
2004-02-02,10.52,3.48,6.51,0.0,11.35,0.77,3.61,83.83
2004-02-03,7.46,4.77,5.65,3.87,2.41,0.77,4.39,92.94
2004-02-04,5.68,2.03,3.72,0.08,7.78,0.77,5.84,85.01
2004-02-05,8.15,2.23,5.81,0.02,5.74,0.77,4.18,83.89
2004-02-06,14.05,6.91,9.72,0.0,11.49,0.77,4.24,86.93
2004-02-07,14.28,7.11,10.18,0.0,13.0,0.77,4.75,88.8
2004-02-08,13.53,8.67,10.76,0.01,12.0,0.77,4.33,88.28
2004-02-09,13.2,4.94,9.47,0.12,9.09,0.76,5.12,88.18
2004-02-10,7.93,1.11,4.4,0.25,13.56,0.76,5.13,65.97
2004-02-11,5.66,-0.45,2.73,0.0,14.02,0.76,4.37,65.89
2004-02-12,5.65,-2.0,2.25,9.48,2.49,0.76,8.87,85.73
2004-02-13,-2.25,-4.11,-3.53,4.98,4.61,0.76,13.12,83.76
2004-02-14,-1.2,-4.95,-3.32,2.19,7.62,0.76,5.01,75.05
2004-02-15,4.94,-0.56,1.91,0.54,6.45,0.76,6.42,76.06
2004-02-16,4.57,0.47,2.47,0.04,11.59,0.77,2.48,71.84
2004-02-17,4.44,1.25,2.51,0.01,12.22,0.77,5.67,79.8
2004-02-18,5.63,1.04,3.08,0.0,12.69,0.77,4.2,74.98
2004-02-19,7.45,3.0,4.73,0.0,13.51,0.77,2.44,70.01
2004-02-20,7.34,-0.37,4.01,6.46,4.36,0.77,5.86,87.75
2004-02-21,-0.27,-2.3,-1.14,1.3,12.42,0.78,7.56,78.8
2004-02-22,3.08,-1.28,0.83,0.05,6.56,0.77,3.07,76.85
2004-02-23,5.77,2.04,4.57,0.31,3.63,0.77,4.56,82.49
2004-02-24,11.13,5.75,8.88,2.43,4.71,0.78,5.88,93.74
2004-02-25,12.35,8.55,10.09,0.08,8.4,0.78,6.93,91.8
2004-02-26,13.24,9.03,11.08,0.49,9.67,0.77,5.49,85.1
2004-02-27,16.25,9.17,11.98,7.85,7.8,0.77,8.66,82.71
2004-02-28,15.56,10.71,12.65,1.48,12.73,0.78,6.22,82.11
2004-02-29,14.58,8.38,11.41,0.01,15.18,0.78,6.01,81.65
2004-03-01,12.82,7.41,9.83,0.0,16.26,0.77,2.25,79.7
2004-03-02,12.86,6.24,9.36,0.01,15.1,0.77,2.17,80.07
2004-03-03,7.56,4.71,5.91,2.35,6.04,0.77,7.03,87.74
2004-03-04,4.48,2.79,3.47,16.5,1.82,0.78,8.97,91.7
2004-03-05,3.79,0.22,2.42,1.73,11.88,0.79,8.29,77.45
2004-03-06,2.8,-0.79,0.96,0.27,14.15,0.79,4.29,76.99
2004-03-07,3.87,-1.19,1.45,0.0,17.63,0.78,3.78,70.22
2004-03-08,7.03,1.46,4.6,0.08,18.61,0.78,3.07,62.94
2004-03-09,10.83,5.51,8.32,8.49,4.72,0.78,4.71,81.21
2004-03-10,9.81,3.44,7.4,5.85,6.51,0.8,5.65,86.32
2004-03-11,7.25,1.68,4.23,0.82,12.81,0.79,3.88,81.11
2004-03-12,7.97,3.47,5.24,0.93,9.0,0.79,6.14,84.52
2004-03-13,7.89,3.67,5.32,0.44,9.42,0.79,6.7,85.8
2004-03-14,8.3,2.83,5.01,0.0,17.2,0.79,5.67,78.44
2004-03-15,10.12,2.57,6.09,0.0,17.56,0.78,3.24,81.11
2004-03-16,10.46,3.97,6.58,0.0,18.32,0.78,4.14,84.07
2004-03-17,11.31,3.71,7.51,0.02,17.81,0.78,2.24,80.83
