date,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,GWETROOT,WS10M,RH2M
2004-01-01,8.86,4.24,5.9,1.03,4.4,0.75,2.97,95.29
2004-01-02,9.6,4.67,5.89,2.61,1.91,0.75,2.63,96.72
2004-01-03,7.82,2.59,5.22,1.11,3.32,0.75,5.08,92.39
2004-01-04,2.49,-4.67,-0.89,7.62,2.02,0.76,7.44,89.27
2004-01-05,-1.85,-6.15,-4.4,2.62,2.08,0.76,3.15,85.2
2004-01-06,-3.27,-7.57,-5.65,1.05,4.81,0.75,3.91,75.17
2004-01-07,-3.55,-10.15,-6.73,0.02,6.8,0.75,4.16,79.22
2004-01-08,-1.47,-11.25,-7.23,0.0,6.08,0.75,2.11,85.86
2004-01-09,-0.69,-11.14,-6.68,0.0,7.64,0.75,2.03,87.2
2004-01-10,1.77,-6.2,-2.71,0.0,4.15,0.75,2.83,90.63
2004-01-11,2.18,-4.59,-1.75,0.12,2.52,0.75,6.16,91.93
2004-01-12,3.8,-5.89,-2.17,0.0,7.85,0.75,2.32,88.06
2004-01-13,3.94,-3.92,-0.19,0.06,4.66,0.76,3.11,98.3
2004-01-14,6.08,-0.53,2.96,0.03,4.35,0.76,3.56,99.55
2004-01-15,9.34,0.1,4.9,1.6,2.18,0.76,4.27,89.53
2004-01-16,6.52,-2.62,1.75,0.07,7.66,0.76,4.53,88.5
2004-01-17,8.64,-2.95,1.07,0.0,9.58,0.76,3.78,92.0
2004-01-18,11.92,1.56,4.8,0.0,9.33,0.76,3.4,91.67
2004-01-19,12.59,3.88,6.69,0.0,7.21,0.76,3.15,95.27
2004-01-20,13.84,7.17,9.96,3.69,6.72,0.76,6.48,91.84
2004-01-21,9.63,-0.55,4.0,6.4,2.85,0.77,4.54,90.61
2004-01-22,-0.84,-6.46,-4.33,9.5,1.33,0.77,10.93,83.42
2004-01-23,-4.9,-7.3,-6.0,0.99,4.08,0.77,8.23,77.2
2004-01-24,-3.93,-7.64,-5.64,0.07,4.08,0.77,2.88,80.89
2004-01-25,-1.19,-10.1,-6.23,0.16,4.43,0.77,3.12,86.71
2004-01-26,-1.47,-8.41,-5.57,0.26,5.94,0.77,2.65,91.66
2004-01-27,0.63,-8.32,-3.44,0.53,4.99,0.77,3.63,94.98
2004-01-28,10.42,0.75,6.05,1.73,2.99,0.78,7.19,99.17
2004-01-29,12.16,-1.58,8.4,18.02,2.48,0.8,8.46,92.8
2004-01-30,6.24,-3.66,0.25,0.49,3.36,0.81,4.56,83.79
2004-01-31,3.56,-4.62,-1.81,0.0,10.63,0.8,5.43,81.05
2004-02-01,5.79,-4.36,-0.33,0.0,10.92,0.8,2.55,80.87
2004-02-02,10.67,-1.49,2.25,0.0,10.26,0.8,3.93,84.25
2004-02-03,7.71,-0.23,2.55,3.52,3.99,0.8,4.21,92.42
2004-02-04,6.19,-2.78,0.53,0.0,8.02,0.8,3.14,84.63
2004-02-05,11.14,-2.24,4.0,0.0,7.97,0.8,3.41,90.23
2004-02-06,16.93,3.44,8.36,0.0,10.31,0.8,4.02,81.47
2004-02-07,17.11,3.07,8.65,0.0,11.96,0.79,3.79,84.25
2004-02-08,13.98,2.19,7.74,0.0,8.76,0.79,2.79,79.66
2004-02-09,12.46,-0.76,6.06,0.06,10.18,0.79,3.41,83.25
2004-02-10,4.64,-4.75,-0.34,0.0,12.79,0.79,5.18,72.43
2004-02-11,4.15,-5.99,-1.1,0.01,13.15,0.79,3.54,68.33
2004-02-12,0.14,-8.82,-3.34,1.2,5.22,0.79,6.6,73.08
2004-02-13,-6.7,-9.81,-8.38,0.34,8.24,0.79,8.95,57.31
2004-02-14,-4.37,-9.25,-6.68,0.09,8.56,0.79,3.52,71.73
2004-02-15,3.55,-6.39,-2.35,1.08,6.65,0.79,3.82,82.78
2004-02-16,4.18,-4.44,-0.31,0.0,9.87,0.79,1.42,78.26
2004-02-17,3.17,-3.69,-0.71,0.0,9.38,0.79,2.44,80.06
2004-02-18,5.26,-3.92,-0.43,0.0,13.3,0.79,1.6,69.19
2004-02-19,9.07,-2.91,1.66,0.0,13.39,0.78,2.44,78.17
2004-02-20,3.24,-6.38,-0.41,1.04,6.2,0.78,3.63,90.05
2004-02-21,-1.93,-8.94,-6.03,0.0,14.93,0.78,5.01,69.19
2004-02-22,2.34,-10.12,-3.86,0.0,6.1,0.78,3.07,80.22
2004-02-23,3.51,-2.3,0.93,1.14,3.07,0.78,4.17,93.87
2004-02-24,9.58,2.48,4.87,1.17,7.08,0.79,2.8,97.98
2004-02-25,14.53,1.44,7.09,0.25,8.97,0.79,4.3,87.48
2004-02-26,15.13,-0.47,8.65,0.22,7.83,0.78,5.88,85.87
2004-02-27,16.9,9.66,12.65,2.58,8.3,0.78,8.96,90.63
2004-02-28,18.34,7.78,12.1,1.76,14.53,0.79,5.31,82.63
2004-02-29,15.8,4.81,10.48,0.04,14.4,0.78,5.2,77.46
2004-03-01,14.9,0.87,6.96,0.0,16.14,0.78,2.51,72.02
2004-03-02,12.39,0.34,5.93,0.07,14.69,0.78,3.2,83.84
2004-03-03,7.14,-0.07,2.79,0.37,6.56,0.78,2.95,83.52
2004-03-04,4.26,-1.02,1.35,2.06,3.68,0.78,4.26,81.82
2004-03-05,2.15,-5.3,-1.9,0.14,12.73,0.78,4.46,75.88
2004-03-06,0.82,-5.78,-2.6,0.65,10.96,0.78,1.89,78.97
2004-03-07,4.94,-6.01,-1.65,0.0,17.65,0.78,2.59,70.44
2004-03-08,8.95,-4.11,1.59,1.1,16.61,0.78,3.55,69.62
2004-03-09,9.97,0.63,5.35,11.48,5.04,0.79,4.64,92.93
2004-03-10,9.33,-0.22,4.51,3.37,5.79,0.8,4.42,84.48
2004-03-11,7.06,-1.83,1.83,0.01,10.48,0.79,4.0,82.66
2004-03-12,7.99,-1.44,2.37,0.06,10.81,0.79,3.87,83.65
2004-03-13,7.4,-0.51,2.43,0.35,12.29,0.79,4.25,86.16
2004-03-14,10.3,-3.12,2.32,0.0,18.42,0.79,2.64,79.14
2004-03-15,12.05,-2.83,4.82,0.0,15.84,0.78,1.48,73.52
2004-03-16,12.96,-0.19,5.84,0.0,14.28,0.78,2.83,81.77
2004-03-17,13.62,0.16,7.1,0.0,15.11,0.78,1.99,83.36
2004-03-18,13.99,4.75,8.49,0.01,8.46,0.78,3.6,86.82
2004-03-19,17.6,5.16,10.02,0.0,18.22,0.78,1.97,81.88
2004-03-20,21.03,5.44,11.68,0.0,17.53,0.77,3.92,80.08
2004-03-21,20.47,6.38,12.44,0.0,17.84,0.77,4.89,78.4
2004-03-22,19.01,8.69,12.57,0.0,17.95,0.77,6.28,81.92
2004-03-23,16.04,8.67,11.92,0.0,14.55,0.76,6.04,83.76
2004-03-24,17.28,6.7,11.13,1.77,10.38,0.76,6.78,79.25
2004-03-25,15.18,5.67,9.81,0.13,19.49,0.76,6.46,74.21
2004-03-26,16.2,4.01,10.2,0.4,5.78,0.76,4.36,83.05
2004-03-27,18.26,7.28,13.12,1.49,13.12,0.76,4.04,85.68
2004-03-28,9.08,4.43,7.14,1.35,6.03,0.76,2.38,84.89
2004-03-29,12.84,1.42,7.05,0.66,15.73,0.76,3.74,74.18
2004-03-30,12.75,0.28,5.57,0.0,17.73,0.76,2.71,73.62
2004-03-31,13.28,-1.36,5.32,0.0,20.64,0.75,3.02,74.21
2004-04-01,11.07,-1.28,4.69,0.02,11.11,0.75,2.12,78.37
2004-04-02,10.99,-2.37,4.06,0.01,17.22,0.75,4.56,74.46
2004-04-03,9.71,-3.81,2.12,0.0,23.41,0.75,3.61,67.92
2004-04-04,11.84,-4.53,3.26,0.0,23.08,0.75,1.69,69.72
2004-04-05,16.37,-2.25,7.26,0.0,21.85,0.74,3.31,70.95
2004-04-06,17.9,4.51,10.36,0.02,19.04,0.74,3.91,83.95
2004-04-07,18.29,8.52,12.71,0.0,18.89,0.74,6.06,78.0
2004-04-08,20.03,8.63,13.64,1.02,20.26,0.73,5.33,79.46
2004-04-09,19.67,9.12,13.56,0.42,18.77,0.73,3.05,78.36
2004-04-10,23.01,7.57,14.93,0.0,17.72,0.73,5.15,70.5
2004-04-11,22.27,11.4,15.77,0.06,8.9,0.72,4.89,63.67
2004-04-12,21.02,9.76,14.76,0.16,5.62,0.72,3.35,80.54
2004-04-13,23.07,11.0,15.93,0.24,14.05,0.72,3.86,76.45
2004-04-14,17.59,5.91,11.82,2.91,13.27,0.72,3.32,75.43
2004-04-15,12.06,1.1,6.63,1.26,13.58,0.72,5.35,64.88
2004-04-16,16.92,-0.23,8.42,0.0,25.94,0.72,1.96,57.47
