date,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,GWETROOT,WS10M,RH2M
2004-01-01,9.29,5.8,7.42,1.15,4.3,0.73,3.2,96.7
2004-01-02,13.11,4.85,7.89,2.68,3.33,0.73,3.75,92.6
2004-01-03,10.51,4.34,6.48,3.18,3.49,0.73,6.26,90.77
2004-01-04,5.18,-1.92,2.14,10.7,1.86,0.75,8.62,91.88
2004-01-05,1.48,-3.47,-1.39,3.74,2.17,0.75,3.89,88.04
2004-01-06,-0.71,-6.22,-3.89,1.15,5.66,0.75,4.68,78.18
2004-01-07,-2.16,-8.6,-5.58,0.05,5.56,0.75,4.03,78.53
2004-01-08,0.84,-6.02,-2.93,0.23,6.5,0.75,2.28,82.3
2004-01-09,1.04,-8.5,-4.0,0.0,7.62,0.75,1.91,81.36
2004-01-10,3.43,-5.12,-1.26,0.02,7.06,0.75,3.29,84.79
2004-01-11,3.62,-1.77,0.15,1.52,2.19,0.75,8.76,86.35
2004-01-12,5.47,-4.2,0.22,0.02,6.17,0.75,3.37,88.64
2004-01-13,6.02,-0.34,2.24,0.02,4.48,0.75,2.96,98.32
2004-01-14,9.64,2.18,6.1,0.04,3.46,0.75,3.95,98.87
2004-01-15,14.17,3.55,8.72,1.63,2.69,0.75,5.71,93.67
2004-01-16,10.79,-0.71,5.12,0.61,7.43,0.75,5.33,77.08
2004-01-17,10.79,-2.03,4.04,0.0,9.13,0.75,4.17,87.62
2004-01-18,13.96,3.84,7.57,0.0,7.59,0.75,4.97,90.18
2004-01-19,14.94,3.82,9.04,0.01,6.56,0.75,5.2,92.15
2004-01-20,15.03,8.53,11.3,1.28,4.75,0.75,8.3,89.85
2004-01-21,11.93,1.08,7.14,19.66,1.45,0.76,6.67,94.05
2004-01-22,0.94,-6.32,-2.82,35.07,1.84,0.77,12.63,91.77
2004-01-23,-3.56,-8.9,-6.28,0.79,3.77,0.77,6.35,89.24
2004-01-24,-3.02,-8.89,-6.26,0.31,3.41,0.77,1.91,89.66
2004-01-25,-0.73,-9.58,-5.34,0.01,3.98,0.77,4.95,94.96
2004-01-26,-1.32,-8.53,-5.44,0.49,4.17,0.77,4.05,96.73
2004-01-27,1.54,-10.09,-3.14,0.89,6.34,0.77,3.03,96.06
2004-01-28,12.35,1.61,7.58,6.2,4.44,0.82,9.44,96.39
2004-01-29,14.65,3.82,11.14,16.72,2.58,0.84,10.2,88.07
2004-01-30,8.36,-1.63,2.9,1.19,3.49,0.85,6.17,85.4
2004-01-31,5.89,-4.46,0.65,0.12,9.55,0.84,7.93,78.67
2004-02-01,6.34,-4.69,0.35,0.0,10.99,0.84,1.96,87.1
2004-02-02,13.41,-0.65,4.94,0.0,8.66,0.84,3.45,84.98
2004-02-03,9.72,0.99,4.27,3.62,3.01,0.84,3.69,89.49
2004-02-04,7.17,-1.97,1.59,0.02,8.17,0.84,4.67,85.09
2004-02-05,11.07,-1.86,4.74,0.0,7.48,0.84,3.55,90.57
2004-02-06,17.87,3.4,9.39,0.0,10.04,0.84,3.79,84.83
2004-02-07,17.38,4.49,10.62,0.0,12.37,0.83,4.86,87.01
2004-02-08,16.58,6.33,10.27,0.0,8.82,0.83,2.48,86.67
2004-02-09,15.62,1.34,8.98,0.03,7.9,0.83,3.99,85.58
2004-02-10,7.22,-3.81,1.22,0.01,12.35,0.83,4.86,70.52
2004-02-11,4.92,-5.76,-0.03,0.0,13.03,0.82,3.51,73.02
2004-02-12,3.52,-7.03,-0.95,5.48,4.54,0.82,7.25,77.74
2004-02-13,-5.87,-8.19,-7.16,1.88,4.37,0.82,10.31,61.4
2004-02-14,-3.22,-8.72,-5.9,0.26,7.64,0.82,3.16,71.48
2004-02-15,5.11,-6.34,-0.99,0.21,4.33,0.82,3.9,78.71
2004-02-16,5.44,-3.61,0.25,0.0,10.67,0.82,2.07,82.75
2004-02-17,4.39,-2.99,0.08,0.0,9.55,0.82,4.01,82.62
2004-02-18,5.89,-3.16,0.93,0.0,12.94,0.82,2.47,71.17
2004-02-19,9.5,-1.05,3.06,0.0,13.23,0.82,2.8,79.42
2004-02-20,7.65,-3.94,2.23,2.88,5.49,0.82,4.14,94.12
2004-02-21,-0.21,-6.97,-4.11,0.1,14.03,0.83,5.83,74.34
2004-02-22,2.84,-6.31,-1.92,0.0,6.69,0.82,2.87,81.22
2004-02-23,3.98,0.0,2.44,0.25,3.98,0.82,3.6,93.81
2004-02-24,13.08,4.48,9.27,5.05,4.96,0.83,4.64,97.5
2004-02-25,14.19,8.27,11.0,0.02,5.36,0.83,6.39,94.73
2004-02-26,16.58,9.97,12.64,0.16,10.26,0.83,7.03,86.52
2004-02-27,17.94,10.12,13.73,6.13,8.03,0.83,10.41,87.79
2004-02-28,18.75,10.06,13.81,0.88,13.67,0.83,6.63,83.91
2004-02-29,16.57,6.21,11.6,0.0,12.77,0.83,6.6,81.55
2004-03-01,15.67,5.21,8.89,0.0,15.81,0.82,2.44,78.88
2004-03-02,15.54,2.41,8.52,0.0,14.24,0.82,3.63,82.68
2004-03-03,7.62,2.0,4.45,1.43,8.07,0.82,5.01,85.69
2004-03-04,3.78,0.31,1.6,10.48,2.33,0.83,6.66,90.56
2004-03-05,5.07,-4.31,0.08,0.4,12.17,0.83,5.95,76.65
2004-03-06,2.37,-4.9,-1.52,0.13,10.94,0.83,2.74,81.74
2004-03-07,5.43,-5.7,-1.14,0.0,17.98,0.83,2.93,76.4
2004-03-08,9.95,-3.22,3.27,0.93,18.01,0.82,3.37,72.6
2004-03-09,13.9,3.71,9.08,16.26,2.3,0.83,6.53,87.86
