date,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,GWETROOT,WS10M,RH2M
2004-06-17,28.89,18.52,23.66,0.15,24.0,0.58,3.82,68.19
2004-06-18,26.64,18.15,22.06,1.7,15.54,0.58,4.64,77.42
2004-06-19,24.49,17.81,21.31,28.41,16.05,0.61,2.21,81.89
2004-06-20,26.27,16.77,21.63,0.03,23.22,0.62,2.63,76.8
2004-06-21,28.75,17.49,23.27,10.93,25.08,0.63,2.13,71.83
2004-06-22,27.8,18.67,23.32,2.88,20.69,0.63,2.31,74.16
2004-06-23,22.2,17.59,19.94,4.52,11.24,0.63,4.21,83.05
2004-06-24,27.05,15.63,21.63,0.0,28.83,0.62,3.21,64.95
2004-06-25,29.2,17.89,23.58,0.0,29.48,0.61,1.58,56.41
2004-06-26,30.62,20.54,25.24,0.13,25.87,0.6,1.74,58.26
2004-06-27,27.51,17.74,22.23,1.36,25.79,0.6,4.92,68.3
2004-06-28,28.24,16.45,22.56,0.0,28.37,0.6,2.35,65.7
2004-06-29,30.54,19.46,24.88,0.49,28.05,0.59,1.87,56.79
2004-06-30,28.26,19.13,23.46,0.48,25.26,0.59,4.74,63.33
2004-07-01,28.71,17.33,23.23,0.0,27.28,0.58,2.63,59.61
2004-07-02,29.24,17.27,23.38,0.0,30.37,0.58,3.49,59.56
2004-07-03,32.51,17.27,24.63,0.0,29.18,0.58,3.03,59.79
2004-07-04,29.12,19.02,23.57,0.0,27.25,0.57,5.36,68.68
2004-07-05,28.34,16.79,22.45,0.0,30.87,0.57,6.76,66.42
2004-07-06,28.36,17.24,22.5,0.0,31.2,0.57,7.58,66.23
2004-07-07,28.3,16.22,22.06,0.0,30.97,0.57,6.86,65.95
2004-07-08,29.98,16.63,23.33,0.0,29.83,0.56,7.0,68.03
2004-07-09,30.4,18.97,24.18,0.03,28.79,0.56,5.39,69.61
2004-07-10,32.52,17.47,24.87,0.0,29.32,0.56,3.76,62.12
2004-07-11,34.6,19.14,26.59,0.0,28.95,0.56,2.02,53.06
2004-07-12,31.79,19.54,25.54,0.33,23.54,0.56,2.87,60.82
2004-07-13,32.09,20.05,25.67,1.83,21.68,0.55,4.62,60.57
2004-07-14,27.75,16.96,22.31,0.88,24.91,0.56,3.83,57.37
2004-07-15,26.64,17.54,21.97,0.53,24.18,0.56,2.38,56.68
2004-07-16,25.09,16.31,20.59,0.2,21.25,0.56,5.11,64.44
2004-07-17,26.79,16.25,21.18,0.1,26.62,0.55,5.11,61.52
2004-07-18,28.08,16.03,21.94,0.0,29.62,0.55,5.64,63.64
2004-07-19,29.28,16.54,22.87,0.0,29.73,0.55,6.28,63.65
2004-07-20,29.3,18.25,23.49,0.0,28.97,0.55,6.87,66.06
2004-07-21,28.5,18.3,23.1,0.0,28.83,0.55,6.29,66.5
2004-07-22,30.03,16.65,23.52,0.0,29.22,0.55,4.42,59.11
2004-07-23,32.87,18.37,25.84,0.0,26.46,0.55,3.73,57.33
2004-07-24,31.22,20.09,25.29,3.85,24.9,0.55,3.33,64.91
2004-07-25,29.38,19.07,24.37,0.11,24.7,0.55,3.46,66.47
2004-07-26,30.47,18.53,24.69,0.0,25.69,0.55,3.64,64.83
2004-07-27,32.66,19.41,26.1,0.08,26.52,0.55,2.66,62.67
2004-07-28,31.06,22.19,25.95,6.9,20.84,0.56,3.92,64.62
2004-07-29,31.09,20.2,25.71,0.4,18.77,0.56,2.62,67.48
2004-07-30,29.74,21.18,24.81,2.05,10.77,0.56,4.33,72.8
2004-07-31,29.23,19.01,24.12,0.0,20.29,0.56,3.5,65.43
2004-08-01,30.07,18.59,24.33,0.94,24.21,0.56,3.58,63.64
2004-08-02,30.33,19.68,24.99,0.15,19.5,0.55,2.74,62.22
2004-08-03,30.89,20.04,25.38,0.02,22.08,0.55,2.0,59.63
2004-08-04,29.63,21.63,25.81,0.0,22.49,0.55,1.93,57.03
2004-08-05,31.76,21.41,26.45,0.0,21.31,0.55,1.95,55.36
2004-08-06,31.06,20.29,25.73,0.06,22.48,0.55,3.17,63.39
2004-08-07,27.19,20.62,23.54,8.93,18.29,0.55,3.75,76.82
2004-08-08,29.66,19.66,24.36,0.77,20.6,0.56,3.54,72.27
2004-08-09,31.5,19.08,25.09,0.64,24.5,0.56,2.88,68.12
2004-08-10,27.79,20.46,23.39,4.53,17.33,0.56,2.68,76.64
2004-08-11,28.52,18.68,23.58,1.4,18.91,0.56,3.03,70.36
2004-08-12,30.45,20.09,25.18,0.0,22.72,0.56,2.15,61.52
2004-08-13,30.99,20.6,25.87,0.0,25.83,0.56,2.76,59.87
2004-08-14,34.46,21.9,27.9,0.17,24.65,0.55,3.99,52.89
2004-08-15,24.32,19.82,22.16,5.55,13.57,0.56,6.34,79.02
2004-08-16,26.32,18.17,21.9,3.43,14.26,0.56,8.15,72.49
2004-08-17,24.44,16.11,20.4,3.18,11.94,0.57,5.82,76.84
2004-08-18,28.64,15.83,22.25,0.0,25.09,0.57,2.91,63.04
2004-08-19,31.43,17.47,24.44,0.0,25.01,0.56,2.76,59.59
2004-08-20,32.75,19.66,26.03,0.0,23.56,0.56,1.79,54.64
2004-08-21,35.2,21.07,27.61,0.0,23.65,0.55,2.17,54.64
2004-08-22,34.75,20.78,28.0,0.12,23.19,0.55,3.38,49.7
2004-08-23,28.0,18.87,22.4,3.92,20.09,0.56,4.55,62.87
2004-08-24,27.92,17.26,22.02,0.0,24.22,0.55,4.33,61.17
2004-08-25,29.07,17.18,22.86,0.0,25.35,0.55,3.37,61.37
2004-08-26,30.71,18.4,24.25,0.01,23.82,0.55,2.88,63.09
2004-08-27,34.9,20.38,26.91,0.05,23.32,0.55,3.61,58.02
2004-08-28,26.34,18.27,21.63,15.59,13.76,0.56,4.59,65.47
2004-08-29,27.48,17.52,22.26,0.35,16.43,0.58,3.88,70.54
2004-08-30,28.44,18.64,23.23,0.0,18.49,0.57,2.99,73.07
2004-08-31,29.01,18.45,23.73,0.0,20.76,0.57,2.42,71.25
2004-09-01,29.29,18.64,23.47,0.0,22.22,0.56,3.79,72.54
2004-09-02,29.65,18.47,23.75,0.0,21.86,0.56,5.36,68.55
2004-09-03,28.95,19.59,23.5,0.0,20.35,0.56,6.95,74.87
2004-09-04,28.4,18.7,22.84,0.0,15.82,0.56,5.99,67.7
2004-09-05,25.49,17.55,21.01,0.02,19.45,0.55,7.27,66.83
2004-09-06,23.35,17.25,19.72,0.36,18.11,0.55,9.64,64.17
2004-09-07,23.51,17.11,19.76,0.0,16.36,0.55,8.85,56.8
2004-09-08,25.31,15.5,19.72,0.0,20.33,0.55,4.76,58.05
2004-09-09,25.38,14.7,18.66,0.03,14.9,0.55,4.18,58.92
2004-09-10,20.32,12.45,15.98,0.0,21.27,0.55,5.61,54.56
2004-09-11,21.43,12.33,16.03,0.0,21.68,0.55,5.8,54.58
2004-09-12,23.26,11.07,16.74,0.0,22.6,0.55,4.42,61.17
2004-09-13,25.91,11.96,18.54,0.0,22.81,0.55,3.12,67.62
2004-09-14,26.26,12.96,19.08,0.0,21.84,0.55,4.13,70.74
2004-09-15,26.78,14.1,19.81,0.0,21.18,0.55,3.89,71.2
2004-09-16,27.55,14.16,20.19,0.0,20.96,0.55,3.39,71.33
2004-09-17,25.81,15.07,19.87,0.0,20.28,0.55,6.07,70.29
2004-09-18,24.09,16.99,19.9,0.0,11.84,0.55,7.17,72.48
2004-09-19,26.19,16.07,20.5,0.0,16.34,0.55,5.21,74.05
2004-09-20,27.63,15.85,21.04,0.0,19.1,0.55,4.08,72.15
2004-09-21,28.36,15.97,21.4,0.0,18.83,0.55,3.6,70.75
2004-09-22,29.64,17.19,22.72,0.0,16.96,0.55,2.54,66.67
2004-09-23,25.66,17.75,21.03,0.03,15.68,0.55,3.62,71.71
2004-09-24,29.29,17.22,22.72,0.0,17.59,0.55,5.55,70.75
2004-09-25,27.84,19.51,23.46,0.16,11.25,0.55,6.42,69.9
2004-09-26,29.53,20.02,24.24,0.63,16.88,0.55,4.02,64.25
2004-09-27,30.32,20.95,24.75,0.09,16.52,0.55,3.54,58.67
2004-09-28,31.01,19.26,24.21,0.01,15.13,0.55,2.04,65.33
2004-09-29,28.4,18.16,22.44,0.39,10.2,0.55,3.29,73.05
2004-09-30,26.17,14.62,20.21,0.0,17.85,0.55,2.63,65.68
2004-10-01,26.47,15.52,20.64,0.0,17.84,0.55,1.99,61.42
2004-10-02,26.29,16.89,20.94,0.03,14.27,0.55,2.23,60.79
2004-10-03,21.72,15.21,18.16,0.52,11.6,0.55,4.32,68.93
2004-10-04,21.27,13.22,16.88,0.19,13.29,0.55,5.96,70.7
2004-10-05,21.64,13.43,17.3,0.08,10.52,0.55,7.84,71.11
2004-10-06,20.19,14.03,16.76,2.51,10.08,0.55,8.91,65.55
2004-10-07,18.9,13.44,15.86,13.23,8.92,0.57,7.25,78.45
2004-10-08,19.82,12.1,15.72,0.21,11.62,0.57,3.26,76.32
2004-10-09,22.97,14.04,17.6,0.06,15.83,0.57,2.0,69.19
2004-10-10,24.59,13.32,18.26,0.0,15.18,0.57,4.29,75.85
2004-10-11,24.85,15.57,19.37,1.29,9.6,0.57,5.75,79.19
2004-10-12,16.99,12.53,14.63,9.3,4.71,0.58,10.19,75.26
2004-10-13,16.83,11.9,13.63,0.41,8.32,0.58,10.37,66.71
2004-10-14,17.41,11.55,13.69,0.02,4.17,0.58,5.94,74.0
2004-10-15,20.07,11.31,15.3,0.0,12.38,0.57,1.85,76.75
2004-10-16,24.14,13.13,18.55,0.03,11.16,0.57,3.56,74.74
2004-10-17,26.43,16.84,20.98,0.0,11.8,0.57,6.14,67.46
2004-10-18,25.4,16.23,20.44,0.0,11.11,0.57,3.36,70.89
2004-10-19,24.83,15.23,19.15,0.08,12.83,0.57,2.77,78.52
2004-10-20,24.4,16.49,19.56,0.0,8.91,0.56,3.75,76.98
2004-10-21,22.49,13.96,17.89,0.0,12.47,0.56,3.41,77.59
2004-10-22,21.37,13.78,17.03,0.04,3.41,0.56,3.44,78.98
2004-10-23,21.33,12.01,15.79,0.0,12.56,0.56,4.07,77.69
2004-10-24,22.84,12.63,16.88,0.0,11.37,0.56,1.53,74.55
2004-10-25,22.51,13.42,16.97,0.08,13.54,0.56,2.39,77.13
2004-10-26,23.2,12.45,16.9,0.0,12.51,0.56,2.61,80.85
2004-10-27,22.69,13.56,17.14,0.0,8.98,0.56,2.15,80.31
2004-10-28,23.41,13.97,18.63,0.0,11.42,0.56,2.18,76.38
2004-10-29,23.98,14.51,18.47,0.08,11.49,0.56,1.81,72.31
2004-10-30,23.4,13.49,17.71,0.0,11.56,0.56,2.19,76.18
2004-10-31,23.68,13.95,18.13,0.0,11.21,0.56,1.39,73.41
2004-11-01,24.15,14.45,18.66,0.01,10.31,0.55,1.73,76.78
2004-11-02,21.72,13.94,17.02,0.0,8.22,0.55,4.65,81.73
2004-11-03,18.56,12.81,14.78,0.0,3.04,0.55,7.43,79.21
2004-11-04,17.76,11.85,14.15,0.0,6.23,0.55,9.43,68.24
2004-11-05,19.13,9.93,13.62,0.0,11.94,0.55,7.0,76.73
2004-11-06,17.98,11.02,13.59,0.0,10.2,0.55,3.89,77.78
2004-11-07,16.97,9.25,12.78,0.01,10.63,0.55,3.15,79.33
2004-11-08,19.76,10.99,15.27,0.43,8.16,0.55,4.3,80.89
2004-11-09,22.47,14.62,17.85,1.17,7.44,0.55,3.82,76.34
2004-11-10,19.94,13.68,16.69,2.69,4.83,0.56,1.23,85.15
2004-11-11,20.58,12.77,15.75,0.02,9.52,0.56,3.41,87.28
2004-11-12,20.08,12.6,15.63,0.0,5.94,0.56,3.49,88.09
2004-11-13,19.8,13.04,15.48,0.0,7.84,0.56,2.63,87.22
2004-11-14,24.26,12.96,17.9,0.44,2.97,0.56,5.59,63.6
2004-11-15,21.27,11.41,17.75,2.51,3.35,0.56,5.59,77.72
2004-11-16,11.02,7.43,9.35,14.24,2.73,0.57,6.55,87.41
2004-11-17,11.92,5.75,8.0,0.28,6.61,0.59,5.52,75.88
2004-11-18,13.07,5.05,8.27,0.0,10.11,0.58,3.35,70.15
2004-11-19,17.27,7.71,12.36,0.01,7.08,0.58,7.62,81.68
2004-11-20,15.85,2.42,8.61,10.16,4.22,0.59,7.98,63.15
2004-11-21,7.44,-1.37,2.65,0.0,9.99,0.59,4.86,66.11
2004-11-22,7.08,-1.34,2.01,0.02,8.37,0.59,5.07,69.52
2004-11-23,10.81,-0.35,5.43,0.0,4.27,0.59,4.86,67.5
2004-11-24,9.57,1.08,6.54,1.75,2.88,0.59,6.15,73.21
2004-11-25,4.19,-1.3,1.34,0.26,7.66,0.59,5.73,75.0
2004-11-26,5.95,-2.62,1.53,0.04,7.51,0.59,4.41,61.59
2004-11-27,13.6,2.06,6.76,0.0,8.8,0.59,4.81,82.52
2004-11-28,12.13,6.28,8.94,0.01,5.79,0.58,4.08,88.17
2004-11-29,15.44,6.77,10.46,0.01,7.12,0.58,4.43,84.62
2004-11-30,16.85,8.95,11.85,0.0,6.58,0.58,4.55,88.78
2004-12-01,13.55,9.13,10.95,0.69,3.42,0.58,3.12,94.58
2004-12-02,17.51,8.98,12.68,0.02,5.15,0.58,4.49,89.41
2004-12-03,19.03,10.84,13.98,0.0,6.46,0.58,5.0,89.64
2004-12-04,17.59,10.78,13.33,0.08,4.07,0.58,3.39,91.53
2004-12-05,12.76,6.7,10.14,1.57,3.67,0.58,4.58,89.92
2004-12-06,13.64,5.94,8.96,0.0,6.66,0.58,2.87,85.88
2004-12-07,9.77,4.09,7.31,9.95,4.97,0.6,4.38,83.46
2004-12-08,10.57,2.73,6.53,0.0,8.01,0.6,2.26,73.98
2004-12-09,10.21,2.72,5.86,0.0,6.9,0.6,3.52,78.75
2004-12-10,8.85,1.82,5.36,0.0,7.33,0.6,5.43,79.32
2004-12-11,7.76,1.22,3.6,0.0,6.93,0.59,4.83,85.41
2004-12-12,9.33,0.93,4.74,0.0,8.41,0.59,1.73,76.36
2004-12-13,10.68,1.67,5.17,0.08,8.13,0.59,2.66,78.57
2004-12-14,7.13,0.03,3.18,0.3,4.5,0.59,5.59,83.53
2004-12-15,6.58,-0.98,1.6,0.0,8.22,0.59,4.88,79.49
2004-12-16,6.4,0.16,2.97,0.0,8.34,0.59,2.21,69.93
2004-12-17,9.56,0.77,4.55,0.0,7.29,0.59,4.19,77.82
2004-12-18,12.9,5.45,9.41,0.09,4.57,0.59,7.82,82.64
2004-12-19,11.61,9.44,10.74,2.81,3.09,0.59,6.35,79.6
