date,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,GWETROOT,WS10M,RH2M
2004-01-01,9.69,7.0,8.14,5.09,4.21,0.71,2.88,96.86
2004-01-02,12.56,6.18,8.3,4.66,3.79,0.72,3.65,94.76
2004-01-03,10.46,5.3,6.92,5.46,3.99,0.72,7.1,91.03
2004-01-04,5.18,-1.73,1.88,12.72,1.6,0.74,10.02,89.98
2004-01-05,1.12,-3.04,-1.31,1.69,3.6,0.74,4.44,87.33
2004-01-06,-0.03,-5.03,-2.74,0.44,5.43,0.74,5.34,78.99
2004-01-07,-0.98,-6.67,-4.16,0.01,7.35,0.74,4.19,74.32
2004-01-08,1.25,-4.61,-2.02,0.14,4.64,0.74,3.36,77.71
2004-01-09,1.42,-6.97,-2.94,0.07,7.91,0.74,2.09,81.72
2004-01-10,4.73,-2.11,0.74,0.63,3.82,0.74,3.55,83.97
2004-01-11,3.89,-0.98,0.57,0.57,2.21,0.74,10.39,85.66
2004-01-12,5.37,-3.46,0.76,0.0,5.62,0.74,3.86,83.52
2004-01-13,7.16,0.66,3.43,0.08,3.74,0.74,3.19,95.53
2004-01-14,11.5,3.57,7.14,0.02,4.86,0.74,4.29,96.98
2004-01-15,14.48,4.3,9.1,1.13,4.23,0.74,6.32,92.61
2004-01-16,10.23,0.39,5.81,0.04,8.57,0.74,5.23,75.22
2004-01-17,11.58,-0.57,4.95,0.0,10.03,0.74,4.06,87.85
2004-01-18,13.88,4.3,8.08,0.0,8.87,0.74,4.63,91.38
2004-01-19,15.05,5.71,9.66,0.01,8.14,0.73,4.88,93.52
2004-01-20,14.67,8.81,11.59,1.2,7.54,0.73,7.93,92.86
2004-01-21,12.27,1.91,7.32,8.92,4.73,0.74,6.69,91.13
2004-01-22,1.42,-4.71,-2.11,15.71,1.27,0.74,14.64,85.54
2004-01-23,-2.23,-6.58,-4.29,0.2,3.89,0.74,7.59,78.4
2004-01-24,-1.19,-6.52,-3.92,0.29,3.04,0.74,2.94,81.27
2004-01-25,0.51,-6.93,-3.78,0.03,5.59,0.74,5.48,87.83
2004-01-26,0.02,-5.81,-3.79,0.09,4.57,0.74,4.08,92.92
2004-01-27,5.22,-5.26,0.03,3.08,6.62,0.74,3.49,94.07
2004-01-28,14.17,5.85,10.92,11.48,4.95,0.78,10.16,94.37
2004-01-29,14.25,2.47,11.17,18.86,3.14,0.79,10.39,88.96
2004-01-30,8.86,-0.99,3.26,3.7,6.44,0.8,7.25,82.35
2004-01-31,6.16,-3.32,0.93,1.01,7.88,0.8,8.77,77.74
2004-02-01,7.63,-3.68,1.82,0.0,11.55,0.8,2.27,85.05
2004-02-02,13.65,1.61,6.45,0.0,11.82,0.8,3.24,81.98
2004-02-03,11.11,1.63,5.88,2.4,3.25,0.8,4.44,84.68
2004-02-04,8.04,-0.62,2.6,0.03,10.1,0.8,4.95,84.28
2004-02-05,12.88,-0.43,6.11,0.0,7.13,0.8,3.43,87.47
2004-02-06,18.08,5.77,10.66,0.0,11.34,0.79,3.25,80.67
2004-02-07,16.65,6.32,11.08,0.0,13.01,0.79,4.29,83.62
2004-02-08,15.94,7.15,10.56,0.0,11.85,0.79,2.3,86.44
2004-02-09,15.71,1.87,9.23,0.02,9.73,0.79,3.14,84.82
2004-02-10,7.71,-2.44,2.34,0.0,13.81,0.78,5.31,67.92
2004-02-11,5.47,-3.78,1.35,0.0,13.83,0.78,3.8,69.58
2004-02-12,4.08,-6.11,-0.15,1.19,3.57,0.78,8.23,74.57
2004-02-13,-4.07,-6.89,-5.51,0.4,5.74,0.78,11.17,59.9
2004-02-14,-1.76,-8.35,-4.43,0.03,8.63,0.77,3.13,69.13
2004-02-15,7.03,-3.32,1.17,0.41,5.83,0.77,3.87,70.44
2004-02-16,5.8,-1.95,1.5,0.0,10.43,0.77,2.36,78.77
2004-02-17,5.04,-1.95,1.05,0.0,12.38,0.77,4.51,82.52
2004-02-18,6.19,-2.45,1.53,0.0,13.73,0.77,2.62,70.34
2004-02-19,10.63,1.24,5.05,0.0,14.08,0.77,3.05,76.12
2004-02-20,8.06,-2.84,3.95,0.91,5.72,0.77,4.24,90.65
2004-02-21,0.62,-5.64,-3.06,0.02,14.45,0.77,6.67,71.75
2004-02-22,3.01,-5.08,-1.2,0.02,6.55,0.77,2.51,78.58
2004-02-23,6.92,0.74,3.93,0.88,2.59,0.76,3.3,94.68
2004-02-24,13.22,6.98,9.72,3.99,4.47,0.77,4.13,96.31
2004-02-25,14.94,8.85,11.26,0.0,8.4,0.77,5.92,93.34
2004-02-26,16.19,9.03,12.5,0.05,9.84,0.77,7.32,89.28
2004-02-27,16.85,11.82,14.02,3.58,6.07,0.77,10.61,89.82
2004-02-28,18.01,10.34,13.49,0.87,13.94,0.77,6.11,86.76
