file,column,dtype,non_null_pct,value_range_or_example,description
02_crop_specific_layer/anomaly_zscores_sunflower.csv,NDWI_harvest_range_z,float64,100.0,-2.171..2.104,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,GNDVI_harvest_mean_z,float64,100.0,-2.053..1.829,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,GNDVI_harvest_median_z,float64,100.0,-2.072..2.296,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,GNDVI_harvest_stdDev_z,float64,100.0,-1.971..1.942,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,GNDVI_harvest_p10_z,float64,100.0,-2.283..1.873,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,GNDVI_harvest_p90_z,float64,100.0,-1.795..1.926,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,GNDVI_harvest_cv_z,float64,100.0,-1.952..2.425,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,GNDVI_harvest_range_z,float64,100.0,-2.24..1.874,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,OSAVI_harvest_mean_z,float64,100.0,-1.653..2.244,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,OSAVI_harvest_median_z,float64,100.0,-1.825..2.383,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,OSAVI_harvest_stdDev_z,float64,100.0,-2.336..2.205,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,OSAVI_harvest_p10_z,float64,100.0,-2.264..1.997,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,OSAVI_harvest_p90_z,float64,100.0,-1.957..2.175,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,OSAVI_harvest_cv_z,float64,100.0,-2.092..2.228,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,OSAVI_harvest_range_z,float64,100.0,-2.285..2.182,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_sunflower.csv,yield_z,float64,89.7,-2.298..1.665,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,ilce_id,int64,100.0,1163..2096,TÜİK district (ilçe) numeric code
02_crop_specific_layer/anomaly_zscores_wheat.csv,ilce,str,100.0,Babaeski,District name
02_crop_specific_layer/anomaly_zscores_wheat.csv,il,str,100.0,Kırklareli,Province (Edirne/Kırklareli/Tekirdağ[/İstanbul])
02_crop_specific_layer/anomaly_zscores_wheat.csv,year,int64,100.0,2017..2024,Calendar year
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_greenup_mean_z,float64,99.6,-2.1..1.793,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_greenup_median_z,float64,99.6,-1.961..1.867,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_greenup_stdDev_z,float64,99.6,-2.226..2.094,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_greenup_p10_z,float64,99.6,-2.459..2.24,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_greenup_p90_z,float64,99.6,-2.227..1.62,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_greenup_cv_z,float64,99.6,-2.221..2.356,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_greenup_range_z,float64,99.6,-2.235..2.116,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_greenup_mean_z,float64,99.6,-2.092..1.95,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_greenup_median_z,float64,99.6,-2.005..2.022,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_greenup_stdDev_z,float64,99.6,-2.129..1.722,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_greenup_p10_z,float64,99.6,-2.436..1.792,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_greenup_p90_z,float64,99.6,-2.145..1.909,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_greenup_cv_z,float64,99.6,-2.203..2.13,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_greenup_range_z,float64,99.6,-2.154..1.756,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_greenup_mean_z,float64,99.6,-2.079..1.927,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_greenup_median_z,float64,99.6,-1.977..2.026,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_greenup_stdDev_z,float64,99.6,-2.129..1.797,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_greenup_p10_z,float64,99.6,-2.429..1.945,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_greenup_p90_z,float64,99.6,-2.147..1.789,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_greenup_cv_z,float64,99.6,-2.294..2.083,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_greenup_range_z,float64,99.6,-2.157..1.826,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_greenup_mean_z,float64,99.6,-2.064..1.892,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_greenup_median_z,float64,99.6,-2.035..1.998,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_greenup_stdDev_z,float64,99.6,-2.116..2.232,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_greenup_p10_z,float64,99.6,-2.461..1.948,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_greenup_p90_z,float64,99.6,-2.116..1.723,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_greenup_cv_z,float64,99.6,-2.178..2.433,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_greenup_range_z,float64,99.6,-2.089..2.218,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_greenup_mean_z,float64,99.6,-1.846..1.998,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_greenup_median_z,float64,99.6,-1.791..2.078,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_greenup_stdDev_z,float64,99.6,-1.859..2.333,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_greenup_p10_z,float64,99.6,-2.45..2.473,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_greenup_p90_z,float64,99.6,-1.879..1.952,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_greenup_cv_z,float64,99.6,-1.8..2.437,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_greenup_range_z,float64,99.6,-1.868..2.056,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_greenup_mean_z,float64,99.6,-2.077..1.974,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_greenup_median_z,float64,99.6,-2.007..2.029,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_greenup_stdDev_z,float64,99.6,-2.06..2.381,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_greenup_p10_z,float64,99.6,-1.725..2.247,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_greenup_p90_z,float64,99.6,-2.13..2.337,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_greenup_cv_z,float64,99.6,-2.453..2.474,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_greenup_range_z,float64,99.6,-2.116..2.41,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_greenup_mean_z,float64,99.6,-2.068..1.863,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_greenup_median_z,float64,99.6,-2.042..1.936,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_greenup_stdDev_z,float64,99.6,-2.258..2.286,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_greenup_p10_z,float64,99.6,-2.453..2.174,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_greenup_p90_z,float64,99.6,-2.186..1.702,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_greenup_cv_z,float64,99.6,-2.275..2.399,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_greenup_range_z,float64,99.6,-2.225..2.327,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_greenup_mean_z,float64,99.6,-2.109..1.908,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_greenup_median_z,float64,99.6,-1.997..1.989,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_greenup_stdDev_z,float64,99.6,-2.19..1.967,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_greenup_p10_z,float64,99.6,-2.448..2.031,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_greenup_p90_z,float64,99.6,-2.203..1.776,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_greenup_cv_z,float64,99.6,-2.255..2.257,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_greenup_range_z,float64,99.6,-2.216..2.012,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_peak_mean_z,float64,100.0,-1.895..1.917,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_peak_median_z,float64,100.0,-1.986..2.109,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_peak_stdDev_z,float64,100.0,-2.07..2.012,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_peak_p10_z,float64,100.0,-2.14..2.318,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_peak_p90_z,float64,100.0,-2.234..1.89,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_peak_cv_z,float64,100.0,-2.192..2.181,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_peak_range_z,float64,100.0,-2.014..1.901,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_peak_mean_z,float64,100.0,-1.973..2.061,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_peak_median_z,float64,100.0,-2.132..2.131,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_peak_stdDev_z,float64,100.0,-2.048..2.095,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_peak_p10_z,float64,100.0,-1.892..2.182,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_peak_p90_z,float64,100.0,-2.03..2.042,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_peak_cv_z,float64,100.0,-2.115..2.054,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_peak_range_z,float64,100.0,-2.007..2.014,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_peak_mean_z,float64,100.0,-2.02..2.096,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_peak_median_z,float64,100.0,-2.189..2.126,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_peak_stdDev_z,float64,100.0,-1.989..2.11,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_peak_p10_z,float64,100.0,-2.046..2.132,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_peak_p90_z,float64,100.0,-1.996..2.099,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_peak_cv_z,float64,100.0,-2.104..2.106,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_peak_range_z,float64,100.0,-1.973..2.036,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_peak_mean_z,float64,100.0,-2.028..1.956,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_peak_median_z,float64,100.0,-1.944..1.89,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_peak_stdDev_z,float64,100.0,-2.153..2.01,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_peak_p10_z,float64,100.0,-2.145..2.475,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_peak_p90_z,float64,100.0,-2.276..1.923,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_peak_cv_z,float64,100.0,-2.008..2.047,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_peak_range_z,float64,100.0,-2.252..1.988,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_peak_mean_z,float64,100.0,-2.333..2.098,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_peak_median_z,float64,100.0,-2.12..1.975,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_peak_stdDev_z,float64,100.0,-2.104..2.068,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_peak_p10_z,float64,100.0,-2.47..2.296,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_peak_p90_z,float64,100.0,-2.117..2.042,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_peak_cv_z,float64,100.0,-2.256..2.064,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_peak_range_z,float64,100.0,-2.157..2.036,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_peak_mean_z,float64,100.0,-1.968..1.971,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_peak_median_z,float64,100.0,-1.963..1.966,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_peak_stdDev_z,float64,100.0,-2.325..1.958,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_peak_p10_z,float64,100.0,-2.113..2.089,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_peak_p90_z,float64,100.0,-2.154..1.965,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_peak_cv_z,float64,100.0,-2.144..2.406,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_peak_range_z,float64,100.0,-2.34..1.832,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_peak_mean_z,float64,100.0,-1.944..1.898,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_peak_median_z,float64,100.0,-2.055..1.818,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_peak_stdDev_z,float64,100.0,-2.056..2.143,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_peak_p10_z,float64,100.0,-2.151..2.132,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_peak_p90_z,float64,100.0,-2.2..1.941,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_peak_cv_z,float64,100.0,-2.195..2.086,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_peak_range_z,float64,100.0,-2.027..2.039,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_peak_mean_z,float64,100.0,-1.96..2.052,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_peak_median_z,float64,100.0,-2.091..1.925,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_peak_stdDev_z,float64,100.0,-2.063..2.001,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_peak_p10_z,float64,100.0,-2.16..2.154,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_peak_p90_z,float64,100.0,-2.096..1.976,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_peak_cv_z,float64,100.0,-2.158..2.175,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_peak_range_z,float64,100.0,-1.996..1.886,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_grainfill_mean_z,float64,100.0,-2.036..2.017,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_grainfill_median_z,float64,100.0,-1.787..1.99,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_grainfill_stdDev_z,float64,100.0,-1.907..2.243,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_grainfill_p10_z,float64,100.0,-2.063..2.268,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_grainfill_p90_z,float64,100.0,-2.134..1.992,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_grainfill_cv_z,float64,100.0,-2.344..2.211,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDVI_grainfill_range_z,float64,100.0,-1.99..2.194,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_grainfill_mean_z,float64,100.0,-1.885..2.008,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_grainfill_median_z,float64,100.0,-1.802..2.135,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_grainfill_stdDev_z,float64,100.0,-1.676..2.227,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_grainfill_p10_z,float64,100.0,-2.123..2.205,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_grainfill_p90_z,float64,100.0,-1.942..2.21,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_grainfill_cv_z,float64,100.0,-2.125..2.08,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI_grainfill_range_z,float64,100.0,-1.804..2.24,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_grainfill_mean_z,float64,100.0,-1.874..2.088,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_grainfill_median_z,float64,100.0,-1.799..2.083,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_grainfill_stdDev_z,float64,100.0,-1.768..2.232,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_grainfill_p10_z,float64,100.0,-1.977..2.216,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_grainfill_p90_z,float64,100.0,-1.956..2.199,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_grainfill_cv_z,float64,100.0,-2.184..2.154,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,EVI2_grainfill_range_z,float64,100.0,-1.845..2.238,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_grainfill_mean_z,float64,100.0,-2.026..2.013,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_grainfill_median_z,float64,100.0,-1.751..2.121,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_grainfill_stdDev_z,float64,100.0,-1.826..2.199,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_grainfill_p10_z,float64,100.0,-2.223..2.293,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_grainfill_p90_z,float64,100.0,-1.993..2,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_grainfill_cv_z,float64,100.0,-2.172..2.149,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDRE_grainfill_range_z,float64,100.0,-2.018..2.165,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_grainfill_mean_z,float64,100.0,-1.96..2.425,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_grainfill_median_z,float64,100.0,-1.847..2.304,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_grainfill_stdDev_z,float64,100.0,-1.748..2.475,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_grainfill_p10_z,float64,100.0,-2.304..2.468,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_grainfill_p90_z,float64,100.0,-1.908..2.18,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_grainfill_cv_z,float64,100.0,-1.89..2.475,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,CIre_grainfill_range_z,float64,100.0,-2.289..2.197,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_grainfill_mean_z,float64,100.0,-2.088..1.946,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_grainfill_median_z,float64,100.0,-2.012..1.996,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_grainfill_stdDev_z,float64,100.0,-1.945..2.017,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_grainfill_p10_z,float64,100.0,-2.127..2.042,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_grainfill_p90_z,float64,100.0,-2.027..2.041,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_grainfill_cv_z,float64,100.0,-2.375..2.467,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,NDWI_grainfill_range_z,float64,100.0,-1.93..1.992,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_grainfill_mean_z,float64,100.0,-1.906..2.111,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_grainfill_median_z,float64,100.0,-1.953..2.15,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_grainfill_stdDev_z,float64,100.0,-2.162..2.261,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_grainfill_p10_z,float64,100.0,-2.05..1.924,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_grainfill_p90_z,float64,100.0,-1.968..1.876,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_grainfill_cv_z,float64,100.0,-1.737..2.338,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,GNDVI_grainfill_range_z,float64,100.0,-2.049..2.253,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_grainfill_mean_z,float64,100.0,-1.957..2.033,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_grainfill_median_z,float64,100.0,-1.799..2.052,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_grainfill_stdDev_z,float64,100.0,-1.881..2.213,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_grainfill_p10_z,float64,100.0,-2.112..2.25,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_grainfill_p90_z,float64,100.0,-2.049..2.066,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_grainfill_cv_z,float64,100.0,-2.118..2.22,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,OSAVI_grainfill_range_z,float64,100.0,-1.984..2.195,see README / derived spectral or climate feature
02_crop_specific_layer/anomaly_zscores_wheat.csv,yield_z,float64,91.4,-1.962..2.196,see README / derived spectral or climate feature
02_crop_specific_layer/crop_classified_area_ha.csv,ilce_id,int64,100.0,1163..2096,TÜİK district (ilçe) numeric code
02_crop_specific_layer/crop_classified_area_ha.csv,ilce,str,100.0,Babaeski,District name
02_crop_specific_layer/crop_classified_area_ha.csv,il,str,100.0,Kırklareli,Province (Edirne/Kırklareli/Tekirdağ[/İstanbul])
02_crop_specific_layer/crop_classified_area_ha.csv,year,int64,100.0,2017..2024,Calendar year
02_crop_specific_layer/crop_classified_area_ha.csv,wheat_classified_ha,float64,100.0,158.3..4.861e+04,"Phenology-classified wheat area, hectares"
02_crop_specific_layer/crop_classified_area_ha.csv,sun_classified_ha,float64,100.0,12.8..2.895e+04,"Phenology-classified sunflower area, hectares"
02_crop_specific_layer/crop_specific_indices_sunflower.csv,ilce_id,int64,100.0,1163..2096,TÜİK district (ilçe) numeric code
02_crop_specific_layer/crop_specific_indices_sunflower.csv,ilce,str,100.0,Babaeski,District name
02_crop_specific_layer/crop_specific_indices_sunflower.csv,il,str,100.0,Kırklareli,Province (Edirne/Kırklareli/Tekirdağ[/İstanbul])
02_crop_specific_layer/crop_specific_indices_sunflower.csv,year,int64,100.0,2017..2024,Calendar year
