file,column,dtype,non_null_pct,value_range_or_example,description
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_greenup_mean,float64,100.0,0.2548..0.7913,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_greenup_median,float64,100.0,0.2128..0.8399,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_greenup_stdDev,float64,100.0,0.1063..0.2397,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_greenup_p10,float64,100.0,0.1153..0.6213,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_greenup_p90,float64,100.0,0.3926..0.9121,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_greenup_cv,float64,100.0,0.1707..0.6239,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_greenup_range,float64,100.0,0.2422..0.6482,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_greenup_mean,float64,100.0,0.09124..0.5311,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_greenup_median,float64,100.0,0.0644..0.5684,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_greenup_stdDev,float64,100.0,0.07865..0.1978,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_greenup_p10,float64,100.0,-0.02543..0.3887,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_greenup_p90,float64,100.0,0.1913..0.7058,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_greenup_cv,float64,100.0,0.1964..1.32,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_greenup_range,float64,100.0,0.1797..0.52,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_greenup_mean,float64,100.0,0.1411..0.7008,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_greenup_median,float64,100.0,0.1074..0.7383,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_greenup_stdDev,float64,100.0,0.0882..0.227,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_greenup_p10,float64,100.0,0.05281..0.4102,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_greenup_p90,float64,100.0,0.2225..0.9258,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_greenup_cv,float64,100.0,0.2304..0.8031,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_greenup_range,float64,100.0,0.156..0.6095,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_peak_mean,float64,100.0,0.56..0.8399,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_peak_median,float64,100.0,0.5438..0.874,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_peak_stdDev,float64,100.0,0.05808..0.1398,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_peak_p10,float64,100.0,0.5051..0.7178,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_peak_p90,float64,100.0,0.6338..0.913,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_peak_cv,float64,100.0,0.1009..0.1963,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_peak_range,float64,100.0,0.1269..0.373,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_peak_mean,float64,100.0,0.3564..0.6066,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_peak_median,float64,100.0,0.3496..0.6426,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_peak_stdDev,float64,100.0,0.04764..0.1412,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_peak_p10,float64,100.0,0.2832..0.4864,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_peak_p90,float64,100.0,0.4433..0.7207,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_peak_cv,float64,100.0,0.1215..0.2954,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_peak_range,float64,100.0,0.1016..0.3789,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_peak_mean,float64,100.0,0.3897..0.6981,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_peak_median,float64,100.0,0.3769..0.7402,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_peak_stdDev,float64,100.0,0.05574..0.1662,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_peak_p10,float64,100.0,0.3106..0.5137,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_peak_p90,float64,100.0,0.4785..0.8418,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_peak_cv,float64,100.0,0.1243..0.3145,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_peak_range,float64,100.0,0.1292..0.4337,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_harvest_mean,float64,100.0,0.1853..0.7239,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_harvest_median,float64,100.0,0.166..0.7793,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_harvest_stdDev,float64,100.0,0.06264..0.2472,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_harvest_p10,float64,100.0,0.09175..0.5254,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_harvest_p90,float64,100.0,0.2381..0.8535,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_harvest_cv,float64,100.0,0.1834..0.6305,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDVI_harvest_range,float64,100.0,0.08577..0.6211,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_harvest_mean,float64,100.0,0.111..0.4726,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_harvest_median,float64,100.0,0.09565..0.502,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_harvest_stdDev,float64,100.0,0.04399..0.1775,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_harvest_p10,float64,100.0,0.04483..0.3066,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_harvest_p90,float64,100.0,0.1521..0.6272,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_harvest_cv,float64,100.0,0.2607..0.7215,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,NDRE_harvest_range,float64,100.0,0.05841..0.4531,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_harvest_mean,float64,100.0,0.1078..0.597,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_harvest_median,float64,100.0,0.09177..0.6465,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_harvest_stdDev,float64,100.0,0.04783..0.2301,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_harvest_p10,float64,100.0,0.04099..0.3574,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_harvest_p90,float64,100.0,0.1465..0.7598,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_harvest_cv,float64,100.0,0.241..0.8085,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_sunflower.csv,EVI_harvest_range,float64,100.0,0.07026..0.5976,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,ilce_id,int64,100.0,1163..2096,TÜİK district (ilçe) numeric code
02_crop_specific_layer/crop_specific_indices_wheat.csv,ilce,str,100.0,Babaeski,District name
02_crop_specific_layer/crop_specific_indices_wheat.csv,il,str,100.0,Kırklareli,Province (Edirne/Kırklareli/Tekirdağ[/İstanbul])
02_crop_specific_layer/crop_specific_indices_wheat.csv,year,int64,100.0,2017..2024,Calendar year
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_greenup_mean,float64,99.6,0.2481..0.8029,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_greenup_median,float64,99.6,0.2637..0.8242,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_greenup_stdDev,float64,99.6,0.08769..0.1684,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_greenup_p10,float64,99.6,0.0332..0.6524,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_greenup_p90,float64,99.6,0.3926..0.9179,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_greenup_cv,float64,99.6,0.1301..0.493,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_greenup_range,float64,99.6,0.2149..0.4609,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_greenup_mean,float64,99.6,0.1532..0.5682,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_greenup_median,float64,99.6,0.166..0.5879,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_greenup_stdDev,float64,99.6,0.06039..0.1568,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_greenup_p10,float64,99.6,0.009758..0.4179,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_greenup_p90,float64,99.6,0.2479..0.7011,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_greenup_cv,float64,99.6,0.1797..0.5399,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_greenup_range,float64,99.6,0.1483..0.4219,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_greenup_mean,float64,99.6,0.1503..0.5839,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_greenup_median,float64,99.6,0.1465..0.5957,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_greenup_stdDev,float64,99.6,0.05526..0.1651,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_greenup_p10,float64,99.6,0.07618..0.4004,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_greenup_p90,float64,99.6,0.2246..0.7617,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_greenup_cv,float64,99.6,0.2094..0.4273,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_greenup_range,float64,99.6,0.121..0.4453,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_peak_mean,float64,100.0,0.6627..0.8481,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_peak_median,float64,100.0,0.667..0.8848,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_peak_stdDev,float64,100.0,0.07417..0.128,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_peak_p10,float64,100.0,0.5186..0.7207,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_peak_p90,float64,100.0,0.7803..0.9199,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_peak_cv,float64,100.0,0.09248..0.1686,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_peak_range,float64,100.0,0.1816..0.3437,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_peak_mean,float64,100.0,0.465..0.671,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_peak_median,float64,100.0,0.464..0.7051,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_peak_stdDev,float64,100.0,0.07192..0.1329,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_peak_p10,float64,100.0,0.3418..0.5216,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_peak_p90,float64,100.0,0.5722..0.7675,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_peak_cv,float64,100.0,0.1302..0.2308,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_peak_range,float64,100.0,0.1874..0.3477,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_peak_mean,float64,100.0,0.4924..0.7409,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_peak_median,float64,100.0,0.4863..0.7715,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_peak_stdDev,float64,100.0,0.07915..0.1488,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_peak_p10,float64,100.0,0.373..0.5566,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_peak_p90,float64,100.0,0.5996..0.8848,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_peak_cv,float64,100.0,0.1491..0.2294,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_peak_range,float64,100.0,0.1992..0.3984,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_grainfill_mean,float64,100.0,0.2279..0.6568,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_grainfill_median,float64,100.0,0.209..0.6836,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_grainfill_stdDev,float64,100.0,0.06893..0.189,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_grainfill_p10,float64,100.0,0.1523..0.4433,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_grainfill_p90,float64,100.0,0.3145..0.8242,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_grainfill_cv,float64,100.0,0.2221..0.4709,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDVI_grainfill_range,float64,100.0,0.1484..0.5156,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_grainfill_mean,float64,100.0,0.1377..0.4408,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_grainfill_median,float64,100.0,0.123..0.4492,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_grainfill_stdDev,float64,100.0,0.04833..0.1497,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_grainfill_p10,float64,100.0,0.06645..0.2871,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_grainfill_p90,float64,100.0,0.1972..0.6035,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_grainfill_cv,float64,100.0,0.2697..0.5685,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,NDRE_grainfill_range,float64,100.0,0.1054..0.4062,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_grainfill_mean,float64,100.0,0.1544..0.4739,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_grainfill_median,float64,100.0,0.1288..0.4804,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_grainfill_stdDev,float64,100.0,0.0465..0.1685,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_grainfill_p10,float64,100.0,0.06642..0.3028,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_grainfill_p90,float64,100.0,0.2167..0.6699,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_grainfill_cv,float64,100.0,0.2655..0.6359,see README / derived spectral or climate feature
02_crop_specific_layer/crop_specific_indices_wheat.csv,EVI_grainfill_range,float64,100.0,0.09748..0.453,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,ilce_id,int64,100.0,1163..2096,TÜİK district (ilçe) numeric code
02_crop_specific_layer/soilgrids_awc_features.csv,ilce,str,100.0,Babaeski,District name
02_crop_specific_layer/soilgrids_awc_features.csv,il,str,100.0,Kırklareli,Province (Edirne/Kırklareli/Tekirdağ[/İstanbul])
02_crop_specific_layer/soilgrids_awc_features.csv,clay_0_30_mean,float64,100.0,30.52..38.14,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,clay_0_30_p10,float64,100.0,27.4..35.34,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,clay_0_30_p90,float64,100.0,32.41..40.96,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,sand_0_30_mean,float64,100.0,26.24..34.98,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,sand_0_30_p10,float64,100.0,22.81..32.41,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,sand_0_30_p90,float64,100.0,27.61..38.44,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,silt_0_30_mean,float64,100.0,33.41..41.79,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,silt_0_30_p10,float64,100.0,30.31..39.51,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,silt_0_30_p90,float64,100.0,36.22..46.13,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,phh2o_0_30_mean,float64,100.0,6.582..7.311,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,phh2o_0_30_p10,float64,100.0,6.3..7.167,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,phh2o_0_30_p90,float64,100.0,6.733..7.467,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,soc_0_30_mean,float64,100.0,15.94..26.81,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,soc_0_30_p10,float64,100.0,14.81..23.44,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,soc_0_30_p90,float64,100.0,17.18..36.87,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,cec_0_30_mean,float64,100.0,21.81..27.41,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,cec_0_30_p10,float64,100.0,20.21..24.97,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,cec_0_30_p90,float64,100.0,23.77..29.91,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,bdod_0_30_mean,float64,100.0,1.357..1.444,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,bdod_0_30_p10,float64,100.0,1.317..1.402,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,bdod_0_30_p90,float64,100.0,1.373..1.487,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,nitrogen_0_30_mean,float64,100.0,15.34..21.48,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,nitrogen_0_30_p10,float64,100.0,14.34..20.28,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,nitrogen_0_30_p90,float64,100.0,16.22..24.52,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,cfvo_0_30_mean,float64,100.0,8.843..15.66,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,cfvo_0_30_p10,float64,100.0,7.349..13.85,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,cfvo_0_30_p90,float64,100.0,10.16..18.3,see README / derived spectral or climate feature
02_crop_specific_layer/soilgrids_awc_features.csv,awc_0_30,float64,100.0,0.1383..0.1537,Plant-available water capacity 0-30cm (Saxton-Rawls)
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,ilce_id,int64,100.0,1163..2096,TÜİK district (ilçe) numeric code
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,ilce,str,100.0,Babaeski,District name
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,il,str,100.0,Kırklareli,Province (Edirne/Kırklareli/Tekirdağ[/İstanbul])
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,year,int64,100.0,2017..2024,Calendar year
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_greenup_mean,float64,100.0,0.2861..0.5985,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_greenup_median,float64,100.0,0.2539..0.6211,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_greenup_stdDev,float64,100.0,0.1119..0.2665,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_greenup_p10,float64,100.0,0.1602..0.3712,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_greenup_p90,float64,100.0,0.4335..0.8712,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_greenup_cv,float64,100.0,0.2796..0.5762,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_greenup_range,float64,100.0,0.2618..0.6953,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_greenup_mean,float64,100.0,0.1696..0.4381,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_greenup_median,float64,100.0,0.1445..0.4258,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_greenup_stdDev,float64,100.0,0.08674..0.2814,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_greenup_p10,float64,100.0,0.0743..0.2071,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_greenup_p90,float64,100.0,0.2773..0.8242,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_greenup_cv,float64,100.0,0.3486..0.8299,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_greenup_range,float64,100.0,0.195..0.7499,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_greenup_mean,float64,100.0,0.1532..0.415,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_greenup_median,float64,100.0,0.1347..0.3945,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_greenup_stdDev,float64,100.0,0.07852..0.2579,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_greenup_p10,float64,100.0,0.07623..0.2071,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_greenup_p90,float64,100.0,0.252..0.7618,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_greenup_cv,float64,100.0,0.3344..0.7936,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_greenup_range,float64,100.0,0.1757..0.6796,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_greenup_mean,float64,100.0,0.144..0.3929,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_greenup_median,float64,100.0,0.1367..0.4024,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_greenup_stdDev,float64,100.0,0.08318..0.1942,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_greenup_p10,float64,100.0,0.03523..0.2149,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_greenup_p90,float64,100.0,0.2616..0.5977,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_greenup_cv,float64,100.0,0.3275..0.6957,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_greenup_range,float64,100.0,0.1913..0.5154,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_greenup_mean,float64,100.0,0.3394..2.883,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_greenup_median,float64,100.0,0.2653..1.457,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_greenup_stdDev,float64,100.0,0.3038..73.38,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_greenup_p10,float64,100.0,0.0788..1.457,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_greenup_p90,float64,100.0,0.6404..3.063,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_greenup_cv,float64,100.0,0.5597..25.46,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_greenup_range,float64,100.0,0..2.875,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_greenup_mean,float64,100.0,-0.08061..0.1909,see README / derived spectral or climate feature
