ilce_id,ilce,il,year,verim_kg_da,gdd_cum_season,gdd_flowering,vernalization_days,tp_season_sum,tp_winter_sum,tp_flowering,tp_grain_fill,aridity_index,heat_stress_days,t2m_flowering_mean,t2m_flowering_max,tdiff_mean,ssr_flowering_sum,ssr_season_sum,NDVI_greenup_mean,NDVI_peak_mean,NDVI_grainfill_mean,NDRE_greenup_mean,NDRE_peak_mean,NDRE_grainfill_mean,EVI_greenup_mean,EVI_peak_mean,EVI_grainfill_mean
1464,Keşan,Edirne,2018,387.0,3736.39,577.965,51,693.7800000000001,441.84,31.62,86.67,0.6198303467901833,11,18.409032258064517,24.60290322580645,10.678993055555557,686.61,4162.33,0.6957550523295413,0.7471588230926759,0.250895884884048,0.4609270437557303,0.5468978384983867,0.1558649249956395,0.4720091172611385,0.5716851564128166,0.1702080826486645
1464,Keşan,Edirne,2019,422.0,3566.6900000000005,565.145,61,528.49,348.80999999999995,39.290000000000006,35.23,0.4729455045468005,23,18.003225806451614,24.453225806451613,10.869930555555555,709.0600000000001,4098.429999999999,0.555627971109443,0.7771072729219194,0.2928601058877181,0.365332206184905,0.5802489785480068,0.1831607678374409,0.3631797170321065,0.59651259903923,0.1839903961494341
1464,Keşan,Edirne,2020,434.0,3771.025,539.81,46,447.02,224.56,65.90999999999998,49.06,0.3854831159663072,16,17.22967741935484,23.79387096774193,11.29453287197232,708.0,4263.72,0.677860270609779,0.8058775173354437,0.3107169002026231,0.4801586844906981,0.6113796344058579,0.1959623375025143,0.4658332478968385,0.655386092103994,0.1868623925129845
1464,Keşan,Edirne,2021,531.0,3615.84,537.045,52,844.54,586.98,87.1,66.47,0.7861021377187215,9,17.15806451612903,23.12225806451613,10.218368055555556,752.45,4190.56,0.5762195658081841,0.8027161007043903,0.4752861877563705,0.3662550877353591,0.6064121302872881,0.2996440170814179,0.4048034670971023,0.6433761219989496,0.3058831528411416
1464,Keşan,Edirne,2022,440.0,3492.255,552.96,48,536.6600000000001,397.42,22.9,41.01,0.4701828575442435,27,17.649032258064512,25.07967741935484,11.074027777777776,778.39,4231.91,0.5111823106750223,0.7573376481547456,0.2964049413325547,0.3175652687776128,0.570077028012349,0.1844002252338291,0.3281979109952396,0.5747923394796085,0.1847588778104585
1464,Keşan,Edirne,2023,559.0,3853.62,501.69000000000005,51,402.8,191.01,39.33,35.690000000000005,0.371154563104291,13,15.982903225806451,21.903548387096773,10.939965277777778,588.3899999999999,3994.44,0.5838809090100564,0.8164232076074568,0.3059075014698946,0.387221791514258,0.6346141390907188,0.1923504722360319,0.3974603265612938,0.6756878316294922,0.1862776680924889
1464,Keşan,Edirne,2024,410.0,4213.055,521.84,44,477.18,352.87,29.52,3.79,0.3731977185166991,29,16.66032258064516,23.3483870967742,11.34871972318339,701.1700000000001,4311.64,0.6457932462572992,0.7942707430127712,0.2689520985886093,0.441544739689179,0.6116192699680487,0.1717098167668107,0.4565186820369165,0.640390035973372,0.1926496127359261
1471,Merkez,Kırklareli,2017,458.0,3148.73,495.2750000000001,53,501.9500000000001,309.87,36.3,40.42,0.4737397276031357,13,15.884838709677416,22.041612903225804,10.853333333333332,696.88,4022.21,0.4153611376580391,0.7312851281054763,0.36053900475554,0.2708260873051578,0.5328842196740522,0.2188846613632628,0.2483563708129016,0.5790279979693167,0.2250723110882903
1471,Merkez,Kırklareli,2018,320.0,3533.31,552.38,64,733.69,443.01,43.23,101.41,0.7323884217172224,2,17.62483870967742,23.457419354838706,10.250416666666668,674.3399999999999,3904.03,0.6588745062499015,0.6798908505621698,0.2833398669375201,0.4138473623879465,0.4813386027200422,0.1752614435518996,0.4107161868498211,0.4959001654061226,0.1764495598210654
1471,Merkez,Kırklareli,2019,342.0,3411.715,544.2700000000001,62,493.1,333.53,47.31,28.48,0.4871634342421104,17,17.419032258064515,23.805483870967738,10.54625,660.11,3843.55,0.4880987686383771,0.6645390222077115,0.3604353451797243,0.3173951248784083,0.4761778159827822,0.2267016251941367,0.322240534389772,0.4935745277646782,0.2381207835102857
1471,Merkez,Kırklareli,2020,352.0,3619.28,517.6100000000001,55,438.88,219.33,72.16000000000001,69.29,0.4099515856436161,11,16.596129032258066,22.99838709677419,11.056089965397923,655.2299999999999,4067.94,0.6991699608971843,0.7299337364241256,0.3134213797050447,0.5019975756169016,0.5406256627783771,0.1971403193086196,0.5116441033251893,0.5610161614736834,0.1889549342591753
1471,Merkez,Kırklareli,2021,396.0,3464.57,515.01,59,610.76,385.26,49.08,63.22,0.6360625833387289,8,16.59741935483871,22.35935483870968,10.110833333333334,680.8100000000001,3826.01,0.6519392058928974,0.7379863021982622,0.385560616138372,0.4352683632700113,0.532523263481135,0.2413439624337824,0.4842231907962532,0.5496914343146092,0.2388782971973399
1471,Merkez,Kırklareli,2022,358.0,3299.54,520.125,54,504.44,351.04999999999995,19.88,39.94,0.4929857421462745,16,16.562258064516133,23.70387096774193,10.63170138888889,762.4200000000001,3943.88,0.4959697485105796,0.6734201598372278,0.3151728882512071,0.3119508209372462,0.484340403479395,0.1991361277537988,0.3412518741105819,0.5123965142762533,0.20306719050945
1471,Merkez,Kırklareli,2023,373.0,3699.885,479.74,55,360.76,143.29000000000002,36.52,26.11,0.3616234197946414,10,15.21774193548387,21.01806451612903,10.627256944444444,575.88,3779.36,0.5313668320985624,0.7855975155652737,0.4438442113192717,0.3530771043294687,0.5896639598893679,0.2790868933478576,0.3681943591009696,0.648126497073064,0.3008882724617165
1471,Merkez,Kırklareli,2024,371.0,3976.645,487.195,53,492.25000000000006,337.78000000000003,39.5,7.590000000000001,0.4244331899557627,28,15.538387096774192,21.606129032258064,11.10878892733564,673.8800000000001,4062.81,0.602985620871313,0.7252599913207919,0.2784201562844285,0.4157581025095986,0.5415222252301252,0.1773933680447605,0.4203725320019238,0.5670764075681016,0.1943297635478553
1480,Kofçaz,Kırklareli,2017,305.0,2928.825,491.82,36,451.16,224.66,55.31,50.760000000000005,0.4267565281487113,14,15.714838709677418,22.12870967741935,11.275625,696.88,4022.21,0.2481248741009728,0.7027060604232054,0.4926306317122216,0.1531768093373243,0.4943910049335134,0.305894858291903,0.1503460273204598,0.5430968918451875,0.3173426291518845
1480,Kofçaz,Kırklareli,2018,305.0,3256.39,538.2700000000001,63,764.48,444.57,42.4,111.48000000000002,0.7710144876479064,3,17.204516129032257,23.396774193548385,10.281180555555556,674.3399999999999,3904.03,0.6259210503849263,0.7108215428909895,0.3315924467516353,0.3891968137192916,0.5055559555654933,0.2093959704754961,0.3926110305025381,0.5353981843994315,0.1968959774784343
1480,Kofçaz,Kırklareli,2019,232.0,3199.67,536.86,58,477.17,278.04,62.08,46.16,0.4701444512979398,18,17.142258064516128,23.645806451612906,10.828993055555555,660.11,3843.55,0.4696851155879047,0.6742634569877507,0.4282004700307599,0.3003348214439666,0.4733573179445935,0.273078696700259,0.2811368539904599,0.4923603427052395,0.2777543972101791
1480,Kofçaz,Kırklareli,2020,313.0,3397.3950000000004,509.02,52,400.1,171.0,65.25,75.00000000000001,0.374342208762196,10,16.353548387096776,22.95419354838709,11.362214532871974,655.2299999999999,4067.94,0.6244026425446942,0.7226216545094065,0.3988892045541494,0.4247974247212289,0.52560373999741,0.2569158790030306,0.4259520150138034,0.5509458549679275,0.2413374638162215
1480,Kofçaz,Kırklareli,2021,360.0,3197.29,503.145,70,638.49,412.27,37.06,66.44,0.6784380789973097,8,16.07709677419355,22.12935483870968,10.205625,680.8100000000001,3826.01,0.5528855863719189,0.7276734437854048,0.5335313060107034,0.3463065404529902,0.5146369508033553,0.3396423470837554,0.3880332667424317,0.5546136753946782,0.341226089802468
1480,Kofçaz,Kırklareli,2022,247.0,3074.8050000000003,515.795,54,517.42,366.69,24.999999999999996,58.78000000000001,0.5068582402697823,12,16.595806451612905,23.74677419354839,10.6865625,762.4200000000001,3943.88,0.4204097327907942,0.6626987132296687,0.386283669263537,0.263042527060971,0.4675230681829666,0.2445325736174793,0.2791155237738177,0.4979593126713773,0.237951996646126
1480,Kofçaz,Kırklareli,2023,284.0,3464.195,471.25999999999993,60,375.62,154.22,44.18999999999999,35.03,0.3794417563637537,10,14.92225806451613,20.90225806451613,10.829340277777778,575.88,3779.36,0.4264478644236898,0.7721768947725359,0.5627756498431705,0.2759775131512219,0.5668437359004949,0.3681265994987913,0.2700677900264195,0.6223700817148045,0.3862593659514536
1480,Kofçaz,Kırklareli,2024,260.0,3790.515,479.5,47,426.48,250.72000000000003,53.39000000000001,16.7,0.3608278345645057,28,15.285161290322582,21.61225806451613,11.57712802768166,673.8800000000001,4062.81,0.4941499358605846,0.7257533323172615,0.358247263213322,0.3202465303309995,0.529022533335793,0.2310313289793448,0.2988274119584922,0.5569275779477317,0.2387812502301988
1502,Lalapaşa,Edirne,2017,233.0,2928.825,491.82,36,451.16,224.66,55.31,50.760000000000005,0.4290010944257463,14,15.714838709677418,22.12870967741935,11.275625,684.0300000000001,4037.23,0.398192735746628,0.7276333418830522,0.3952963228284815,0.2602846736101938,0.535000088468349,0.2401602999213122,0.2387345216495609,0.5646173337928772,0.2370687428943138
1502,Lalapaşa,Edirne,2018,232.0,3256.39,538.2700000000001,63,764.48,444.57,42.4,111.48000000000002,0.7663850561884558,3,17.204516129032257,23.396774193548385,10.281180555555556,701.0600000000002,3943.71,0.6888137616801235,0.7111333644455059,0.2837850273499984,0.4462714319250361,0.5124461026037053,0.1776676277269828,0.4589091777077709,0.5354940570932765,0.1849429950752809
1502,Lalapaşa,Edirne,2019,345.0,3199.67,536.86,58,477.17,278.04,62.08,46.16,0.4635504741819435,18,17.142258064516128,23.645806451612906,10.828993055555555,673.7900000000001,3915.13,0.5588671406313716,0.7402432071269712,0.3525254203723367,0.3791586201478469,0.5499689699626802,0.2219926880039081,0.3782064670624692,0.5720329361064,0.2426315300464323
1502,Lalapaşa,Edirne,2020,279.0,3397.3950000000004,509.02,52,400.1,171.0,65.25,75.00000000000001,0.3776579571649923,10,16.353548387096776,22.95419354838709,11.362214532871974,647.6200000000001,4062.52,0.6746461071891975,0.740877513141529,0.3121294568278003,0.4889674768318999,0.5539469039692627,0.1950717387973845,0.4996046611752367,0.5876787945082297,0.1865600971833687
1502,Lalapaşa,Edirne,2021,444.0,3197.29,503.145,70,638.49,412.27,37.06,66.44,0.6680175746382246,8,16.07709677419355,22.12935483870968,10.205625,695.1699999999998,3892.06,0.6417273961200811,0.7643293970048216,0.4059311885162438,0.4269222333814158,0.5568757484508893,0.2486089684795317,0.4759317088958493,0.5936887666232484,0.247462593668255
1502,Lalapaşa,Edirne,2022,363.0,3074.8050000000003,515.795,54,517.42,366.69,24.999999999999996,58.78000000000001,0.5048629190021023,12,16.595806451612905,23.74677419354839,10.6865625,745.6100000000001,3999.72,0.5243403800410291,0.6831875083694269,0.3005464236115049,0.3427387691455703,0.4994255078272597,0.1900677114927126,0.3564367979832507,0.5169729732589187,0.1934391480799226
1502,Lalapaşa,Edirne,2023,459.0,3464.195,471.25999999999993,60,375.62,154.22,44.18999999999999,35.03,0.376725928760332,10,14.92225806451613,20.90225806451613,10.829340277777778,566.0899999999999,3829.06,0.5726264809646172,0.8093814702626017,0.4235025425893383,0.3891616070744959,0.6218296089190659,0.2668365971447639,0.3835715719896786,0.7066351493564552,0.287368751375489
1502,Lalapaşa,Edirne,2024,373.0,3790.515,479.5,47,426.48,250.72000000000003,53.39000000000001,16.7,0.3608323441468224,28,15.285161290322582,21.61225806451613,11.57712802768166,655.75,4102.01,0.5742084226861203,0.7399217373424939,0.271614736246968,0.4008638199594911,0.5578838355514294,0.1739052401257378,0.3829773410911771,0.5811150135160997,0.1940987232208255
1505,Lüleburgaz,Kırklareli,2023,358.0,3699.885,479.74,55,360.76,143.29000000000002,36.52,26.11,0.3616234197946414,10,15.21774193548387,21.01806451612903,10.627256944444444,575.88,3779.36,0.6039251907206159,0.8127285692214924,0.5310231013460498,0.4013822071226405,0.6293815275424935,0.3553548352971377,0.38521811679905,0.648446537875442,0.3430829987062535
1511,Malkara,Tekirdağ,2017,450.0,3336.135,530.66,50,462.66,274.64,42.21000000000001,49.260000000000005,0.3936829412334743,18,16.972580645161294,23.67806451612904,11.40204861111111,710.1300000000002,4264.71,0.3921323405818572,0.815684977175592,0.4285596805746158,0.2485207823918489,0.6128208054259234,0.2713107765729071,0.201984157094005,0.6563221277682532,0.2656902415146385
1511,Malkara,Tekirdağ,2018,320.0,3736.39,577.965,51,693.7800000000001,441.84,31.62,86.67,0.6198303467901833,11,18.409032258064517,24.60290322580645,10.678993055555557,686.61,4162.33,0.6748411204705675,0.7683411415483582,0.2834376580775621,0.4345728594585411,0.5670060181146549,0.1804506001952245,0.4097058306484343,0.5860543561305597,0.181759721415265
1511,Malkara,Tekirdağ,2019,464.0,3566.6900000000005,565.145,61,528.49,348.80999999999995,39.290000000000006,35.23,0.4729455045468005,23,18.003225806451614,24.453225806451613,10.869930555555555,709.0600000000001,4098.429999999999,0.5699195561520541,0.7843876939755782,0.3511701493266714,0.3772542811467466,0.5922407836997584,0.2223570139397019,0.3751169393491708,0.6146066625078801,0.2304301750724403
1511,Malkara,Tekirdağ,2020,380.0,3771.025,539.81,46,447.02,224.56,65.90999999999998,49.06,0.3854831159663072,16,17.22967741935484,23.79387096774193,11.29453287197232,708.0,4263.72,0.6809862729592625,0.8247471797879609,0.3619417705327623,0.4824533315222733,0.6366696735174328,0.2321230876788783,0.4605864146946841,0.6994116744974562,0.2327349438638132
1511,Malkara,Tekirdağ,2021,527.0,3615.84,537.045,52,844.54,586.98,87.1,66.47,0.7861021377187215,9,17.15806451612903,23.12225806451613,10.218368055555556,752.45,4190.56,0.6603817687114503,0.8125564404677355,0.5767075735978905,0.4347748394650976,0.6125681567497285,0.3779844388708587,0.4824415163360447,0.6475733370369013,0.3919261495238636
1511,Malkara,Tekirdağ,2022,398.0,3492.255,552.96,48,536.6600000000001,397.42,22.9,41.01,0.4701828575442435,27,17.649032258064512,25.07967741935484,11.074027777777776,778.39,4231.91,0.5203830047136995,0.7911501299676437,0.3625522592025367,0.3220926199792974,0.6077554250813763,0.2274728482808314,0.3198541564921138,0.6197672448503526,0.2264123163199176
1511,Malkara,Tekirdağ,2023,373.0,3853.62,501.69000000000005,51,402.8,191.01,39.33,35.690000000000005,0.371154563104291,13,15.982903225806451,21.903548387096773,10.939965277777778,588.3899999999999,3994.44,0.5874659874500513,0.8480800397415982,0.4041227728086538,0.3894126466089065,0.6709607932629156,0.266073582472258,0.3783520263065385,0.7409482054011961,0.2670877576318217
1511,Malkara,Tekirdağ,2024,438.0,4213.055,521.84,44,477.18,352.87,29.52,3.79,0.3731977185166991,29,16.66032258064516,23.3483870967742,11.34871972318339,701.1700000000001,4311.64,0.5705817253869063,0.7957407286745389,0.2881456795032557,0.3704303986383446,0.6151226864630323,0.1867382287956888,0.3715395237441587,0.6270775263062475,0.2015642454743975
1523,Meriç,Edirne,2017,311.0,3523.275,559.8449999999999,58,448.77,262.08,43.07000000000001,48.38,0.4117334125277874,18,17.89064516129032,24.09129032258065,10.441388888888888,684.0300000000001,4037.23,0.3895271169981907,0.7866755681246432,0.41729937544039,0.2477064625538828,0.5780073973841938,0.2600801643676735,0.2213097534401635,0.6214825069630674,0.2614143920099038
1523,Meriç,Edirne,2018,324.0,3931.005,609.7049999999999,53,689.11,434.96,30.710000000000004,89.78999999999999,0.6589782268813241,16,19.50258064516129,25.34548387096774,9.6634375,701.0600000000002,3943.71,0.6399658115664318,0.6787631912942826,0.2879138023554987,0.3975149370596429,0.470003262923753,0.1781033787204996,0.4165517260087189,0.4995821209656337,0.1911564431973144
1523,Meriç,Edirne,2019,350.0,3761.485,588.9049999999999,61,531.57,348.48,38.67,37.610000000000014,0.5103075125632616,24,18.717741935483875,24.72,9.910381944444444,673.7900000000001,3915.13,0.4656336468678137,0.7472624129967632,0.4098240496528125,0.2966907940799791,0.5438967621688476,0.2609296821349368,0.3008188810001195,0.5582029304814665,0.2716607700495779
1523,Meriç,Edirne,2020,361.0,3953.715,563.4350000000001,50,461.35,236.51,63.40999999999999,49.96,0.430333081826887,15,17.976129032258065,23.973548387096773,10.223771626297578,647.6200000000001,4062.52,0.6786616463012628,0.7860080514909629,0.332127537548312,0.4889223011931591,0.5905972209901932,0.2084290454375328,0.485542718915912,0.6388565353765602,0.2038920596835932
1523,Meriç,Edirne,2021,460.0,3814.98,561.755,44,858.53,602.4,86.47999999999999,66.69999999999999,0.8820977360148436,9,17.941290322580645,23.50064516129032,9.2275,695.1699999999998,3892.06,0.6005248730610458,0.7555954825529266,0.3967724264396193,0.3898568175563286,0.5495377485752824,0.2406659321906256,0.4372819875608113,0.5821784875904018,0.2396386563124683
1523,Meriç,Edirne,2022,407.0,3695.17,588.595,52,550.11,409.68,22.85,43.48,0.5155088361885737,28,18.876451612903224,25.89612903225807,10.1096875,745.6100000000001,3999.72,0.5059962183987563,0.7379306631710311,0.3282990729974469,0.3184792102017924,0.549054596005052,0.2081160278863706,0.3372929318934922,0.5717089358056238,0.2074958773133881
1523,Meriç,Edirne,2023,510.0,4035.27,532.8149999999999,50,417.05,208.13,39.03999999999999,36.14,0.4086493395877434,13,17.042580645161287,22.671612903225807,9.9821875,566.0899999999999,3829.06,0.522971830257857,0.7956778002874187,0.3803320086901299,0.3404465942750621,0.6069182881312271,0.2411439701868867,0.3557792130805229,0.6705324935860449,0.245956595704046
1523,Meriç,Edirne,2024,380.0,4426.675,556.0949999999998,43,466.15,341.96000000000004,30.51,4.119999999999999,0.3884256817085138,30,17.804516129032255,24.09709677419355,10.388546712802768,655.75,4102.01,0.6798638451948967,0.7610527496994056,0.2880211552033275,0.4891411398600638,0.5751989409076543,0.1844952494463678,0.4837040665530668,0.6175420105876201,0.1959787919953166
1538,Muratlı,Tekirdağ,2017,496.0,3444.4750000000004,519.705,65,535.49,357.32000000000005,28.89,45.42999999999999,0.5494985196144898,10,16.690967741935488,21.734193548387097,8.684548611111111,696.88,4022.21,0.5501881972607006,0.8448342685246051,0.4829152704738292,0.3662760065796427,0.6510426572109086,0.3091110244310427,0.3176226299941986,0.7243744383324963,0.3163148149682386
1538,Muratlı,Tekirdağ,2018,381.0,3889.63,576.5649999999999,54,693.3799999999999,450.12,38.52,83.98,0.7380063893221427,2,18.40322580645161,23.19,8.399687499999999,674.3399999999999,3904.03,0.8028712466177965,0.7949390146171184,0.2532895483435183,0.5611650285772746,0.5948352070721975,0.1610280596660568,0.5458861795353506,0.6300436441998913,0.1544296441763786
1538,Muratlı,Tekirdağ,2019,494.0,3695.905,566.9650000000001,66,537.84,379.59,40.370000000000005,21.8,0.5843458230059949,14,18.18129032258064,23.116774193548384,8.343715277777777,660.11,3843.55,0.7036935028700696,0.8045000762691707,0.3880019132703199,0.5126101328771091,0.6100365514470794,0.2424208470473977,0.5125021792450271,0.6478768568763936,0.2679915387694007
1538,Muratlı,Tekirdağ,2020,446.0,3929.29,540.555,50,461.77,224.69,84.86999999999999,60.78,0.4697044771942579,6,17.358387096774194,22.42354838709677,8.739307958477507,655.2299999999999,4067.94,0.7371727079552635,0.8281878060246265,0.3969796782894056,0.5305723966779999,0.6359197420502024,0.2389742245325185,0.5388435036207152,0.7251861181003006,0.2549665383159664
1538,Muratlı,Tekirdağ,2021,589.0,3818.0,544.74,39,644.16,399.12,69.66,56.11,0.725921769251223,8,17.46903225806452,22.21129032258065,8.008993055555555,680.8100000000001,3826.01,0.7233871765968688,0.8343189398348229,0.6259572629915744,0.4888070561080146,0.6389021009189152,0.4195398993841593,0.5745814364895008,0.6893749888846509,0.439019937828284
1538,Muratlı,Tekirdağ,2022,477.0,3608.46,550.65,50,487.48,339.54,19.1,32.1,0.5113887740971701,10,17.546774193548384,23.60354838709678,8.661701388888888,762.4200000000001,3943.88,0.5878039020967218,0.8272511371462077,0.3709208076314983,0.3838669195218458,0.6491636650213777,0.2272777840470475,0.3777483508092377,0.6743888283994963,0.2146764307509907
1538,Muratlı,Tekirdağ,2023,336.0,3967.485,497.89,47,361.31,143.14,35.46,27.91,0.3936481887557017,6,15.881612903225806,20.64645161290322,8.55875,575.88,3779.36,0.6184799259108787,0.823896456997703,0.4670931495950662,0.4155978120776511,0.6524091867543891,0.3132842248602617,0.3870692611442804,0.6723022967749839,0.3072336603180313
1538,Muratlı,Tekirdağ,2024,446.0,4276.360000000001,512.235,48,542.39,395.52,31.230000000000008,4.199999999999999,0.5123006590920146,24,16.412903225806453,21.41258064516129,8.750588235294117,673.8800000000001,4062.81,0.6687549494359637,0.8156314269099807,0.2820940996162522,0.4402327165051751,0.63767113440205,0.1818234615497411,0.4524992805232271,0.6509724071298376,0.1935854042875903
1572,Pehlivanköy,Kırklareli,2017,458.0,3272.91,530.49,46,483.79,257.82,47.9,57.77,0.4332781016967745,16,16.99,23.63225806451613,11.577569444444444,696.88,4022.21,0.4609039868766212,0.8175587680271919,0.4234389506679236,0.296096164937232,0.6114023173984896,0.2672586193582321,0.2806952751601165,0.6704778345440953,0.2653646523251179
1572,Pehlivanköy,Kırklareli,2018,343.0,3645.125,575.925,60,758.1700000000001,454.41,35.48000000000001,107.69,0.7224146068705211,12,18.41064516129032,24.698387096774194,10.704583333333334,674.3399999999999,3904.03,0.702243503900185,0.733762226831163,0.2819836604965287,0.4534695087237282,0.5287349285319246,0.1765638468878112,0.4703759784786476,0.5464929012509,0.1702116459176677
1572,Pehlivanköy,Kırklareli,2019,456.0,3559.9700000000003,574.69,61,496.35,317.1700000000001,51.56,35.63999999999999,0.4631700753380257,26,18.274516129032257,25.027419354838703,11.310555555555554,660.11,3843.55,0.5373873228366861,0.7481335914968854,0.3557608775367807,0.3553028443856391,0.5500453678788058,0.2290923143342464,0.3772259994145197,0.5653663926263033,0.2336614111573025
1572,Pehlivanköy,Kırklareli,2020,391.0,3752.715,543.2449999999999,51,439.13,192.16,71.26,68.47000000000001,0.3913352699399225,15,17.3441935483871,24.115161290322582,11.6778892733564,655.2299999999999,4067.94,0.7259324144327649,0.8004469075078938,0.3449472188148281,0.5334207892392735,0.6154812882659743,0.2180080494558951,0.5393919157158252,0.642295235876021,0.2094906841862236
1572,Pehlivanköy,Kırklareli,2021,440.0,3555.51,533.905,58,716.1500000000001,478.68,58.6,63.760000000000005,0.7228070521708525,9,17.102258064516132,23.206129032258065,10.520138888888887,680.8100000000001,3826.01,0.6548634645480182,0.7781065821920103,0.4750883528067378,0.4326757327308811,0.5722425515569461,0.2999097115659727,0.5202246026108706,0.6059977274633667,0.2894573415595999
1572,Pehlivanköy,Kırklareli,2022,398.0,3445.385,551.33,50,520.54,379.2600000000001,25.99000000000001,44.26999999999998,0.4785209278445113,27,17.686774193548384,25.150645161290324,11.32576388888889,762.4200000000001,3943.88,0.5227882383986464,0.7483522441181446,0.3816459630406937,0.3231555426515603,0.5521431255114109,0.2401753872789544,0.3683154307789236,0.5944180772947304,0.2469547666890176
1572,Pehlivanköy,Kırklareli,2023,388.0,3837.175,506.35,55,403.3,173.08000000000004,46.510000000000005,34.35,0.3859542911772928,14,16.13741935483871,22.204838709677414,11.180208333333333,575.88,3779.36,0.5907357140478117,0.813175655416824,0.4171252791160723,0.3950850347822661,0.6307448658807161,0.2676148268892419,0.4251924071116421,0.6738789344345161,0.2570650283970235
1572,Pehlivanköy,Kırklareli,2024,371.0,4160.43,523.115,50,445.5,290.63,42.85,8.760000000000002,0.3591494330327114,31,16.666774193548388,23.37258064516129,11.814636678200692,673.8800000000001,4062.81,0.6336780591893812,0.7769927924847325,0.2847453772481704,0.4374325640849343,0.6010042011496958,0.1830706367285718,0.4536318015035223,0.6457340056433019,0.1891548579617431
1577,Pınarhisar,Kırklareli,2017,458.0,3148.73,495.2750000000001,53,501.9500000000001,309.87,36.3,40.42,0.4737397276031357,13,15.884838709677416,22.041612903225804,10.853333333333332,696.88,4022.21,0.385893092531314,0.7899589744933482,0.3843831628599008,0.243278057321706,0.6022416854507556,0.2417221681472,0.2047237657338554,0.6559828702152005,0.259360776515178
1577,Pınarhisar,Kırklareli,2018,305.0,3533.31,552.38,64,733.69,443.01,43.23,101.41,0.7323884217172224,2,17.62483870967742,23.457419354838706,10.250416666666668,674.3399999999999,3904.03,0.6666959625529912,0.7392694749310605,0.2968467635405457,0.4267614904400503,0.5419436533605574,0.1852793782868825,0.4423810789814431,0.5585108817665845,0.1883967026162603
1577,Pınarhisar,Kırklareli,2019,456.0,3411.715,544.2700000000001,62,493.1,333.53,47.31,28.48,0.4871634342421104,17,17.419032258064515,23.805483870967738,10.54625,660.11,3843.55,0.5013669103234192,0.7493992970334634,0.3380242074137616,0.3345249764898753,0.5636666069457525,0.2166368240687566,0.3240374071360736,0.5845635127166418,0.2347473514513995
1577,Pınarhisar,Kırklareli,2020,352.0,3619.28,517.6100000000001,55,438.88,219.33,72.16000000000001,69.29,0.4099515856436161,11,16.596129032258066,22.99838709677419,11.056089965397923,655.2299999999999,4067.94,0.7023329462838012,0.7941417188077416,0.354528547185746,0.503000889253707,0.6005522790461657,0.224892235696632,0.5118483308321844,0.6421434328198857,0.2343558633157397
1577,Pınarhisar,Kırklareli,2021,440.0,3464.57,515.01,59,610.76,385.26,49.08,63.22,0.6360625833387289,8,16.59741935483871,22.35935483870968,10.110833333333334,680.8100000000001,3826.01,0.6378006933647489,0.7742198770285554,0.5778811415984505,0.4234269908257783,0.5733580526631104,0.39256334886012,0.446855465667782,0.5859103615375029,0.414106406639786
1577,Pınarhisar,Kırklareli,2022,398.0,3299.54,520.125,54,504.44,351.04999999999995,19.88,39.94,0.4929857421462745,16,16.562258064516133,23.70387096774193,10.63170138888889,762.4200000000001,3943.88,0.4986591733346365,0.7488632578649486,0.3701126247707865,0.3161297927444155,0.5603835692829907,0.2330408624212157,0.3264819340662933,0.6140475377610467,0.2322575869377799
1577,Pınarhisar,Kırklareli,2023,373.0,3699.885,479.74,55,360.76,143.29000000000002,36.52,26.11,0.3616234197946414,10,15.21774193548387,21.01806451612903,10.627256944444444,575.88,3779.36,0.5541683688896504,0.8182888838023267,0.6168591880883099,0.363987613541511,0.6253922289951173,0.4267655208910144,0.3615503042416147,0.6775719430710018,0.4466350268538281
1577,Pınarhisar,Kırklareli,2024,408.0,3976.645,487.195,53,492.25000000000006,337.78000000000003,39.5,7.590000000000001,0.4244331899557627,28,15.538387096774192,21.606129032258064,11.10878892733564,673.8800000000001,4062.81,0.5689421189262874,0.7714178083829064,0.3129686923355169,0.3814596993339622,0.5899056110005781,0.199827088919611,0.3852923346336411,0.6178301925629022,0.2199886346287961
1596,Saray,Tekirdağ,2017,458.0,3235.2250000000004,483.16,68,602.17,407.97,34.87,43.46,0.7009180937719612,4,15.481612903225804,19.640645161290323,7.397812499999999,696.88,4022.21,0.4329904418891429,0.8207132860485497,0.554559296198248,0.2734057918906672,0.6201585049759334,0.3574748164916722,0.252656259938221,0.6460153700338332,0.342494119234536
1596,Saray,Tekirdağ,2018,343.0,3691.445,553.215,57,754.47,484.52,43.900000000000006,91.09,0.9024671919808712,0,17.60161290322581,21.6383870967742,7.191770833333332,674.3399999999999,3904.03,0.7286172448597273,0.7744421104000262,0.3112626330803158,0.4756121254862648,0.5638169985344107,0.2006123793592902,0.4774394705065473,0.5772128440450244,0.182283740858108
1596,Saray,Tekirdağ,2019,456.0,3533.1400000000003,537.73,70,602.3399999999999,420.3,45.89,31.91,0.7337935861607782,3,17.195483870967745,21.890645161290323,7.0010763888888885,660.11,3843.55,0.6388235166755836,0.7873200108738958,0.3276688762697693,0.4426929988731161,0.5961010298872347,0.2087626332522013,0.4433422858216657,0.5910660929452498,0.210768173990394
