site_id,season,date,t2m_mean,t2m_max,t2m_min,tp_sum,ssr_sum,GDD,GDD_cum,evaporation_mm,drought_index_7d,temp_amplitude,dew_depression,NDVI_int,EVI_int,NDWI_int,NDVI_trend_7d,sin_doy,cos_doy,surveyed
EVR_01,2025,2025-01-01,4.33,9.662,0.3202,0.0334,82.37325,0.0,0.0,4.8,-4.7665999999999995,9.341800000000001,1.0519000000000003,0.22327443307417522,0.12616491345808264,-0.5906220515820052,0.0,0.017201575418260506,0.9998520419557735,True
EVR_01,2025,2025-01-02,7.7305,12.3559,2.6505,0.0402,79.19848,2.5031999999999996,2.5031999999999996,6.0,-10.7264,9.705400000000001,2.0794000000000006,0.21230918208239882,0.10149602974611008,-0.6059954246205314,-0.010965250991776393,0.03439806061360801,0.9994082116062598,True
EVR_01,2025,2025-01-03,10.8148,14.1319,8.4102,0.3683,91.58554,6.271049999999999,8.774249999999999,7.7,-18.0581,5.7217,3.1555999999999997,0.23820148319900294,0.1332781486044443,-0.5679762321910483,0.014927050124827729,0.051584366869408364,0.9986686402879997,True
EVR_01,2025,2025-01-04,8.2575,11.1498,4.9229,17.1114,46.01374,3.0363500000000005,11.810599999999999,9.1,-10.046700000000001,6.2269000000000005,3.7623000000000006,0.21431848689798938,0.10489519894891838,-0.5890000289050703,-0.008955946176185836,0.06875540848113941,0.9976335468520451,True
EVR_01,2025,2025-01-05,5.8725,8.5183,3.2108,1.1613,57.50934,0.8645499999999995,12.675149999999999,6.0,-14.8854,5.3075,3.8924999999999996,0.2307004787839381,0.1333867163480676,-0.5933779680811658,0.00742604570976288,0.08590610426133272,0.9963032375991965,True
EVR_01,2025,2025-01-06,7.6964,11.0711,2.3107,0.0243,68.23545,1.6909,14.366049999999998,5.0,-19.8611,8.760399999999999,2.4806,0.21226053802733807,0.1093654729798969,-0.5900520962219729,-0.011013895046837141,0.10303137904317879,0.9946781061893646,True
EVR_01,2025,2025-01-07,12.3155,15.9713,8.9914,0.3748,81.34434,7.481349999999999,21.847399999999997,6.7,-26.186300000000003,6.979899999999999,2.980600000000001,0.21740137486822228,0.11498820385369447,-0.6224321688554172,-0.005873058205952936,0.1201261651823505,0.9927586335250793,True
EVR_01,2025,2025-01-08,13.4029,16.9612,11.6994,0.4698,88.41047,9.330300000000001,31.177699999999998,7.9,-28.8499,5.261800000000001,2.2901000000000007,0.1784735760322055,0.09567209914140222,-0.5915341259158573,-0.044800857041969705,0.13718540405660057,0.9905453876091833,True
EVR_01,2025,2025-01-09,12.529,15.891,10.7975,1.2773,75.5726,8.344249999999999,39.52195,5.4,-27.012800000000006,5.093500000000001,1.8316,0.21315020078367672,0.12330714407058734,-0.5741718207160096,0.0008410187012778958,0.1542040475626894,0.988039023376751,True
EVR_01,2025,2025-01-10,12.3534,15.4442,11.037,4.4843,70.83109,8.2406,47.76255,7.9,-23.0968,4.4072,1.8375000000000004,0.24046050113975986,0.1252259184634804,-0.5490018875912032,0.002259017940756919,0.17117705961019986,0.985240282501282,True
EVR_01,2025,2025-01-11,7.2411,10.9639,4.2984,166.8063,18.288292,2.63115,50.393699999999995,6.8,128.89809999999997,6.665500000000001,1.2529000000000003,0.18441184780977105,0.10375183308102794,-0.5996433119370848,-0.029906639088218334,0.18809941761179758,0.9821499931752291,True
EVR_01,2025,2025-01-12,3.9911,6.4099,1.1674,48.0138,14.497866,0.0,50.393699999999995,6.8999999999999995,174.85059999999996,5.242500000000001,1.6437999999999997,0.18420945386187956,0.07154635936677622,-0.6359800203069456,-0.04649102492205853,0.20496611396949532,0.9787690698649216,True
EVR_01,2025,2025-01-13,2.1669,3.4377,0.9684,205.4352,16.569523,0.0,50.393699999999995,8.6,376.6615,2.4693,0.8145,0.1756643850882175,0.09687680374784331,-0.6587002311549094,-0.03659615293912058,0.22177215755648186,0.975098513039961,True
EVR_01,2025,2025-01-14,3.7162,5.4274,1.7866,75.9506,35.79267,0.0,50.393699999999995,12.4,446.53729999999996,3.6407999999999996,2.2335000000000003,0.1734373988464952,0.1044787254668409,-0.6098053898360809,-0.04396397602172708,0.23851257519407648,0.9711394088771653,True
EVR_01,2025,2025-01-15,3.3262,4.3609,2.598,167.5296,15.04689,0.0,50.393699999999995,10.1,611.3971,1.7629000000000001,1.1556000000000002,0.20553234558293632,0.10594209833668358,-0.5996594758402515,0.027058769550730805,0.2551824131233728,0.9668929289391521,True
EVR_01,2025,2025-01-16,3.6779,7.5479,-0.3164,9.8644,86.43577,0.0,50.393699999999995,10.0,615.3842,7.8643,3.3495,0.18635150486146954,0.12012119406771639,-0.6197504704893106,-0.026798695922207183,0.2717767384711357,0.9623603298276545,True
EVR_01,2025,2025-01-17,2.9479,7.8065,-1.208,0.0167,114.48129,0.0,50.393699999999995,8.4,610.4166,9.0145,3.6004,0.1867355555612909,0.1135254049447424,-0.6105846215050849,-0.05372494557846896,0.2882906407095177,0.9575429528116719,True
EVR_01,2025,2025-01-18,4.8953,9.8904,0.5859,0.0124,114.69943,0.23815000000000008,50.63185,8.0,442.4227,9.304499999999999,3.6925999999999997,0.20032264055312982,0.12375876784445142,-0.5630193845177526,0.01591079274335877,0.3047192331091634,0.9524422234305676,True
EVR_01,2025,2025-01-19,5.3479,11.9049,0.3783,0.0155,115.11041,1.1415999999999995,51.77345,8.7,392.6244,11.5266,3.0461,0.18001237007543905,0.09224312845839046,-0.599950279374094,-0.004197083786440514,0.321057654185271,0.9470596510722283,True
EVR_01,2025,2025-01-20,4.4664,9.6012,0.1355,0.0018,109.4708,0.0,51.77345,8.200000000000001,187.591,9.4657,2.6653000000000002,0.21212151830708262,0.1126627976029309,-0.5885937003185437,0.03645713321886512,0.3373010691361842,0.9413968285264122,True
EVR_01,2025,2025-01-21,6.0802,11.2148,1.8388,0.0263,106.8004,1.5267999999999997,53.30025,7.6,116.46669999999999,9.376000000000001,1.8276999999999992,0.17927141015121129,0.09303405354104156,-0.6837631247839162,0.005834011304716086,0.3534446712740877,0.9354554315134164,True
EVR_01,2025,2025-01-22,8.2108,12.6214,4.7588,0.0427,105.16127,3.6900999999999993,56.99034999999999,8.9,-49.8202,7.8626,2.916900000000001,0.21941657892858338,0.1287354633971609,-0.5739580337213309,0.013884233345647062,0.3694836834473831,0.9292372181882051,True
EVR_01,2025,2025-01-23,7.3715,12.82,3.9462,0.2625,91.5083,3.3831000000000007,60.37345,7.7,-57.1221,8.8738,1.8384999999999998,0.23751074976637496,0.12433021818685702,-0.556888646743377,0.05115924490490542,0.38541335945432564,0.9227440286201427,True
EVR_01,2025,2025-01-24,9.4655,14.5518,4.5107,0.4468,94.00031,4.53125,64.90469999999999,6.8999999999999995,-55.192,10.0411,1.6795000000000009,0.21188656444300233,0.101460908880498,-0.5866861095230939,0.02515100888171143,0.4012289854475009,0.9159777842484877,True
EVR_01,2025,2025-01-25,8.3062,12.127,4.3383,47.3158,113.13388,3.2326499999999996,68.13735,12.6,-12.488599999999998,7.7887,2.9861000000000004,0.22651102446231577,0.12545913298711636,-0.5743817984088473,0.026188383909185958,0.4169258813287287,0.908940487313808,True
EVR_01,2025,2025-01-26,5.7082,10.5412,1.9553,2.5452,108.4793,1.2482499999999996,69.3856,9.0,-10.258900000000002,8.5859,1.7979999999999996,0.24165384469434717,0.13133539066790037,-0.610475580017322,0.06164147461890812,0.4324994021339788,0.901634220265486,True
EVR_01,2025,2025-01-27,7.0153,12.2039,1.9915,0.0112,88.76445,2.0977000000000006,71.4833,7.0,-9.049500000000002,10.2124,1.6598999999999995,0.2616673586510561,0.14331702413790579,-0.5992872156448898,0.049545840343973496,0.44794493940789115,0.8940611451454876,True
EVR_01,2025,2025-01-28,9.8262,15.1106,4.0121,0.0971,96.90113,4.561350000000001,76.04464999999999,7.9,-9.2787,11.0985,2.1615,0.22077440640782067,0.11999085938029852,-0.5902312685459484,0.04150299625660939,0.4632579225674917,0.88622350294858,True
EVR_01,2025,2025-01-29,13.0647,17.0975,9.9565,0.287,109.03599,8.527000000000001,84.57165,11.799999999999999,-11.934399999999998,7.141,2.895900000000001,0.22751757041129103,0.12144272154227193,-0.6141694864016524,0.008100991482707653,0.4784338202547012,0.8781236129591848,True
EVR_01,2025,2025-01-30,11.117,15.6544,7.5871,0.2377,84.77583,6.620750000000001,91.19239999999999,7.4,-11.659199999999998,8.0673,1.9466,0.2317363211992594,0.1345716322323837,-0.5872001500804159,-0.005774428567115547,0.49346814167723735,0.8697638720650646,True
EVR_01,2025,2025-01-31,10.5545,15.8788,7.1355,4.8064,116.39405,6.507149999999999,97.69955,11.6,-11.999599999999997,8.7433,2.1732000000000014,0.24001805554879033,0.13025728187665447,-0.5830710320513665,0.028131491105787998,0.5083564379375122,0.8611467540480452,True
EVR_01,2025,2025-02-01,9.6654,14.6466,7.3824,1.5646,96.92926,6.0145,103.71405,9.5,-54.650800000000004,7.2642,1.6052999999999997,0.22560500581325946,0.11822344793912588,-0.6323567999148799,-0.0009060186490563171,0.5230943033491326,0.8522748088519838,True
EVR_01,2025,2025-02-02,8.0095,11.1793,4.4816,0.1804,65.24278,2.83045,106.5445,7.5,-55.515600000000006,6.697699999999999,2.3499999999999988,0.2585296191595574,0.15863617593608442,-0.5788542373114679,0.01687577446521024,0.5376773767406141,0.8431506618282,True
EVR_01,2025,2025-02-03,7.232,11.547,3.8251,1.7124,89.5328,2.68605,109.23055,8.8,-55.6144,7.721900000000001,2.6201,0.2317642113607452,0.11720628052154933,-0.5864437344292368,-0.029903147290310905,0.5521013427459208,0.8337770129585915,True
EVR_01,2025,2025-02-04,3.5871,5.9395,1.2262,0.4267,100.88256,0.0,109.23055,11.1,-58.48480000000001,4.7133,6.1983,0.23604230806799537,0.12577212916293817,-0.5554340581841398,0.015267901660174693,0.5663619330814524,0.8241566360566663,True
