crop,tier,feature,group,importance,status,note
aycicegi,D,EVI_harvest_stdDev,index_dist,0.00188,dropped_collinear,collinear(|r|=0.90) with NDWI_harvest_mean
aycicegi,D,EVI_harvest_p10,index_dist,0.00163,dropped_collinear,collinear(|r|=0.99) with EVI2_harvest_p10
aycicegi,D,EVI_harvest_p90,index_dist,0.00042,dropped_collinear,collinear(|r|=0.92) with NDWI_harvest_mean
aycicegi,D,EVI_harvest_cv,index_dist,0.00205,dropped_collinear,collinear(|r|=0.94) with NDRE_harvest_cv
aycicegi,D,EVI_harvest_range,index_dist,0.00417,dropped_collinear,collinear(|r|=0.92) with NDWI_harvest_mean
aycicegi,D,EVI2_harvest_median,index_dist,0.00138,dropped_collinear,collinear(|r|=0.91) with GNDVI_harvest_mean
aycicegi,D,EVI2_harvest_stdDev,index_dist,0.00099,dropped_collinear,collinear(|r|=0.90) with NDWI_harvest_mean
aycicegi,D,EVI2_harvest_p10,index_dist,0.00303,dropped_collinear,collinear(|r|=0.92) with GNDVI_harvest_p10
aycicegi,D,EVI2_harvest_p90,index_dist,0.00039,dropped_collinear,collinear(|r|=0.92) with NDWI_harvest_mean
aycicegi,D,EVI2_harvest_cv,index_dist,0.00201,dropped_collinear,collinear(|r|=1.00) with EVI_harvest_cv
aycicegi,D,EVI2_harvest_range,index_dist,0.00176,dropped_collinear,collinear(|r|=0.92) with NDWI_harvest_mean
aycicegi,D,NDRE_harvest_median,index_dist,0.0012,dropped_collinear,collinear(|r|=0.96) with EVI_harvest_median
aycicegi,D,NDRE_harvest_stdDev,index_dist,0.00057,dropped_collinear,collinear(|r|=0.95) with NDVI_harvest_p90
aycicegi,D,NDRE_harvest_p10,index_dist,0.00147,dropped_lowrank,
aycicegi,D,NDRE_harvest_p90,index_dist,0.00098,dropped_collinear,collinear(|r|=0.92) with NDWI_harvest_stdDev
aycicegi,D,NDRE_harvest_cv,index_dist,0.0055,dropped_lowrank,
aycicegi,D,NDRE_harvest_range,index_dist,0.00097,dropped_collinear,collinear(|r|=0.90) with NDWI_harvest_mean
aycicegi,D,CIre_harvest_median,index_dist,0.00136,dropped_lowrank,
aycicegi,D,CIre_harvest_stdDev,index_dist,0.00383,dropped_lowrank,
aycicegi,D,CIre_harvest_p10,index_dist,0.00191,dropped_lowrank,
aycicegi,D,CIre_harvest_p90,index_dist,0.00091,dropped_collinear,collinear(|r|=0.91) with NDWI_harvest_mean
aycicegi,D,CIre_harvest_cv,index_dist,0.00262,dropped_lowrank,
aycicegi,D,CIre_harvest_range,index_dist,0.00094,dropped_collinear,collinear(|r|=0.92) with NDWI_harvest_mean
aycicegi,D,NDWI_harvest_median,index_dist,0.00173,dropped_collinear,collinear(|r|=0.91) with NDWI_harvest_mean
aycicegi,D,NDWI_harvest_stdDev,index_dist,0.0014,dropped_collinear,collinear(|r|=0.94) with CIre_harvest_stdDev
aycicegi,D,NDWI_harvest_p10,index_dist,0.00598,dropped_lowrank,
aycicegi,D,NDWI_harvest_p90,index_dist,0.00202,dropped_collinear,collinear(|r|=0.92) with NDWI_harvest_mean
aycicegi,D,NDWI_harvest_cv,index_dist,0.00318,dropped_lowrank,
aycicegi,D,NDWI_harvest_range,index_dist,0.00221,dropped_collinear,collinear(|r|=0.94) with GNDVI_harvest_range
aycicegi,D,GNDVI_harvest_median,index_dist,0.00178,dropped_collinear,collinear(|r|=0.92) with GNDVI_harvest_mean
aycicegi,D,GNDVI_harvest_stdDev,index_dist,0.00208,dropped_collinear,collinear(|r|=0.90) with CIre_harvest_stdDev
aycicegi,D,GNDVI_harvest_p10,index_dist,0.00354,dropped_collinear,collinear(|r|=0.94) with OSAVI_harvest_p10
aycicegi,D,GNDVI_harvest_p90,index_dist,0.00065,dropped_collinear,collinear(|r|=0.93) with NDWI_harvest_range
aycicegi,D,GNDVI_harvest_cv,index_dist,0.0039,dropped_lowrank,
aycicegi,D,GNDVI_harvest_range,index_dist,0.00281,dropped_lowrank,
aycicegi,D,OSAVI_harvest_median,index_dist,0.00074,dropped_collinear,collinear(|r|=0.96) with CIre_harvest_median
aycicegi,D,OSAVI_harvest_stdDev,index_dist,0.00054,dropped_collinear,collinear(|r|=0.90) with NDWI_harvest_mean
aycicegi,D,OSAVI_harvest_p10,index_dist,0.00359,dropped_lowrank,
aycicegi,D,OSAVI_harvest_p90,index_dist,0.00021,dropped_collinear,collinear(|r|=0.90) with NDWI_harvest_mean
aycicegi,D,OSAVI_harvest_cv,index_dist,0.00287,dropped_collinear,collinear(|r|=0.96) with NDRE_harvest_cv
aycicegi,D,OSAVI_harvest_range,index_dist,0.0032,dropped_collinear,collinear(|r|=0.90) with NDWI_harvest_mean
aycicegi,D,elevation_m,topo,0.00925,dropped_lowrank,
aycicegi,D,slope_deg,topo,0.00153,dropped_collinear,collinear(|r|=0.96) with twi
aycicegi,D,northness,topo,0.00066,dropped_lowrank,
aycicegi,D,eastness,topo,0.00193,dropped_lowrank,
aycicegi,D,twi,topo,0.00467,dropped_lowrank,
