ilce_id,ilce,il,year,verim_kg_da,gdd_cum_season,gdd_flowering,vernalization_days,tp_season_sum,tp_winter_sum,tp_flowering,tp_grain_fill,aridity_index,heat_stress_days,t2m_flowering_mean,t2m_flowering_max,tdiff_mean,ssr_flowering_sum,ssr_season_sum
1471,Merkez,Kırklareli,2018,243.0,2356.22,521.035,0,285.37,,78.63999999999999,2.19,0.2298265788395893,24,24.631290322580647,30.737741935483868,11.982295081967214,740.6800000000001,4002.06
1471,Merkez,Kırklareli,2019,265.0,2298.165,504.11,0,198.92,,44.63,21.82,0.1531839335010249,30,24.10483870967742,31.39032258064516,12.927650273224042,764.9699999999999,3977.57
1471,Merkez,Kırklareli,2020,289.0,2278.515,522.97,0,215.93,,4.739999999999999,12.22,0.1614530353613311,38,24.649999999999995,32.0116129032258,13.101857923497269,860.68,4106.630000000001
1471,Merkez,Kırklareli,2021,253.0,2237.3950000000004,563.8950000000001,0,206.01,,11.829999999999998,13.59,0.1642966434791755,41,25.92129032258065,33.38903225806452,12.52360655737705,819.3400000000001,3896.35
1471,Merkez,Kırklareli,2022,248.0,2320.665,526.665,0,210.33,,23.31,41.260000000000005,0.1578621166562173,37,24.70064516129032,32.17935483870968,13.253989071038252,833.4399999999999,4065.29
1471,Merkez,Kırklareli,2023,222.0,2391.5499999999997,591.8900000000001,0,199.97,,16.310000000000002,6.819999999999999,0.1560361337461483,49,27.013870967741934,34.958709677419364,12.695081967213111,833.3900000000002,3850.99
1471,Merkez,Kırklareli,2024,206.0,2586.33,609.485,0,155.78,,12.93,7.8,0.1108549471620676,53,27.39903225806451,34.8316129032258,13.20989071038251,805.9199999999998,4080.68
1480,Kofçaz,Kırklareli,2017,159.0,2174.99,504.68,0,275.76,,60.25000000000001,12.43,0.2023811268263068,33,23.98806451612904,31.798064516129028,13.95896174863388,802.7799999999997,4059.79
1480,Kofçaz,Kırklareli,2018,163.0,2241.25,490.39,0,272.22,,82.70000000000002,6.66,0.2163938580433227,15,23.65032258064516,29.617741935483878,12.674098360655735,740.6800000000001,4002.06
1480,Kofçaz,Kırklareli,2019,164.0,2220.045,495.275,0,264.59000000000003,,57.69,30.840000000000003,0.2005819096136309,35,23.814516129032253,31.416774193548385,13.568415300546448,764.9699999999999,3977.57
1480,Kofçaz,Kırklareli,2020,187.0,2199.2200000000003,516.35,0,222.24000000000004,,1.2600000000000002,9.409999999999998,0.1629114883429127,42,24.465483870967734,32.34322580645161,13.865245901639344,860.68,4106.630000000001
1480,Kofçaz,Kırklareli,2021,167.0,2136.745000000001,550.5699999999999,0,221.14,,15.11,15.349999999999998,0.1754109614897442,39,25.555806451612906,33.32354838709677,13.00639344262295,819.3400000000001,3896.35
1480,Kofçaz,Kırklareli,2022,128.0,2238.645,524.945,0,228.47,,22.26,36.11,0.1684730830212962,38,24.831612903225803,32.7983870967742,13.810109289617486,833.4399999999999,4065.29
1480,Kofçaz,Kırklareli,2023,122.0,2288.75,577.5200000000001,0,236.33,,27.96,16.21,0.182734021609545,47,26.589032258064517,34.62129032258064,13.219016393442626,833.3900000000002,3850.99
1480,Kofçaz,Kırklareli,2024,128.0,2511.435,590.1999999999999,0,205.8,,29.33,10.95,0.1428083307297693,48,26.976774193548387,34.6283870967742,13.9524043715847,805.9199999999998,4080.68
1502,Lalapaşa,Edirne,2017,197.0,2174.99,504.68,0,275.76,,60.25000000000001,12.43,0.2046178409219718,33,23.98806451612904,31.798064516129028,13.95896174863388,775.2200000000001,4016.24
1502,Lalapaşa,Edirne,2018,201.0,2241.25,490.39,0,272.22,,82.70000000000002,6.66,0.2161947974243695,15,23.65032258064516,29.617741935483878,12.674098360655735,733.86,4012.95
1502,Lalapaşa,Edirne,2019,201.0,2220.045,495.275,0,264.59000000000003,,57.69,30.840000000000003,0.2005514149786972,35,23.814516129032253,31.416774193548385,13.568415300546448,756.7299999999999,3987.36
1502,Lalapaşa,Edirne,2020,204.0,2199.2200000000003,516.35,0,222.24000000000004,,1.2600000000000002,9.409999999999998,0.1655822298631135,42,24.465483870967734,32.34322580645161,13.865245901639344,836.0299999999999,4054.02
1502,Lalapaşa,Edirne,2021,202.0,2136.745000000001,550.5699999999999,0,221.14,,15.11,15.349999999999998,0.1740803037262573,39,25.555806451612906,33.32354838709677,13.00639344262295,823.1500000000002,3943.41
1502,Lalapaşa,Edirne,2022,214.0,2238.645,524.945,0,228.47,,22.26,36.11,0.1687685994220398,38,24.831612903225803,32.7983870967742,13.810109289617486,831.5500000000002,4073.07
1502,Lalapaşa,Edirne,2023,261.0,2288.75,577.5200000000001,0,236.33,,27.96,16.21,0.1852171038486422,47,26.589032258064517,34.62129032258064,13.219016393442626,808.1800000000001,3806.9699999999993
1502,Lalapaşa,Edirne,2024,78.0,2511.435,590.1999999999999,0,205.8,,29.33,10.95,0.1448339241851887,48,26.976774193548387,34.6283870967742,13.9524043715847,779.2800000000002,4035.940000000001
1505,Lüleburgaz,Kırklareli,2023,188.0,2391.5499999999997,591.8900000000001,0,199.97,,16.310000000000002,6.819999999999999,0.1560361337461483,49,27.013870967741934,34.958709677419364,12.695081967213111,833.3900000000002,3850.99
1511,Malkara,Tekirdağ,2017,225.0,2441.805,560.5649999999999,0,221.77,,43.46,10.46,0.1494003660449384,39,25.76838709677419,33.88483870967742,14.358688524590166,819.4899999999999,4238.02
1511,Malkara,Tekirdağ,2018,241.0,2545.095,557.055,0,226.77,,69.7,0.3299999999999999,0.1638104366468034,46,25.848064516129032,32.31935483870968,13.023989071038253,798.4799999999999,4150.03
1511,Malkara,Tekirdağ,2019,250.0,2469.15,538.27,0,200.81000000000003,,38.11000000000001,19.32,0.1379018725717103,46,25.375161290322584,33.07322580645161,13.799508196721307,824.9899999999999,4212.64
1511,Malkara,Tekirdağ,2020,246.0,2460.79,568.9150000000001,0,200.93,,2.39,7.19,0.1352908010262218,54,26.134516129032257,34.33,14.056284153005466,878.3400000000001,4285.5
1511,Malkara,Tekirdağ,2021,240.0,2390.5150000000003,592.72,0,225.5,,9.85,9.75,0.1598148500073566,56,26.89838709677419,34.90161290322581,13.141475409836064,852.5899999999999,4231.27
