ilce_id,ilce,il,year,crop,verim_kg_da,gdd_cum_season,gdd_flowering,vernalization_days,tp_season_sum,tp_winter_sum,tp_flowering,tp_grain_fill,aridity_index,heat_stress_days,t2m_flowering_mean,t2m_flowering_max,tdiff_mean,ssr_flowering_sum,ssr_season_sum,ndvi_max,ndvi_mean_season,ndvi_integral,ndvi_flowering,ndvi_grain_fill,ndvi_spring_slope,greenness_days
1258,Çorlu,Tekirdağ,2022,bugday,382.0,3608.46,550.65,50,487.48,339.53999999999996,19.099999999999998,32.1,0.5113887740971701,10,17.546774193548384,23.60354838709678,8.661701388888888,762.4200000000001,3943.88,0.5618163675843768,0.3465685462079356,5.891665285534905,0.500610025231464,0.36994588389252725,0.00013247434255111553,0
1258,Çorlu,Tekirdağ,2023,bugday,351.0,3967.4849999999997,497.89000000000004,47,361.31,143.14000000000001,35.46,27.91,0.39364818875570173,6,15.881612903225806,20.64645161290322,8.55875,575.88,3779.36,0.5902289147196943,0.30233810699883784,5.4420859259790815,0.460807565667752,0.17759615659326985,-0.001719641473947614,0
1258,Çorlu,Tekirdağ,2024,bugday,431.0,4276.360000000001,512.235,48,542.39,395.52,31.230000000000008,4.199999999999999,0.5123006590920146,24,16.412903225806453,21.41258064516129,8.750588235294117,673.8800000000001,4062.8100000000004,0.6061467800848604,0.35757644917583425,6.4363760851650165,0.37566177064993433,0.3021933541466111,-0.0030281562934719934,16
1270,Demirköy,Kırklareli,2021,bugday,362.0,3062.9700000000003,482.105,69,776.73,494.75000000000006,54.71,74.81999999999998,0.8801944646097158,3,15.39516129032258,21.194516129032255,9.326423611111112,680.8100000000001,3826.01,0.7172430604964832,0.5133382990719106,8.726751084222482,0.6624488427107669,0.48576271314897557,-0.001207767953967387,80
1270,Demirköy,Kırklareli,2022,bugday,317.0,2896.835,476.08500000000004,53,626.64,457.45,15.510000000000002,60.790000000000006,0.6695271957803659,2,15.161612903225807,21.873548387096776,9.54861111111111,762.4200000000001,3943.88,0.6231137783299076,0.4514752656252625,7.2236042500042,0.520157186271647,0.39342976746691993,-0.00040769966491168515,32
1270,Demirköy,Kırklareli,2023,bugday,292.0,3298.16,439.58,64,369.83,172.64,33.09,26.25,0.40033999241730533,5,13.853870967741937,19.211935483870967,9.918368055555556,575.88,3779.36,0.7003354796699433,0.390946352988222,6.646088000799774,0.5406291954776898,0.39508821730340027,0.00045066829753528215,32
1270,Demirköy,Kırklareli,2024,bugday,256.0,3584.52,446.68,54,537.18,380.66999999999996,33.62,7.72,0.4961897011291543,15,14.19064516129032,19.92258064516129,10.481764705882354,673.8800000000001,4062.8100000000004,0.6617836634419019,0.4671378108060604,7.9413427837030275,0.5361606796873875,0.37969897151309506,-0.0018281539587603629,48
1295,Merkez,Edirne,2017,aycicegi_yaglik,252.0,2400.0550000000003,550.7,0,278.05999999999995,,58.8,11.700000000000001,0.19700944651241967,42,25.526129032258062,33.60096774193548,14.345792349726775,775.2200000000001,4016.24,0.5764692923938716,0.4327904490826621,5.193485388991945,0.422361073306637,0.34636179065885697,0.00022135311305076984,0
1295,Merkez,Edirne,2018,aycicegi_yaglik,262.0,2478.4700000000003,527.24,0,255.97000000000003,,79.02000000000001,1.62,0.19171271381634847,38,24.903548387096777,30.955483870967743,13.20918032786885,733.86,4012.9500000000003,0.5389984189526023,0.42674791410932866,4.6942270552026155,0.5097721502435371,0.3921359484517224,0.00036649925641432505,0
1295,Merkez,Edirne,2019,aycicegi_yaglik,262.0,2444.41,540.6949999999999,0,249.86,,49.06,38.69,0.17983777454441394,44,25.4158064516129,33.05064516129032,14.052240437158472,756.7299999999999,3987.3599999999997,0.5516842001706591,0.4210523924424903,4.631576316867394,0.4503559925036118,0.3777851269642113,-0.0003397480050281028,0
1295,Merkez,Edirne,2020,aycicegi_yaglik,254.0,2437.1900000000005,570.1449999999999,0,232.20999999999998,,0.6900000000000001,5.71,0.16434086220398822,56,26.316129032258072,34.38032258064517,14.233551912568307,836.0299999999999,4054.0199999999995,0.5440406090734672,0.39441355698730657,4.338549126860372,0.39171178314930777,0.31860597232254834,-0.0014534236913834552,0
1295,Merkez,Edirne,2021,aycicegi_yaglik,258.0,2375.25,598.9699999999999,0,223.95000000000002,,14.43,13.18,0.1669580034955597,54,27.219032258064516,35.25774193548387,13.490382513661201,823.1500000000002,3943.4099999999994,0.5231178244899447,0.43764045382199135,5.251685445863896,0.46470370882440604,0.37961266623976186,-0.00051999713533807,0
1295,Merkez,Edirne,2022,aycicegi_yaglik,250.0,2475.5550000000003,585.2600000000001,0,230.32,,22.35,52.86000000000001,0.16220567718062182,49,26.874838709677416,34.89290322580646,14.071912568306008,831.5500000000002,4073.0699999999997,0.5239775620130197,0.4039177644181675,4.84701317301801,0.4034672077441651,0.30957568621258613,0.000616592106232544,0
1295,Merkez,Edirne,2023,aycicegi_yaglik,202.0,2509.65,629.6449999999999,0,222.94,,21.450000000000003,12.349999999999998,0.166507560570836,55,28.309677419354838,36.32774193548387,13.614590163934428,808.1800000000001,3806.9699999999993,0.5104978504981136,0.3841167622231991,4.225284384455191,0.4058641053233364,0.33835454832879636,-0.0005423637741461784,0
1295,Merkez,Edirne,2024,aycicegi_yaglik,123.0,2781.2999999999997,639.84,0,184.0,,23.96,12.02,0.12251320044756464,56,28.700645161290325,36.40741935483871,14.36863387978142,779.2800000000002,4035.9400000000005,0.5313790690695573,0.37352871723086944,4.108815889539564,0.3340009418866814,0.3008684448852926,-0.002490170941855818,0
1295,Merkez,Edirne,2017,bugday,393.0,3188.985,531.135,41,472.69,241.05999999999997,51.779999999999994,62.53,0.4285052580550198,16,16.962903225806453,23.64806451612903,11.602256944444443,684.0300000000001,4037.23,0.5764692923938716,0.4755531128709023,4.279978015838121,0.5538913779802862,0.5032156919958565,0.0006713551181166268,0
1295,Merkez,Edirne,2018,bugday,353.0,3539.675,574.44,63,748.51,444.69000000000005,34.14,109.17,0.7098542466262228,12,18.432258064516127,24.756129032258062,10.727638888888889,701.0600000000002,3943.71,0.5389984189526023,0.4213012151030166,7.5834218718542985,0.3872337205078463,0.48202221139799445,0.00039772104226838256,0
1295,Merkez,Edirne,2019,bugday,394.0,3449.5,564.4200000000001,61,508.44999999999993,317.59,52.16,39.809999999999995,0.47258246228847833,24,17.897096774193546,24.77193548387097,11.233263888888889,673.7900000000001,3915.1299999999997,0.5516842001706591,0.37251710420960743,6.705307875772934,0.5156223075094402,0.4551457365326276,0.0005611041487436176,0
1295,Merkez,Edirne,2020,bugday,361.0,3631.3500000000004,536.795,53,459.74,201.71,68.32,67.11,0.4173304635985683,14,17.11064516129032,23.886774193548394,11.59311418685121,647.6200000000001,4062.5200000000004,0.5440406090734672,0.39017370824681774,7.02312674844272,0.5025815669106184,0.4471636945244436,-0.0007029233398244097,0
1295,Merkez,Edirne,2021,bugday,491.0,3457.36,534.4899999999999,65,766.32,524.36,62.82,63.43,0.762296726303387,9,17.01967741935484,23.343548387096774,10.538819444444446,695.1699999999998,3892.0600000000004,0.5231178244899447,0.40720853792585654,7.329753682665418,0.5080215662160499,0.4753725867979825,0.0002412245055314482,0
1295,Merkez,Edirne,2022,bugday,408.0,3348.3099999999995,558.62,52,539.45,394.35,27.949999999999996,48.02,0.49448968842340874,26,18.017741935483873,25.44516129032258,11.27670138888889,745.6100000000001,3999.7200000000003,0.5239775620130197,0.3979557505306699,7.163203509552058,0.5024368721735197,0.4800776879361798,0.0010365774153345488,0
1295,Merkez,Edirne,2023,bugday,559.0,3719.8050000000003,497.77000000000004,58,427.99,196.42000000000002,50.190000000000005,36.72,0.4112992986392858,13,15.911612903225807,21.90903225806451,11.1140625,566.0899999999999,3829.0600000000004,0.5104978504981136,0.3405418219117886,6.1297527944121954,0.4368463016800418,0.3953415707046267,-0.00011130582672034713,0
1295,Merkez,Edirne,2024,bugday,370.0,4118.15,526.735,48,424.34000000000003,269.43,44.82,9.53,0.33920741740881,29,16.817419354838712,23.703548387096777,11.899031141868512,655.75,4102.01,0.5380577038357468,0.3711778487636454,7.052379126509263,0.43238707389657016,0.3543397536513057,-0.0018041291740868847,0
1307,Enez,Edirne,2017,aycicegi_yaglik,256.0,2512.3,555.5749999999999,0,160.38,,31.68,6.6,0.15027669831841178,13,25.802580645161292,29.98451612903226,7.3144262295081965,819.4899999999999,4238.02,0.4338824456708433,0.36843483926722903,4.421218071206749,0.4035331302885209,0.3570813260567714,-0.00028232927928586066,0
1307,Enez,Edirne,2018,aycicegi_yaglik,276.0,2664.8399999999997,573.1500000000001,0,198.27999999999997,,56.559999999999995,0.17,0.19432688954274435,0,26.562903225806448,29.557741935483868,6.832240437158468,798.4799999999999,4150.03,0.4311145726192941,0.34616640078975686,3.8078304086873254,0.3903855180361372,0.3659738807638795,-0.000795280962249928,0
1307,Enez,Edirne,2019,aycicegi_yaglik,282.0,2557.26,542.53,0,175.67000000000002,,35.38,11.729999999999999,0.16805505828719944,10,25.52612903225806,29.413548387096775,6.953442622950819,824.9899999999999,4212.64,0.4721586842930786,0.37670657832621685,4.143772361588385,0.4289335360649305,0.3844203401501458,-0.0021777426932957974,0
1307,Enez,Edirne,2020,aycicegi_yaglik,292.0,2505.085,556.035,0,177.70999999999998,,2.7199999999999998,5.619999999999998,0.16596133976297234,15,25.85967741935484,30.2858064516129,7.215573770491804,878.3400000000001,4285.5,0.4704499744916702,0.36043060109055564,3.9647366119961123,0.40804882881137683,0.37069870304866437,-0.002741228443387432,0
1307,Enez,Edirne,2021,aycicegi_yaglik,202.0,2523.885,591.835,0,202.38,,6.430000000000001,6.0,0.19996667817045144,19,27.08096774193549,31.023870967741928,6.549125683060111,852.5899999999999,4231.2699999999995,0.4762314468452414,0.3835148347236861,4.602178016684233,0.4208789984258374,0.37735089276199285,-0.0011686614417050797,0
1307,Enez,Edirne,2022,aycicegi_yaglik,195.0,2538.4350000000004,552.26,0,192.88,,20.98,78.08,0.1820536449611694,8,25.737419354838707,30.042903225806455,7.119071038251366,846.59,4259.530000000001,0.4342418118050183,0.3521124708339567,4.22534965000748,0.3971469200469702,0.3244864655895049,-0.0012657981591490516,0
1307,Enez,Edirne,2023,aycicegi_yaglik,157.0,2548.4450000000006,604.4449999999999,0,149.02,,10.379999999999999,1.1600000000000001,0.1502411724007007,19,27.56032258064516,31.494516129032256,6.963333333333333,852.4700000000001,3944.6200000000003,0.4601468858951607,0.331506258988886,3.646568848877746,0.38203232972022194,0.3577765220488285,-0.001484704080524791,0
1307,Enez,Edirne,2024,aycicegi_yaglik,130.0,2806.3099999999995,626.4150000000001,0,127.25000000000001,,4.85,3.9000000000000004,0.11430379944674919,28,28.236451612903227,32.32741935483871,7.255628415300545,821.7900000000001,4235.79,0.4813413294972305,0.3509825012496189,3.8608075137458076,0.37436133628845586,0.3573146168819828,-0.0014187793466046918,0
