date,t2m_mean,t2m_min,t2m_max,d2m_mean,tp_sum,ssr_sum,e_sum,clay_0-5cm,clay_5-15cm,clay_15-30cm,sand_0-5cm,sand_5-15cm,sand_15-30cm,phh2o_0-5cm,phh2o_5-15cm,phh2o_15-30cm,NDVI,EVI,NDWI,NDVI_int,EVI_int,NDWI_int
2017-01-01,-2.3486,-5.9452,2.0752,-5.2419,18.0898,3.435201e+07,-0.0031,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-02,-1.5396,-6.36,2.5816,-2.9757,0.2453,3.543651e+07,0.0003,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-03,3.0813,0.4204,6.9043,1.6316,0.0236,4.9924496e+07,0.0031,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-04,3.7177,-3.0752,7.9349,1.853,1.6537,5.450546e+07,-0.0009,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-05,6.6123,5.2551,9.238,5.7025,168.9354,4.9808196e+07,-0.002,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-06,1.9095,-6.8176,10.046,0.1255,386.6899,1.1188572e+07,-0.0118,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-07,-8.0464,-8.7648,-7.05,-10.7019,198.2978,1.2478332e+07,-0.01,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-08,-9.4772,-12.6673,-6.6213,-12.3384,12.6585,2.8406788e+07,-0.002,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-09,-5.8582,-8.6947,-2.0388,-8.1937,38.2888,2.235798e+07,-0.0057,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-10,1.0815,-1.5421,2.7344,-1.1349,89.6031,1.6335282e+07,-0.0113,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-11,-2.6787,-9.1898,0.8846,-3.9317,99.7752,2.487028e+07,-0.0022,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-12,-2.2295,-6.0695,0.2148,-3.5687,209.171,3.1226498e+07,-0.0017,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-13,-0.3553,-5.8594,3.5108,-3.2216,9.0489,3.969624e+07,-0.0,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-14,5.453,1.8649,8.8091,3.0146,35.7179,3.348822e+07,0.0062,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-15,1.8165,0.7986,3.0836,-0.498,34.8674,2.1805352e+07,-0.005,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-16,3.0616,1.4872,4.2473,2.0078,112.8312,1.5641281e+07,-0.0016,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-17,5.3479,3.9364,6.7744,4.9037,88.2654,3.932626e+07,-0.0013,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-18,4.3459,3.0991,5.5859,3.469,178.513,1.918544e+07,-0.0075,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-19,3.5432,2.1299,4.3452,2.3423,89.799,3.2969714e+07,-0.0174,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-20,0.0277,-1.447,1.4352,-2.5193,70.8537,4.0794412e+07,-0.0149,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-21,-0.7979,-4.0069,3.4893,-5.5146,3.323,1.0881508e+08,-0.0097,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-22,1.219,-2.4429,2.9783,-0.8961,4.4855,4.3509948e+07,-0.0042,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-23,2.9633,1.507,5.1502,0.3232,6.1899,7.89495e+07,-0.0104,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-24,3.0312,0.729,5.0252,1.0531,7.6039,5.5305908e+07,-0.0053,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-25,0.1856,-1.2883,2.9966,-2.8828,21.5214,4.451597e+07,-0.0117,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-26,-1.5153,-3.3601,-0.5577,-6.4506,13.796,7.491283e+07,-0.0108,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-27,-2.1407,-4.2557,0.2328,-8.4043,1.8375,1.0029862e+08,-0.0101,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-28,-0.3922,-1.4048,1.2683,-4.23,1.225,6.0394516e+07,-0.0058,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-29,0.6741,-2.2373,3.1978,-2.0061,1.4124,7.1799544e+07,-0.0059,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-30,1.2851,0.3618,2.4761,-2.3105,9.6239,5.35284e+07,-0.0101,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-01-31,0.1888,-3.2809,2.9354,-5.9993,1.5698,1.0906811e+08,-0.0153,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-01,-0.0139,-4.2568,4.906,-5.9142,0.0399,1.3490362e+08,-0.0097,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-02,2.5441,-2.9835,8.4169,-0.6876,0.0073,1.3272044e+08,-0.0057,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-03,7.59,3.3625,12.181,5.7122,1.3733,9.027103e+07,-0.0086,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-04,10.026,6.9616,14.7008,7.3398,0.1717,1.3017607e+08,-0.0138,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-05,10.1112,6.8615,13.2686,8.4075,18.5733,9.124117e+07,-0.0118,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-06,11.0258,7.1439,15.5515,8.5063,2.0642,1.0736441e+08,-0.0118,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-07,10.6158,6.3867,14.3893,5.9021,0.9381,1.05869784e+08,-0.0156,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-08,6.7347,3.8937,9.6933,5.4312,70.8497,9.280685e+07,-0.013,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-09,2.516,1.758,3.5258,0.8516,24.52,4.7483336e+07,-0.0112,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-10,2.5149,1.3425,3.5742,-0.7508,15.0728,6.018794e+07,-0.0143,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-11,1.3402,0.2532,2.6671,-1.9901,25.2268,6.6256864e+07,-0.0118,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-12,0.9482,-0.0498,2.6352,-2.8112,29.2491,8.696459e+07,-0.0133,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-13,0.3161,-0.9546,1.735,-3.4749,27.3692,7.9492296e+07,-0.0126,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-14,-1.7903,-4.3247,-0.1072,-6.5847,5.7618,9.766408e+07,-0.0128,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-15,1.1924,-1.1414,2.506,-4.085,0.8953,9.0248744e+07,-0.0129,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-16,0.2731,-2.6483,2.6189,-2.9889,8.6203,9.59185e+07,-0.0127,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-17,1.2587,-2.5498,6.6638,-3.2832,0.4827,1.5132187e+08,-0.0121,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-18,4.403,-3.2093,11.2909,1.6231,1.6528,1.4937426e+08,-0.0122,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-19,8.1855,2.8035,13.0483,5.7071,54.0469,1.3003358e+08,-0.0162,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-20,6.2205,0.2451,8.8351,3.48,239.3678,7.720215e+07,-0.0149,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-21,4.7767,-1.5121,10.7821,0.1988,11.8073,1.724256e+08,-0.0197,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-22,8.4941,3.9906,14.4595,4.0847,5.2413,1.6528206e+08,-0.0244,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-23,10.4882,6.0775,15.8143,6.9307,0.272,1.7513669e+08,-0.023,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-24,11.4789,7.4281,16.1857,7.2962,0.0612,1.692609e+08,-0.0257,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-25,10.4059,4.1456,15.878,7.3233,35.1144,1.21749304e+08,-0.0228,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-26,4.7607,2.1888,7.5381,2.5919,20.203,1.197755e+08,-0.0207,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-27,6.9082,0.4745,13.8408,4.3884,0.6303,1.782172e+08,-0.0198,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-02-28,6.6327,2.2402,11.9348,4.9943,0.2982,1.6258152e+08,-0.0174,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-03-01,9.7536,4.752,15.4638,7.5655,0.6292,1.5667072e+08,-0.0194,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-03-02,8.3151,5.7309,9.8028,6.2417,95.3727,7.6810824e+07,-0.0148,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-03-03,8.5553,3.6801,13.4792,5.7047,6.9489,1.365646e+08,-0.017,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3527,0.1951,-0.4541
2017-03-04,6.7965,1.8841,12.5275,4.3199,0.1975,1.9914013e+08,-0.0211,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,0.3527,0.1951,-0.4541,0.3527,0.1951,-0.4541
2017-03-05,9.6036,3.6499,16.308,4.18,0.0004,2.0153355e+08,-0.026,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.35610833333333336,0.19827166666666665,-0.456515
2017-03-06,11.2136,6.4467,16.2272,6.856,0.0163,1.783011e+08,-0.0268,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.35951666666666665,0.20144333333333334,-0.45893
2017-03-07,11.7989,8.2061,16.485,7.9023,8.1858,1.715775e+08,-0.0249,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.362925,0.204615,-0.461345
2017-03-08,9.556,6.3784,14.3604,6.4595,35.428,1.6852189e+08,-0.0247,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.36633333333333334,0.20778666666666668,-0.46376
2017-03-09,6.8187,5.6891,8.502,5.4912,19.9061,1.15775976e+08,-0.0168,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3697416666666667,0.21095833333333333,-0.466175
2017-03-10,8.0728,5.5257,12.6246,5.7707,36.3433,1.6642646e+08,-0.0248,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.37315,0.21413,-0.46859
2017-03-11,7.2754,5.4577,9.5912,5.1593,46.2706,1.3047114e+08,-0.0224,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.37655833333333333,0.21730166666666667,-0.471005
2017-03-12,6.2959,5.5866,7.4216,4.6386,73.0746,6.7083784e+07,-0.0171,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3799666666666667,0.22047333333333333,-0.47342
2017-03-13,4.5465,2.7029,5.765,3.1595,145.7328,4.6863224e+07,-0.0179,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.383375,0.223645,-0.475835
2017-03-14,4.2195,2.307,5.9794,2.6046,187.7606,4.1041184e+07,-0.0173,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3867833333333333,0.22681666666666667,-0.47825
2017-03-15,6.5128,2.8365,9.5759,2.6357,21.9737,1.5973618e+08,-0.0262,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.39019166666666666,0.22998833333333335,-0.480665
2017-03-16,5.4213,1.4554,8.5989,2.8279,13.6069,1.4109613e+08,-0.0205,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3936,0.23316,-0.48308
2017-03-17,4.4078,1.4676,7.6346,0.9769,77.203,1.8681326e+08,-0.0254,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.3970083333333333,0.23633166666666666,-0.485495
2017-03-18,6.0035,-2.2877,11.8034,0.9984,4.0208,2.3353662e+08,-0.0284,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.40041666666666664,0.23950333333333335,-0.48791000000000007
2017-03-19,10.2321,6.8965,15.5447,7.2056,19.5241,1.0064988e+08,-0.0163,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.403825,0.242675,-0.490325
2017-03-20,9.5571,3.3846,15.6313,5.2632,1.9535,1.9224845e+08,-0.0276,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.40723333333333334,0.24584666666666666,-0.49274000000000007
2017-03-21,10.9151,6.4989,16.2503,6.9269,1.0816,2.129113e+08,-0.0299,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4106416666666667,0.24901833333333334,-0.495155
2017-03-22,8.0926,4.914,12.114,3.5974,0.0583,2.4030954e+08,-0.0324,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.41405,0.25219,-0.49757000000000007
2017-03-23,6.9891,4.104,10.9168,3.5273,0.0021,2.4630469e+08,-0.0303,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4174583333333333,0.25536166666666665,-0.49998500000000007
2017-03-24,7.6546,2.9383,12.9428,3.9401,0.0129,2.450487e+08,-0.0311,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.42086666666666667,0.25853333333333334,-0.5024000000000001
2017-03-25,7.6531,1.2968,13.0085,4.598,0.0317,2.3186246e+08,-0.0275,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.42427499999999996,0.261705,-0.504815
2017-03-26,9.3399,5.0581,15.6433,7.2079,48.1126,2.0019213e+08,-0.0279,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4276833333333333,0.26487666666666665,-0.5072300000000001
2017-03-27,5.1788,2.4131,7.4434,1.364,38.4028,1.5861419e+08,-0.0328,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.43109166666666665,0.26804833333333333,-0.509645
2017-03-28,7.2626,1.0088,12.9182,1.28,1.3585,2.5188699e+08,-0.0341,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4345,0.27122,-0.5120600000000001
2017-03-29,9.4525,3.2784,15.6194,2.8458,0.0171,2.6181469e+08,-0.039,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4379083333333333,0.2743916666666667,-0.514475
2017-03-30,10.5779,3.5792,17.8716,4.9625,0.0017,2.6070877e+08,-0.0396,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.44131666666666663,0.27756333333333333,-0.5168900000000001
2017-03-31,7.9019,4.4745,10.4271,4.7234,2.6759,2.1655179e+08,-0.0259,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.444725,0.280735,-0.519305
2017-04-01,5.8538,3.4319,9.5911,1.9498,0.1832,2.5325936e+08,-0.0312,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4481333333333333,0.2839066666666667,-0.5217200000000001
2017-04-02,7.0856,3.1311,11.4617,3.5353,0.0133,2.6467531e+08,-0.0326,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4515416666666666,0.2870783333333333,-0.524135
2017-04-03,8.4949,5.057,13.3375,5.2575,0.2578,2.7187843e+08,-0.0336,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,0.45494999999999997,0.29025,-0.5265500000000001,0.45494999999999997,0.29025,-0.5265500000000001
2017-04-04,9.1797,5.771,13.0044,7.3316,15.752,1.2469506e+08,-0.0172,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.45562499999999995,0.29193,-0.5257550000000001
2017-04-05,9.5989,6.058,13.7087,7.8737,16.138,1.2796963e+08,-0.0176,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4563,0.29361000000000004,-0.5249600000000001
2017-04-06,10.7635,4.6571,16.0442,8.338,50.9722,1.9848168e+08,-0.0281,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.45697499999999996,0.29529,-0.524165
2017-04-07,9.2366,5.9278,11.7964,4.6071,32.6518,1.6894504e+08,-0.034,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.45765,0.29697,-0.52337
2017-04-08,7.7646,2.8832,12.2281,1.8181,9.2881,2.4235499e+08,-0.0385,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.458325,0.29865,-0.522575
2017-04-09,8.1025,3.029,12.2538,3.3529,7.305,2.2446974e+08,-0.0324,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.45899999999999996,0.30033000000000004,-0.52178
2017-04-10,7.7105,2.2878,12.2231,2.4926,0.526,2.6486125e+08,-0.0365,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.459675,0.30201000000000006,-0.520985
2017-04-11,9.0316,2.5414,14.8756,3.3626,0.0009,2.8769155e+08,-0.0409,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.46035,0.30369,-0.5201899999999999
2017-04-12,8.8394,3.4323,14.0713,4.6234,0.012,2.4475083e+08,-0.033,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.461025,0.30537000000000003,-0.5193949999999999
2017-04-13,9.5876,5.5184,14.7618,5.8553,0.0211,2.700361e+08,-0.0373,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,0.4617,0.30705000000000005,-0.5186,0.4617,0.30705000000000005,-0.5186
2017-04-14,13.1361,4.5276,19.7936,7.6982,2.9871,2.595669e+08,-0.0422,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4636875,0.31069,-0.5189174999999999
2017-04-15,12.9037,7.1207,18.281,7.6143,0.2844,2.7824438e+08,-0.0441,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.465675,0.31433000000000005,-0.519235
2017-04-16,15.6045,8.6572,22.3449,7.5789,0.8042,2.69423e+08,-0.0493,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4676625,0.31797000000000003,-0.5195525
2017-04-17,11.3352,7.0909,18.2803,8.6592,183.5521,1.9383373e+08,-0.0346,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.46965,0.32161000000000006,-0.5198699999999999
2017-04-18,6.9469,4.7192,10.0163,3.8413,219.2906,1.1708017e+08,-0.0346,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4716375,0.32525000000000004,-0.5201875
2017-04-19,10.5602,3.5071,16.182,6.3159,11.2904,2.6008386e+08,-0.0408,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.47362499999999996,0.32889,-0.520505
2017-04-20,10.8402,3.0625,17.2871,7.4921,120.4714,1.7907976e+08,-0.0365,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4756125,0.33253000000000005,-0.5208225
2017-04-21,6.4825,1.8078,10.4494,1.5229,20.7433,2.536148e+08,-0.0401,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.47759999999999997,0.33617,-0.5211399999999999
2017-04-22,6.4509,2.4629,9.9875,1.8012,1.7572,2.3979528e+08,-0.035,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4795875,0.33981000000000006,-0.5214575
2017-04-23,9.6705,3.5639,14.4352,4.8384,22.7574,2.2614483e+08,-0.0395,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.481575,0.34345000000000003,-0.521775
2017-04-24,8.637,3.9718,12.7839,3.137,9.6591,2.6802139e+08,-0.0471,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.48356249999999995,0.34709,-0.5220925
2017-04-25,10.4044,6.0123,15.4297,3.3112,0.4723,3.0769725e+08,-0.05,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.48555,0.35073000000000004,-0.52241
2017-04-26,12.1288,4.1184,18.3896,5.0521,0.0017,3.143763e+08,-0.0514,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.48753749999999996,0.35437,-0.5227275
2017-04-27,14.9422,9.8138,20.7111,7.8909,0.0168,3.1419702e+08,-0.0527,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.489525,0.35801000000000005,-0.523045
2017-04-28,16.0406,10.9889,21.881,8.2351,0.0047,3.1296006e+08,-0.0539,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.49151249999999996,0.36165,-0.5233625
2017-04-29,18.3046,13.5662,24.5905,11.0388,0.0009,3.0129446e+08,-0.0579,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.49349999999999994,0.36529,-0.52368
2017-04-30,14.1046,9.4112,18.581,8.8963,0.0,3.0203968e+08,-0.0527,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.49548749999999997,0.36893000000000004,-0.5239975
2017-05-01,12.3502,9.786,15.3465,8.7433,0.0779,2.8061306e+08,-0.0421,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.49747499999999995,0.37257,-0.524315
2017-05-02,13.5825,9.7182,17.858,9.5773,0.0224,3.062918e+08,-0.049,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.4994625,0.37621000000000004,-0.5246325000000001
2017-05-03,14.9396,10.4541,19.9539,10.0739,0.0196,3.1294032e+08,-0.0537,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,0.50145,0.37985,-0.52495,0.50145,0.37985,-0.52495
2017-05-04,15.158,10.6833,20.1629,11.2267,0.0043,3.130183e+08,-0.0506,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.50508,0.384755,-0.525725
2017-05-05,14.7648,10.344,19.2765,11.371,0.0022,3.0204134e+08,-0.046,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.50871,0.38966,-0.5265
2017-05-06,13.2216,9.8016,16.6085,11.103,103.4001,1.7603058e+08,-0.0298,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.5123399999999999,0.394565,-0.527275
2017-05-07,15.2042,9.4487,20.3278,11.108,26.6913,2.1745894e+08,-0.0454,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.5159699999999999,0.39947,-0.52805
2017-05-08,15.8036,10.6913,21.4851,11.365,22.2181,2.6705794e+08,-0.0521,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.5196,0.40437500000000004,-0.528825
2017-05-09,14.263,9.8449,18.5021,12.0721,94.525,2.3422021e+08,-0.0404,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.52323,0.40928000000000003,-0.5296
2017-05-10,12.0726,10.1808,13.2117,10.5252,91.1105,1.1436062e+08,-0.0252,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.52686,0.414185,-0.5303749999999999
2017-05-11,14.0364,9.8526,18.276,10.1786,5.8194,2.3766882e+08,-0.0433,28.9,29.98,35.66,30.73,29.95,26.71,6.92,6.98,6.98,,,,0.5304899999999999,0.41909,-0.53115
