prediction_date,target_date,predicted_ndvi,last_observed_ndvi,residual_delta,predicted_ndvi_scaled,climatology_ndvi,anomaly_vs_climatology,actual_date,actual_ndvi,source,days_to_actual,abs_error,abs_err_naive
2025-06-21,2025-06-28,0.6302530402779579,0.6576499938964844,-0.027396953618526454,0.9387549161911011,0.4130041666666666,0.2172488736112913,2025-06-30,0.59875,s2_gee_raw,2,0.03150304027795792,0.05889999389648437
2025-06-22,2025-06-29,0.656576353108883,0.6861000657081604,-0.02952371259927744,0.9766465425491333,0.427334375,0.22924197810888297,2025-06-30,0.59875,s2_gee_raw,1,0.057826353108882955,0.0873500657081604
2025-06-23,2025-06-30,0.6523610852122308,0.6845833659172058,-0.032222280704975015,0.9705787897109985,0.4484625,0.2038985852122308,2025-06-30,0.59875,s2_gee_raw,0,0.05361108521223079,0.0858333659172058
2025-06-24,2025-07-01,0.6484537223458291,0.683066725730896,-0.0346130033850669,0.9649542570114136,0.46681875000000006,0.18163497234582904,2025-06-30,0.59875,s2_gee_raw,1,0.04970372234582909,0.08431672573089599
2025-06-25,2025-07-02,0.6451484637081624,0.6815500259399414,-0.03640156223177904,0.9601964354515076,0.46681875000000006,0.1783297137081623,2025-06-30,0.59875,s2_gee_raw,2,0.04639846370816236,0.0828000259399414
2025-06-26,2025-07-03,0.6273540291190148,0.6649900078773499,-0.03763597875833502,0.9345818758010864,0.4386625,0.18869152911901482,2025-07-05,0.65805,s2_gee_raw,2,0.03069597088098519,0.00694000787734983
2025-06-27,2025-07-04,0.6106444670140744,0.6484299898147583,-0.037785522800683924,0.9105289578437805,0.4358677083333333,0.17477675868074105,2025-07-05,0.65805,s2_gee_raw,1,0.04740553298592565,0.009620010185241723
2025-06-28,2025-07-05,0.5947445841670037,0.6318699717521667,-0.03712538758516304,0.8876415491104126,0.42671944444444443,0.16802513972255928,2025-07-05,0.65805,s2_gee_raw,0,0.06330541583299631,0.026180028247833276
2025-06-29,2025-07-06,0.5791853181540967,0.61531001329422,-0.036124695140123286,0.865244448184967,0.4049166666666666,0.1742686514874301,2025-07-05,0.65805,s2_gee_raw,1,0.07886468184590334,0.04273998670578005
2025-06-30,2025-07-07,0.563713628679514,0.5987499952316284,-0.035036366552114395,0.8429734110832214,0.4049166666666666,0.15879696201284743,2025-07-05,0.65805,s2_gee_raw,2,0.094336371320486,0.059300004768371606
2025-07-01,2025-07-08,0.5761346318840981,0.6106100082397461,-0.03447537635564801,0.8608530759811401,0.4178861111111111,0.15824852077298696,2025-07-10,0.57795,s2_gee_raw,2,0.001815368115901883,0.03266000823974613
2025-07-02,2025-07-09,0.587726121711731,0.6224700212478638,-0.03474389953613277,0.8775386810302734,0.4291895833333333,0.1585365383783977,2025-07-10,0.57795,s2_gee_raw,1,0.009776121711731034,0.044520021247863806
2025-07-03,2025-07-10,0.598360894793272,0.6343300342559814,-0.03596913946270941,0.8928471207618713,0.4448027777777777,0.15355811701549432,2025-07-10,0.57795,s2_gee_raw,0,0.020410894793272072,0.05638003425598148
2025-07-04,2025-07-11,0.6085650728762151,0.6461899876594543,-0.03762491478323926,0.90753573179245,0.4534625,0.1551025728762151,2025-07-10,0.57795,s2_gee_raw,1,0.03061507287621512,0.06823998765945438
2025-07-05,2025-07-12,0.6185932697355748,0.658050000667572,-0.0394567309319972,0.9219710230827332,0.4534625,0.16513076973557483,2025-07-12,0.5886,s2_gee_raw,0,0.029993269735574812,0.06945000066757201
2025-07-06,2025-07-13,0.6013084767699243,0.6420300006866455,-0.040721523916721236,0.8970900774002075,0.44059583333333335,0.16071264343659092,2025-07-12,0.5886,s2_gee_raw,1,0.01270847676992426,0.053430000686645496
